en,fr,Alignment Score
common,commun,0.15555555555555556
fear,peur,0.4666666666666667
holds,tient,0.8266666666666667
yet,encore,0.6666666666666667
cheer,acclamation,0.76
apex,sommet,0.7
eagerness,ardeur,0.48888888888888893
give way,laisser passer,0.5250000000000001
be,etre,0.5333333333333334
worthy,digne,0.8400000000000001
schedule,calendrier,0.4750000000000001
pretty,joli,0.8666666666666667
xibiu,xibiu,0.0
cult,culte,0.033333333333333326
world,monde,0.5466666666666666
atrocious,atroce,0.18888888888888877
fleeting,fugace,0.5888888888888888
census,recensement,0.3555555555555556
land,atterrir,0.7166666666666668
strong,fort,0.6833333333333333
addiction,dependance,0.5777777777777777
aka,alias,0.37777777777777777
bake,cuire,0.6499999999999999
worth,valeur,0.6933333333333334
dense,dense,0.0
except,sauf,0.8666666666666667
cynical,cynique,0.36190476190476195
suitable,approprie,0.6333333333333333
scope,portee,0.52
not(c)member,pas(c)membre,0.28888888888888886
nature,nature,0.0
mister,monsieur,0.3222222222222223
path,chemin,0.6833333333333333
heyday,apogee,0.7
harmless,inoffensif,0.6583333333333334
suits,costumes,0.4
utopia,utopie,0.15555555555555556
sadist,sadique,0.30000000000000016
scope,portee,0.52
emphasis,accent,0.7222222222222222
idiot,idiot,0.0
casual,occasionnel,0.3555555555555556
merit,merite,0.026666666666666727
allusion,allusion,0.0
hostile,hostile,0.0
wish,souhait,0.5
skeptical,sceptique,0.3851851851851852
legacy,heritage,0.6111111111111112
straight,droit,0.42666666666666664
hurry,depechez-vous,0.64
gentle,doux,0.8666666666666667
alien,extraterrestre,0.6533333333333333
harmful,nocif,0.7066666666666668
infamous,infame,0.1777777777777777
cliche,cliche,0.0
passion,passion,0.0
excellent,excellent,0.0
affable,affable,0.0
define,definir,0.16666666666666663
adornment,ornement,0.125
gift,cadeau,0.8666666666666667
ecstasy,extase,0.3222222222222223
sober,sobre,0.18666666666666676
membership,adhesion,0.5666666666666667
munchies,grignotines,0.4666666666666667
assess,evaluer,0.6000000000000001
cunning,ruse,0.7166666666666668
too,aussi,0.8888888888888888
sucker,ventouse,0.5888888888888889
session,session,0.0
threshold,seuil,0.5866666666666667
solemn,solennel,0.1777777777777777
to judge,juger,0.24
glory,gloire,0.21333333333333337
labaro,labaro,0.0
formal,officiel,0.5888888888888889
habit,habitude,0.05333333333333323
appreciation,appreciation,0.0
although,bien que,0.7333333333333334
opportunity,opportunite,0.08484848484848473
momentum,elan,0.5166666666666666
someone else,quelqu'un d'autre,0.6
effective,efficace,0.33333333333333337
idle,inactif,0.6833333333333333
jubilation,jubilation,0.0
dispose,disposer,0.01904761904761898
diffuse,diffuser,0.01904761904761898
breath,haleine,0.7
evergreen,a feuilles persistantes,0.5925925925925926
nuance,nuancer,0.022222222222222143
faction,faction,0.0
excuse,excuse,0.0
exile,exile,0.0
assignment,affectation,0.5933333333333334
playful,espiegle,0.6190476190476191
abstain,abstention,0.17142857142857149
inference,inference,0.0
jurisdiction,juridiction,0.012121212121212088
object,objet,0.026666666666666727
access,acceder,0.30000000000000016
accent,accent,0.0
desire,desir,0.026666666666666727
axiom,axiome,0.026666666666666727
sanction,sanction,0.0
free,gratuit,0.7166666666666668
tacit,tacite,0.026666666666666727
ethereal,ethere,0.03333333333333344
search,recherche,0.34444444444444455
woman,femme,0.6933333333333334
courteous,courtois,0.13333333333333341
greed,avidite,0.7066666666666667
ailment,maladie,0.49523809523809526
serious,serieux,0.2666666666666667
pledge,gage,0.4666666666666667
exempt,exempter,0.03333333333333344
greed,avidite,0.7066666666666667
fear,peur,0.4666666666666667
vulgar,vulgaire,0.04444444444444451
remote,telecommande,0.5222222222222223
pleasure,plaisir,0.2857142857142858
factual,factuel,0.13333333333333341
when,quand,0.6666666666666667
ever,jamais,0.8666666666666667
do not give me,ne me donne pas,0.5333333333333334
cleanliness,proprete,0.6666666666666667
empathy,empathie,0.1428571428571429
aurelio,aurelio,0.0
spouse,conjoint,0.7333333333333334
scam,arnaque,0.7
exception,exception,0.0
character,personnage,0.5851851851851853
ephemeral,ephemere,0.125
long-winded,verbeux,0.7619047619047619
entry,entree,0.19999999999999996
idyllic,idyllique,0.1523809523809524
analogue,analogue,0.0
genuine,authentique,0.4190476190476191
story,histoire,0.2533333333333334
sublime,sublime,0.0
family,famille,0.16666666666666663
condolences,condoleances,0.012121212121212088
infer,deduire,0.5466666666666666
apathetic,apathique,0.28148148148148144
succinct,succinct,0.0
meaning,signification,0.5523809523809524
to redeem,de racheter,0.5111111111111111
cunning,ruse,0.7166666666666668
prodigal,prodigue,0.21666666666666667
culture,culture,0.0
audacity,audace,0.1777777777777777
stigma,stigmate,0.03333333333333344
recess,recreation,0.34444444444444455
virtue,vertu,0.21333333333333337
refute,refuter,0.022222222222222143
iconic,iconique,0.1777777777777777
superb,superbe,0.022222222222222143
cynicism,cynisme,0.1428571428571429
stable,ecurie,0.6888888888888889
urge,exhorter,0.55
morbid,morbide,0.022222222222222143
trivial,banal,0.5333333333333333
mitigate,attenuer,0.5249999999999999
synthesis,la synthese,0.2148148148148148
aspect,aspect,0.0
lust,luxure,0.4666666666666667
friendly,amical,0.6111111111111112
success,succes,0.022222222222222143
happiness,bonheur,0.6285714285714286
impute,imputer,0.022222222222222143
scum,ecume,0.2666666666666667
emerge,emerger,0.022222222222222143
anathema,anatheme,0.1166666666666667
in addition,en outre,0.5666666666666667
candor,candeur,0.16666666666666663
debauchery,debauche,0.025000000000000022
pride,fierte,0.5466666666666666
excerpt,extrait,0.38095238095238093
litigation,litige,0.19999999999999984
to crave,mourir d'envie,0.5
through,a travers,0.6285714285714286
however,cependant,0.6476190476190476
frivolous,frivole,0.1523809523809524
courage,courage,0.0
longing,desir,0.72
native,indigene,0.47777777777777786
nickname,surnom,0.6000000000000001
ambiguous,ambigue,0.1523809523809524
wholesome,sain,0.7333333333333334
austere,austere,0.0
scrotum,scrotum,0.0
friendship,amitie,0.6111111111111112
sensible,sensible,0.0
chimera,chimere,0.13333333333333341
ambition,ambition,0.0
excess,exces,0.026666666666666727
racism,racisme,0.022222222222222143
relationship,relation,0.04166666666666663
promotion,promotion,0.0
erudite,erudit,0.022222222222222143
immersion,immersion,0.0
modest,modeste,0.022222222222222143
partial,partiel,0.13333333333333341
colossus,colosse,0.1428571428571429
demand,demande,0.022222222222222143
exotic,exotique,0.1777777777777777
concise,concis,0.022222222222222143
science,science,0.0
piety,piete,0.18666666666666676
volatile,volatil,0.01904761904761898
notorious,celebre,0.7428571428571429
bizarre,bizarre,0.0
exemption,exemption,0.0
current,actuel,0.4666666666666667
suffer,souffrir,0.18888888888888888
hybrid,hybride,0.022222222222222143
earn,gagner,0.4833333333333334
intense,intense,0.0
inertia,inertie,0.13333333333333341
emotional,emotionnel,0.11111111111111116
anxious,anxieux,0.2666666666666667
despot,despote,0.022222222222222143
sense,sens,0.033333333333333326
clear,clair,0.18666666666666676
profane,profane,0.0
diffusion,la diffusion,0.029629629629629672
inherent,inherent,0.0
respect,respect,0.0
peculiar,particulier,0.2583333333333334
denigrate,denigrer,0.125
genocidal,genocidaire,0.11851851851851847
consent,consentement,0.05714285714285694
deferred,differe,0.2761904761904762
equity,equite,0.15555555555555556
prudent,prudent,0.0
pandemic,pandemie,0.1166666666666667
imminent,imminent,0.0
essence,essence,0.0
misogynist,misogyne,0.1333333333333333
disgrace,disgrace,0.0
invasive,envahissant,0.4666666666666668
alienated,aliene,0.05555555555555558
eminent,eminent,0.0
abstract,abstrait,0.1166666666666667
premise,premisse,0.01904761904761898
extension,extension,0.0
empirical,empirique,0.28148148148148144
concept,concept,0.0
talaric,talarique,0.1523809523809524
cunning,ruse,0.7166666666666668
rise,augmenter,0.7166666666666667
girl,fille,0.4833333333333334
reiterate,reiterer,0.125
lust,luxure,0.4666666666666667
daydream,reve,0.5166666666666666
relative,relatif,0.1428571428571429
prodigy,prodige,0.13333333333333341
passable,passable,0.0
repair,reparation,0.19999999999999984
gratitude,gratitude,0.0
analogy,analogie,0.1428571428571429
insertion,insertion,0.0
modesty,modestie,0.1428571428571429
apology,excuses,0.8190476190476191
activist,activiste,0.016666666666666607
remission,remise,0.18888888888888877
inhospitable,inhospitalier,0.0888888888888888
therefore,donc,0.75
mediocre,mediocre,0.0
monotonous,monotone,0.1333333333333333
spite,depit,0.36
foment,fomenter,0.03333333333333344
ineffable,ineffable,0.0
support,soutien,0.48571428571428577
rhetoric,rhetorique,0.1333333333333333
concerns,preoccupations,0.475
foundation,fondation,0.014814814814814725
synonym,synonyme,0.01904761904761898
proceed,proceder,0.1428571428571429
methodical,methodique,0.2533333333333333
primacy,primaute,0.2571428571428571
perfidy,perfidie,0.1428571428571429
reject,rejeter,0.16666666666666663
history,histoire,0.1523809523809525
therefore,donc,0.75
demagogue,demagogue,0.0
complex,complexe,0.01904761904761898
it consists,il consiste,0.16969696969696968
criterion,critere,0.1523809523809524
notivago,notivago,0.0
distinct,distinct,0.0
spectrum,spectre,0.1428571428571429
succumb,succomber,0.16190476190476188
selfless,desinteresse,0.375
amalgam,amalgame,0.01904761904761898
outcome,resultat,0.6190476190476191
singular,singulier,0.125
arouse,susciter,0.4666666666666667
paradox,paradoxe,0.01904761904761898
mockery,moquerie,0.39047619047619053
context,contexte,0.01904761904761898
process,processus,0.028571428571428692
eligible,admissible,0.35
communion,communion,0.0
word,mot,0.6444444444444445
goal,but,0.8666666666666667
reflect,refleter,0.1428571428571429
fearless,intrepide,0.6499999999999999
mastery,la maitrise,0.4190476190476191
nevertheless,neanmoins,0.5703703703703704
endemic,endemique,0.1523809523809524
design,conception,0.5111111111111112
legal,legal,0.0
problem,probleme,0.01904761904761898
helpful,utile,0.5466666666666666
instigate,susciter,0.45000000000000007
incredible,incroyable,0.2533333333333334
epiphany,epiphanie,0.125
redemption,rachat,0.6111111111111112
through,a travers,0.6285714285714286
parallel,parallele,0.016666666666666607
tasteless,insipide,0.6499999999999999
resolute,resolu,0.03333333333333344
immanent,immanent,0.0
generic,generique,0.1523809523809524
sanity,sante mentale,0.3777777777777779
insightful,perspicace,0.6733333333333333
reciprocal,reciproque,0.2533333333333333
concession,concession,0.0
printing,impression,0.45000000000000007
scruple,scrupule,0.01904761904761898
superfluous,superflu,0.033333333333333215
rectify,rectifier,0.1523809523809524
paradigm,paradigme,0.016666666666666607
dichotomy,dichotomie,0.11111111111111116
purpose,but,0.7111111111111111
presumption,presomption,0.08484848484848484
design,conception,0.5111111111111112
hypocrite,hypocrite,0.0
ratify,ratifier,0.1777777777777777
implicit,implicite,0.016666666666666607
fullness,plenitude,0.55
essential,essentiel,0.10370370370370374
hegemony,hegemonie,0.125
corollary,corollaire,0.11851851851851858
incident,incident,0.0
strange,etrange,0.13333333333333341
altruism,altruisme,0.016666666666666607
tramp,clochard,0.7333333333333334
altruistic,altruiste,0.11111111111111116
airtight,hermetique,0.5583333333333333
random,aleatoire,0.6222222222222222
hope,espoir,0.6666666666666667
promiscuous,promiscuite,0.23030303030303023
persuade,persuader,0.016666666666666607
trust,confiance,0.88
deliberate,volontaire,0.5133333333333334
sapience,sapience,0.0
indelible,indelebile,0.11111111111111116
too,aussi,0.8888888888888888
petty,petit,0.18666666666666676
diligent,diligent,0.0
impetuous,impetueux,0.20740740740740748
description,description,0.0
rejoice,rejouir,0.2571428571428571
resigned,resigne,0.01904761904761898
unusual,inhabituel,0.5333333333333333
eminence,eminence,0.0
compassion,compassion,0.0
prudence,prudence,0.0
pretension,pretention,0.09333333333333338
discretion,discretion,0.0
analytical,analytique,0.2533333333333333
explicit,explicite,0.016666666666666607
ordinary,ordinaire,0.13333333333333341
perception,perception,0.0
feasible,realisable,0.2583333333333333
nostalgia,nostalgie,0.10370370370370374
subjective,subjectif,0.11111111111111116
autonomy,autonomie,0.125
autochthonous,autochtone,0.11999999999999977
resolution,resolution,0.0
company,entreprise,0.7523809523809524
disdain,mepris,0.5777777777777777
trustworthy,digne de confiance,0.793939393939394
dissension,dissension,0.0
expression,expression,0.0
constant,constante,0.016666666666666607
suppression,suppression,0.0
taciturn,taciturne,0.016666666666666607
impartial,impartial,0.0
authentic,authentique,0.11851851851851847
patience,patience,0.0
ignorant,ignorant,0.0
arrogant,arrogant,0.0
execrable,execrable,0.0
otherwise,sinon,0.7333333333333334
discourse,discours,0.016666666666666607
restriction,restriction,0.0
demeaning,humiliant,0.5777777777777777
obstinate,obstine,0.028571428571428692
consonant,consonne,0.13333333333333341
boast,se vanter,0.5733333333333334
framework,cadre,0.5866666666666667
cognitive,cognitif,0.125
adjacent,adjacent,0.0
eloquent,eloquent,0.0
instance,exemple,0.7142857142857143
interest,interet,0.01904761904761898
borderline,limite,0.47777777777777786
synthetic,synthetique,0.11851851851851847
imminence,imminence,0.0
submission,soumission,0.09333333333333338
omen,presage,0.7
relevant,pertinent,0.43333333333333335
irascible,irascible,0.0
hindrance,obstacle,0.5416666666666667
great,super,0.6799999999999999
freedom,liberte,0.6095238095238096
deceive,tromper,0.7142857142857143
acquisition,acquisition,0.0
ambitious,ambitieux,0.20740740740740748
plausible,plausible,0.0
humility,humilite,0.1166666666666667
conviction,conviction,0.0
firstfruits,premiers fruits,0.20000000000000007
dictionary,dictionnaire,0.11999999999999988
intrinsic,intrinseque,0.20740740740740737
do without,faire sans,0.7466666666666667
presumptuous,presomptueux,0.2333333333333334
diligence,diligence,0.0
corroborate,corroborer,0.09999999999999998
weather,meteo,0.42666666666666664
detriment,detriment,0.0
maturity,maturite,0.1166666666666667
parsimony,parcimonie,0.2148148148148148
reference,reference,0.0
inspiration,inspiration,0.0
inexorable,inexorable,0.0
pragmatic,pragmatique,0.11851851851851847
arrogant,arrogant,0.0
incipient,naissant,0.45000000000000007
disruptive,perturbateur,0.54
sorority,sororite,0.1166666666666667
serenity,serenite,0.1166666666666667
arbitrary,arbitraire,0.11851851851851858
indulgent,indulgent,0.0
auspicious,de bon augure,0.6133333333333333
iniquity,iniquite,0.1166666666666667
relevant,pertinent,0.43333333333333335
wit,esprit,0.37777777777777777
resignation,demission,0.4
hypocrisy,hypocrisie,0.11111111111111116
advocate,avocat,0.04444444444444451
precedent,precedent,0.0
glimpse,apercu,0.5888888888888889
incidence,incidence,0.0
flattered,flatte,0.04444444444444429
susceptible,sensible,0.25
nonetheless,neanmoins,0.4814814814814815
disposition,disposition,0.0
eccentric,excentrique,0.2222222222222222
underestimate,sous-estimer,0.3666666666666667
preliminary,preliminaire,0.09696969696969682
tribulation,tribulations,0.012121212121212088
deduce,deduire,0.16666666666666663
phlegmatic,flegmatique,0.2733333333333333
anachronistic,anachronique,0.21666666666666645
mistaken,trompe,0.6000000000000001
scrutiny,examen minutieux,0.6000000000000001
retrograde,retrograde,0.0
indolence,indolence,0.0
excellence,excellence,0.0
interference,ingerence,0.12592592592592589
democracy,democratie,0.19999999999999996
misfortune,malheur,0.6285714285714286
compassionate,compatissant,0.22777777777777763
contemplate,contempler,0.09999999999999998
important,important,0.0
pejorative,pejoratif,0.11111111111111116
restrict,limiter,0.6190476190476191
synthesize,synthetiser,0.18666666666666676
proposition,proposition,0.0
signatory,signataire,0.2148148148148148
primordial,primordial,0.0
situation,situation,0.0
coercive,coercitif,0.22499999999999998
resolution,resolution,0.0
intrinsic,intrinseque,0.20740740740740737
underlying,sous-jacent,0.6066666666666667
goal,but,0.8666666666666667
itinerary,itineraire,0.11851851851851858
splendid,splendide,0.016666666666666607
alterity,alterite,0.1166666666666667
pecuniary,pecuniaire,0.11851851851851858
spontaneous,spontane,0.033333333333333215
designation,designation,0.0
passerby,passant,0.37142857142857144
necessary,necessaire,0.11851851851851858
constancy,constance,0.10370370370370374
sarcastic,sarcastique,0.11851851851851847
pusilC/nime,pusilC/nime,0.0
suitability,pertinence,0.6799999999999999
privilege,privilege,0.0
devoid,depourvu,0.4555555555555556
believable,croyable,0.43333333333333335
pernostic,pernostique,0.11851851851851847
exacerbated,exacerbe,0.04166666666666663
happiness,bonheur,0.6285714285714286
relevance,pertinence,0.3851851851851852
divergent,divergent,0.0
discipline,discipline,0.0
inference,inference,0.0
pernicious,pernicieux,0.18666666666666676
disseminate,disseminer,0.09999999999999998
satisfaction,satisfaction,0.0
meticulous,meticuleux,0.18666666666666676
reverberate,reverberer,0.09999999999999998
sporadic,sporadique,0.1333333333333333
influence,influence,0.0
militancy,militantisme,0.21481481481481468
resounding,retentissant,0.4600000000000002
consolidate,consolider,0.09999999999999998
fornication,fornication,0.0
subversive,subversif,0.11111111111111116
meaning,signification,0.5523809523809524
perspective,perspective,0.0
resilience,resilience,0.0
disguised,deguise,0.16190476190476188
vicissitude,vicissitudes,0.012121212121212088
complacent,complaisant,0.17999999999999994
blunt,emousse,0.72
peremptory,peremptoire,0.10666666666666658
comorbidity,comorbidite,0.08484848484848473
understanding,comprehension,0.5846153846153846
insight,apercu,0.8333333333333334
expectation,attente,0.5333333333333334
assumption,hypothese,0.6666666666666667
beneplacito,beneplacito,0.0
subterfuge,subterfuge,0.0
prejudice,prejuge,0.1523809523809524
experience,experience,0.0
indifferent,indifferent,0.0
consonance,consonance,0.0
pretentious,pretentieux,0.16969696969696968
transcend,transcender,0.022222222222222143
immeasurable,incommensurable,0.10000000000000009
intensity,intensite,0.10370370370370374
quota,quota,0.0
belligerent,belligerant,0.08484848484848484
prominent,eminent,0.1523809523809524
need,besoin,0.6666666666666667
superficial,superficiel,0.08484848484848473
concerning,concernant,0.18666666666666676
kindness,gentillesse,0.45833333333333337
litigation,litige,0.19999999999999984
unspeakable,indicible,0.4888888888888888
animosity,animosite,0.10370370370370374
intervention,intervention,0.0
task,tache,0.45000000000000007
vocabulary,vocabulaire,0.10666666666666658
antagonism,antagonisme,0.013333333333333308
greeting,salutation,0.55
resistance,resistance,0.0
indifference,indifference,0.0
claim,reclamer,0.2400000000000001
to understand,comprendre,0.54
aforementioned,susmentionne,0.30000000000000004
subsequent,subsequent,0.0
stereotype,stereotype,0.0
integrity,integrite,0.10370370370370374
diversity,diversite,0.10370370370370374
ambiguity,ambiguite,0.10370370370370374
release,liberer,0.5047619047619047
speculation,speculation,0.0
indulgence,indulgence,0.0
originating,originaire,0.18666666666666676
divergence,divergence,0.0
lucubration,lucubration,0.0
indubitable,indubitable,0.0
austerity,austerite,0.10370370370370374
prognosis,pronostic,0.20740740740740748
importance,importance,0.0
heterogeneous,heterogene,0.026666666666666616
quibble,ergoter,0.7047619047619048
benevolent,bienveillant,0.28
careless,imprudent,0.6499999999999999
negligence,negligence,0.0
opportunist,opportuniste,0.012121212121212088
identify,identifier,0.1333333333333333
to establish,etablir,0.19999999999999996
convenient,pratique,0.6500000000000001
redundancy,redondance,0.18666666666666676
congruence,congruence,0.0
discriminate,discriminer,0.09090909090909083
conscience,conscience,0.0
substantive,substantiel,0.08484848484848473
pragmatism,pragmatisme,0.013333333333333308
providence,providence,0.0
exceptional,exceptionnel,0.09090909090909083
admonition,admonition,0.0
conference,conference,0.0
optional,facultatif,0.6499999999999999
systematic,systematique,0.10666666666666658
compulsory,obligatoire,0.54
verbiage,verbiage,0.0
length,longueur,0.4666666666666668
intersection,intersection,0.0
subordinate,subalterne,0.34666666666666657
intellectual,intellectuel,0.07777777777777772
melancholic,melancolique,0.16969696969696957
contradiction,contradiction,0.0
generalize,generaliser,0.10666666666666669
relativize,relativiser,0.10666666666666669
to develop,developper,0.2533333333333334
substantial,substantiel,0.08484848484848473
honesty,honnetete,0.2857142857142857
difficulty,difficulte,0.09333333333333327
rectification,rectification,0.0
conservative,conservateur,0.14444444444444438
origin,origine,0.022222222222222143
authoritarian,autoritaire,0.18181818181818166
determined,determine,0.014814814814814725
kindness,gentillesse,0.45833333333333337
antagonist,antagoniste,0.013333333333333308
perseverance,perseverance,0.0
condolences,condoleances,0.012121212121212088
remaining,restant,0.4095238095238096
prerogative,prerogative,0.0
extroverted,extraverti,0.19333333333333336
complacency,complaisance,0.23636363636363633
procrastinate,remettre a plus tard,0.5128205128205129
discrepancy,divergence,0.3666666666666667
determination,determination,0.0
independent,independant,0.08484848484848484
consequence,consequence,0.0
intermittent,intermittent,0.0
