pt,en,Alignment Score
alegria,happiness,0.638095238095238
imputar,impute,0.16666666666666663
escoria,scum,0.5
emergir,emerge,0.16666666666666663
anatema,anathema,0.01904761904761898
ademais,in addition,0.5428571428571429
candura,candor,0.1777777777777778
deboche,debauchery,0.17142857142857149
orgulho,pride,0.72
excerto,excerpt,0.13333333333333341
litigio,litigation,0.04761904761904767
almejar,to crave,0.6190476190476191
atraves,through,0.6095238095238096
contudo,however,0.7142857142857143
frivolo,frivolous,0.028571428571428692
coragem,courage,0.13333333333333341
saudade,longing,0.8190476190476191
oriundo,native,0.7111111111111111
alcunha,nickname,0.5238095238095238
ambiguo,ambiguous,0.028571428571428692
salutar,wholesome,0.7333333333333334
austero,austere,0.13333333333333341
escroto,scrotum,0.2571428571428571
amizade,friendship,0.638095238095238
sensato,sensible,0.37142857142857144
quimera,chimera,0.24761904761904763
ambicao,ambition,0.2666666666666667
excesso,excess,0.022222222222222143
racismo,racism,0.022222222222222143
relacao,relationship,0.3047619047619049
fomento,promotion,0.4190476190476191
erudito,erudite,0.13333333333333341
imersao,immersion,0.17142857142857149
modesto,modest,0.022222222222222143
parcial,partial,0.13333333333333341
colosso,colossus,0.1428571428571429
demanda,demand,0.022222222222222143
exotico,exotic,0.022222222222222143
conciso,concise,0.13333333333333341
ciencia,science,0.2571428571428571
piedade,piety,0.3733333333333334
volatil,volatile,0.01904761904761898
notorio,notorious,0.028571428571428692
bizarro,bizarre,0.13333333333333341
isencao,exemption,0.6190476190476191
vigente,current,0.48571428571428565
padecer,suffer,0.5666666666666667
hibrido,hybrid,0.1777777777777778
auferir,earn,0.5
intenso,intense,0.13333333333333341
inercia,inertia,0.13333333333333341
emotivo,emotional,0.1523809523809524
ansioso,anxious,0.2666666666666666
despota,despot,0.022222222222222143
sentido,sense,0.3733333333333334
limpido,clear,0.7066666666666668
profano,profane,0.13333333333333341
difusao,diffusion,0.17142857142857149
inerente,inherent,0.1166666666666667
respeito,respect,0.1523809523809525
peculiar,peculiar,0.0
denegrir,denigrate,0.33333333333333337
genocida,genocidal,0.016666666666666607
anuencia,consent,0.5238095238095238
deferido,deferred,0.22499999999999998
equidade,equity,0.3111111111111112
prudente,prudent,0.01904761904761898
pandemia,pandemic,0.1166666666666667
iminente,imminent,0.1166666666666667
essencia,essence,0.1428571428571429
misogino,misogynist,0.24166666666666659
desgraca,disgrace,0.2333333333333334
invasivo,invasive,0.1166666666666667
alienado,alienated,0.125
eminente,eminent,0.01904761904761898
abstrato,abstract,0.1166666666666667
premissa,premise,0.1428571428571429
extensao,extension,0.13333333333333341
empirico,empirical,0.125
conceito,concept,0.1523809523809525
talarico,talaric,0.01904761904761898
ardiloso,cunning,0.7333333333333334
ascensao,rise,0.5333333333333334
rapariga,girl,0.7166666666666668
reiterar,reiterate,0.125
lascivia,lust,0.5333333333333334
devaneio,daydream,0.5333333333333334
relativo,relative,0.1166666666666667
prodigio,prodigy,0.1428571428571429
passivel,passable,0.3250000000000002
conserto,repair,0.6000000000000001
gratidao,gratitude,0.2333333333333334
analogia,analogy,0.1428571428571429
insercao,insertion,0.2333333333333334
modestia,modesty,0.1428571428571429
apologia,apology,0.1428571428571429
ativista,activist,0.1166666666666667
remissao,remission,0.13333333333333341
inospito,inhospitable,0.15833333333333321
destarte,therefore,0.5416666666666667
mediocre,mediocre,0.0
monotono,monotonous,0.025000000000000022
despeito,spite,0.2533333333333334
fomentar,foment,0.03333333333333344
inefavel,ineffable,0.2416666666666667
respaldo,support,0.5047619047619047
retorica,rhetoric,0.1166666666666667
concerne,concerns,0.1166666666666667
alicerce,foundation,0.6583333333333334
sinonimo,synonym,0.2857142857142858
proceder,proceed,0.1428571428571429
metodico,methodical,0.1416666666666666
primazia,primacy,0.2571428571428571
perfidia,perfidy,0.1428571428571429
rechacar,reject,0.4555555555555556
historia,history,0.1428571428571429
portanto,therefore,0.6333333333333333
demagogo,demagogue,0.125
complexo,complex,0.01904761904761898
consiste,it consists,0.15000000000000002
criterio,criterion,0.016666666666666607
notivago,notivago,0.0
distinto,distinct,0.1166666666666667
espectro,spectrum,0.22499999999999998
sucumbir,succumb,0.1428571428571429
abnegado,selfless,0.7333333333333334
amalgama,amalgam,0.01904761904761898
desfecho,outcome,0.6190476190476191
singular,singular,0.0
suscitar,arouse,0.5777777777777777
paradoxo,paradox,0.01904761904761898
escarnio,mockery,0.6190476190476191
contexto,context,0.01904761904761898
processo,process,0.01904761904761898
elegivel,eligible,0.3416666666666667
comunhao,communion,0.2416666666666667
vocabulo,word,0.7166666666666667
objetivo,goal,0.7166666666666667
refletir,reflect,0.1428571428571429
impavido,fearless,0.7333333333333334
maestria,mastery,0.2761904761904762
obstante,nevertheless,0.5666666666666667
endemico,endemic,0.01904761904761898
designio,design,0.03333333333333344
juridico,legal,0.8666666666666667
problema,problem,0.01904761904761898
solicito,helpful,0.7238095238095238
instigar,instigate,0.125
incrivel,incredible,0.2416666666666667
epifania,epiphany,0.33333333333333337
redencao,redemption,0.33333333333333337
mediante,through,0.7238095238095238
paralelo,parallel,0.1166666666666667
insipido,tasteless,0.7333333333333334
resoluto,resolute,0.1166666666666667
imanente,immanent,0.1166666666666667
generico,generic,0.01904761904761898
sanidade,sanity,0.3111111111111112
perspicaz,insightful,0.6666666666666667
reciproco,reciprocal,0.11111111111111116
concessao,concession,0.11851851851851858
impressao,printing,0.6333333333333333
escrupulo,scruple,0.17142857142857149
superfluo,superfluous,0.022222222222222143
retificar,rectify,0.2761904761904761
paradigma,paradigm,0.016666666666666607
dicotomia,dichotomy,0.19999999999999996
proposito,purpose,0.2857142857142857
presuncao,presumption,0.29629629629629617
concepcao,design,0.7333333333333334
hipocrita,hypocrite,0.20740740740740748
ratificar,ratify,0.18888888888888877
implicito,implicit,0.016666666666666607
plenitude,fullness,0.55
essencial,essential,0.10370370370370374
hegemonia,hegemony,0.125
corolario,corollary,0.19999999999999996
incidente,incident,0.016666666666666607
esdruxulo,strange,0.638095238095238
altruismo,altruism,0.016666666666666607
vagabundo,tramp,0.7466666666666667
altruista,altruistic,0.11111111111111116
hermetico,airtight,0.55
aleatorio,random,0.6111111111111112
esperanca,hope,0.5333333333333334
promiscuo,promiscuous,0.022222222222222143
persuadir,persuade,0.125
confianca,trust,0.88
deliberar,deliberate,0.11111111111111116
sapiencia,sapience,0.125
indelevel,indelible,0.28148148148148144
demasiado,too,0.7111111111111111
mesquinho,petty,0.7466666666666667
diligente,diligent,0.016666666666666607
impetuoso,impetuous,0.10370370370370374
descricao,description,0.21481481481481468
regozijar,rejoice,0.4095238095238096
resignado,resigned,0.13333333333333341
inusitado,unusual,0.4190476190476191
eminencia,eminence,0.125
compaixao,compassion,0.20740740740740748
prudencia,prudence,0.125
pretensao,pretension,0.11851851851851858
discricao,discretion,0.20740740740740748
analitico,analytical,0.2148148148148148
explicito,explicit,0.016666666666666607
ordinario,ordinary,0.125
percepcao,perception,0.20740740740740748
exequivel,feasible,0.5583333333333333
nostalgia,nostalgia,0.0
subjetivo,subjective,0.11851851851851858
autonomia,autonomy,0.125
autoctone,autochthonous,0.14814814814814814
resolucao,resolution,0.20740740740740748
companhia,company,0.1523809523809524
desdenhar,disdain,0.4095238095238096
fidedigno,trustworthy,0.7481481481481482
dissensao,dissension,0.11851851851851858
expressao,expression,0.11851851851851858
constante,constant,0.016666666666666607
supressao,suppression,0.13333333333333341
taciturno,taciturn,0.016666666666666607
imparcial,impartial,0.10370370370370374
autentico,authentic,0.10370370370370374
paciencia,patience,0.2416666666666667
ignorante,ignorant,0.016666666666666607
arrogante,arrogant,0.016666666666666607
execravel,execrable,0.19999999999999996
outrossim,otherwise,0.48888888888888893
discorrer,discourse,0.20740740740740748
restricao,restriction,0.12592592592592589
desumilde,demeaning,0.4666666666666667
obstinado,obstinate,0.19259259259259254
consoante,consonant,0.10370370370370374
jactancia,boast,0.6
arcabouco,framework,0.5777777777777777
cognitivo,cognitive,0.10370370370370374
adjacente,adjacent,0.016666666666666607
eloquente,eloquent,0.016666666666666607
instancia,instance,0.125
interesse,interest,0.125
limitrofe,borderline,0.5629629629629629
sintetico,synthetic,0.20740740740740748
iminencia,imminence,0.19999999999999996
submissao,submission,0.11851851851851858
pressagio,omen,0.7166666666666667
relevante,relevant,0.016666666666666607
irascivel,irascible,0.19999999999999996
empecilho,hindrance,0.7259259259259259
excelente,great,0.5866666666666667
liberdade,freedom,0.6285714285714286
ludibriar,deceive,0.6285714285714286
aquisicao,acquisition,0.2222222222222222
ambicioso,ambitious,0.20740740740740748
plausivel,plausible,0.19999999999999996
humildade,humility,0.32499999999999984
conviccao,conviction,0.20740740740740748
primicias,firstfruits,0.5851851851851853
dicionario,dictionary,0.17999999999999994
intrinseco,intrinsic,0.11851851851851858
prescindir,do without,0.6666666666666667
presuncoso,presumptuous,0.2799999999999999
diligencia,diligence,0.11111111111111116
corroborar,corroborate,0.09999999999999987
intemperie,weather,0.5333333333333334
detrimento,detriment,0.014814814814814725
maturidade,maturity,0.23333333333333328
parcimonia,parsimony,0.2148148148148148
referencia,reference,0.11111111111111116
inspiracao,inspiration,0.18666666666666676
inexoravel,inexorable,0.17999999999999994
pragmatico,pragmatic,0.014814814814814725
prepotente,arrogant,0.4666666666666667
incipiente,incipient,0.014814814814814725
disruptivo,disruptive,0.09333333333333327
sororidade,sorority,0.23333333333333328
serenidade,serenity,0.23333333333333328
arbitrario,arbitrary,0.11111111111111116
indulgente,indulgent,0.014814814814814725
auspicioso,auspicious,0.09333333333333327
iniquidade,iniquity,0.23333333333333328
pertinente,relevant,0.45000000000000007
sagacidade,wit,0.7777777777777778
resignacao,resignation,0.18666666666666676
hipocrisia,hypocrisy,0.2148148148148148
preconizar,advocate,0.6583333333333334
precedente,precedent,0.014814814814814725
vislumbrar,glimpse,0.6476190476190476
incidencia,incidence,0.11111111111111116
lisonjeado,flattered,0.5703703703703704
suscetivel,susceptible,0.19333333333333336
entretanto,nonetheless,0.6000000000000001
disposicao,disposition,0.18666666666666676
excentrico,eccentric,0.11851851851851858
subestimar,underestimate,0.29333333333333333
preliminar,preliminary,0.013333333333333308
tribulacao,tribulation,0.18666666666666676
depreender,deduce,0.34444444444444455
fleumatico,phlegmatic,0.27333333333333343
anacronico,anachronistic,0.11999999999999988
equivocado,mistaken,0.6666666666666667
escrutinio,scrutiny,0.1416666666666666
retrogrado,retrograde,0.09333333333333327
indolencia,indolence,0.11111111111111116
excelencia,excellence,0.17999999999999994
ingerencia,interference,0.2799999999999999
democracia,democracy,0.11111111111111116
infortunio,misfortune,0.2733333333333333
compassivo,compassionate,0.11333333333333317
contemplar,contemplate,0.09999999999999987
importante,important,0.014814814814814725
pejorativo,pejorative,0.09333333333333327
restringir,restrict,0.23333333333333328
sintetizar,synthesize,0.3666666666666667
proposicao,proposition,0.18666666666666676
signatario,signatory,0.19999999999999996
primordial,primordial,0.0
conjuntura,situation,0.5703703703703704
coercitivo,coercive,0.1416666666666666
dissolucao,resolution,0.43333333333333335
intrinseca,intrinsic,0.11851851851851858
subjacente,underlying,0.5933333333333334
finalidade,goal,0.55
itinerario,itinerary,0.11111111111111116
esplendido,splendid,0.033333333333333326
alteridade,alterity,0.23333333333333328
pecuniaria,pecuniary,0.11111111111111116
espontaneo,spontaneous,0.09999999999999987
designacao,designation,0.18666666666666676
transeunte,passerby,0.5666666666666667
necessario,necessary,0.11111111111111116
constancia,constancy,0.11111111111111116
sarcastico,sarcastic,0.014814814814814725
pusilanime,pusilC/nime,0.09999999999999998
idoneidade,suitability,0.6799999999999999
privilegio,privilege,0.11111111111111116
desprovido,devoid,0.21111111111111114
verossimil,believable,0.6
pernostico,pernostic,0.014814814814814725
exacerbado,exacerbated,0.09999999999999998
felicidade,happiness,0.6666666666666667
relevancia,relevance,0.11111111111111116
divergente,divergent,0.014814814814814725
disciplina,discipline,0.09333333333333327
inferencia,inference,0.11111111111111116
pernicioso,pernicious,0.09333333333333327
disseminar,disseminate,0.09999999999999987
satisfacao,satisfaction,0.11333333333333329
meticuloso,meticulous,0.09333333333333327
reverberar,reverberate,0.09999999999999987
esporadico,sporadic,0.033333333333333326
influencia,influence,0.11111111111111116
militancia,militancy,0.11111111111111116
retumbante,resounding,0.5133333333333334
consolidar,consolidate,0.09999999999999987
fornicacao,fornication,0.18666666666666676
subversivo,subversive,0.09333333333333327
significado,meaning,0.6476190476190476
perspectiva,perspective,0.08484848484848473
resiliencia,resilience,0.09999999999999987
dissimulado,disguised,0.40000000000000013
vicissitude,vicissitude,0.0
complacente,complacent,0.013333333333333308
contundente,blunt,0.45333333333333337
peremptorio,peremptory,0.09999999999999987
comorbidade,comorbidity,0.23030303030303023
compreensao,understanding,0.6303030303030304
perspicacia,insight,0.6571428571428571
expectativa,expectation,0.15757575757575748
pressuposto,assumption,0.3666666666666667
beneplacito,beneplacito,0.0
subterfugio,subterfuge,0.09999999999999987
preconceito,prejudice,0.3925925925925926
experiencia,experience,0.09999999999999987
indiferente,indifferent,0.08484848484848473
consonancia,consonance,0.09999999999999987
pretensioso,pretentious,0.1696969696969698
transcender,transcend,0.022222222222222143
imensuravel,immeasurable,0.2606060606060606
intensidade,intensity,0.20740740740740737
contingente,quota,0.6266666666666667
beligerante,belligerent,0.1696969696969698
proeminente,prominent,0.02962962962962956
necessidade,need,0.16666666666666685
superficial,superficial,0.0
concernente,concerning,0.19333333333333336
benignidade,kindness,0.4750000000000001
contencioso,litigation,0.6
inenarravel,unspeakable,0.49090909090909096
animosidade,animosity,0.20740740740740737
intervencao,intervention,0.16969696969696968
incumbencia,task,0.7666666666666666
vocabulario,vocabulary,0.09999999999999987
antagonismo,antagonism,0.013333333333333308
cumprimento,greeting,0.575
resistencia,resistance,0.19333333333333336
indiferenca,indifference,0.09696969696969682
reivindicar,claim,0.6133333333333333
compreender,to understand,0.47878787878787876
supracitado,aforementioned,0.6303030303030304
subsequente,subsequent,0.013333333333333308
estereotipo,stereotype,0.19999999999999996
integridade,integrity,0.20740740740740737
diversidade,diversity,0.20740740740740737
ambiguidade,ambiguity,0.20740740740740737
deliberacao,release,0.4380952380952382
especulacao,speculation,0.24242424242424243
indulgencia,indulgence,0.09999999999999987
proveniente,originating,0.5515151515151515
divergencia,divergence,0.09999999999999987
elucubracao,lucubration,0.24242424242424243
indubitavel,indubitable,0.16363636363636358
austeridade,austerity,0.20740740740740737
prognostico,prognosis,0.12592592592592589
importancia,importance,0.09999999999999987
heterogeneo,heterogeneous,0.018181818181817966
tergiversar,quibble,0.6571428571428573
benevolente,benevolent,0.013333333333333308
displicente,careless,0.5666666666666667
negligencia,negligence,0.09999999999999987
oportunista,opportunist,0.08484848484848473
identificar,identify,0.1416666666666666
estabelecer,to establish,0.3939393939393939
conveniente,convenient,0.013333333333333308
