en,it,Alignment Score
perhaps,forse,0.56
clumsy,goffo,0.8400000000000001
dream,sogno,0.8266666666666667
reason,motivo,0.7
futile,inutile,0.16666666666666663
ethnicity,etnia,0.2533333333333334
icon,icona,0.033333333333333326
attachment,attaccamento,0.11333333333333329
friend,amico,0.7066666666666668
aegis,egida,0.3600000000000001
tange,tangente,0.05333333333333323
lapse,periodo,0.5466666666666666
be,essere,0.6000000000000001
expose,esporre,0.3222222222222223
mutual,reciproco,0.8555555555555556
dengo,dengo,0.0
time,tempo,0.45000000000000007
couple,coppia,0.43333333333333335
then,poi,0.8666666666666667
skillful,abile,0.5733333333333333
harvest,raccolto,0.6190476190476191
bocal,bocal,0.0
ruse,stratagemma,0.5666666666666667
live,vivere,0.2833333333333333
to weight,pesare,0.7333333333333334
to know,sapere,0.8333333333333334
cause,causa,0.18666666666666676
grace,adornare,0.42666666666666664
to say,dire,0.8666666666666667
genre,genere,0.026666666666666727
obstacle,ostacolo,0.2333333333333334
possession,possesso,0.033333333333333326
sew,cucire,0.6666666666666667
pariah,paria,0.026666666666666727
duty,dovere,0.6666666666666667
shout,gridare,0.8533333333333334
tenacious,tenace,0.18888888888888877
offspring,prole,0.5733333333333334
sieve,setaccio,0.5466666666666666
being,essendo,0.5733333333333334
owl,gufo,0.6000000000000001
common,comune,0.30000000000000016
fear,paura,0.4833333333333334
holds,tiene,0.8266666666666667
yet,ancora,0.9111111111111111
cheer,allegria,0.5733333333333334
apex,apice,0.25
eagerness,entusiasmo,0.4888888888888888
give way,far passare,0.675
be,essere,0.6000000000000001
worthy,degno,0.6933333333333334
schedule,programma,0.8250000000000001
pretty,bello,0.7066666666666668
xibiu,xibiu,0.0
cult,culto,0.033333333333333326
world,mondo,0.5466666666666666
atrocious,atroce,0.18888888888888877
fleeting,fugace,0.5888888888888888
census,censimento,0.3333333333333335
land,terra,0.6666666666666667
strong,forte,0.7066666666666668
addiction,dipendenza,0.5703703703703704
aka,ovvero,0.9111111111111111
bake,cottura al forno,0.8666666666666667
worth,di valore,0.5866666666666667
dense,denso,0.18666666666666676
except,tranne,0.6888888888888889
cynical,cinico,0.3222222222222223
suitable,adatto,0.7222222222222222
scope,scopo,0.18666666666666676
not(c)member,non(c)membro,0.15555555555555545
nature,natura,0.15555555555555556
mister,signore,0.5888888888888889
path,sentiero,0.7333333333333334
heyday,periodo d'oro,0.6777777777777778
harmless,innocuo,0.8285714285714286
suits,abiti,0.5333333333333333
utopia,utopia,0.0
sadist,sadico,0.288888888888889
scope,scopo,0.18666666666666676
emphasis,enfasi,0.3222222222222223
idiot,idiota,0.026666666666666727
casual,casuale,0.022222222222222143
merit,merito,0.026666666666666727
allusion,allusione,0.016666666666666607
hostile,ostile,0.022222222222222143
wish,desiderio,0.75
skeptical,scettico,0.3583333333333334
legacy,eredita,0.5888888888888889
straight,dritto,0.47777777777777775
hurry,fretta,0.7066666666666668
gentle,gentile,0.022222222222222143
alien,alieno,0.026666666666666727
harmful,dannoso,0.7238095238095238
infamous,infame,0.1777777777777777
cliche,cliche,0.0
passion,passione,0.01904761904761898
excellent,eccellente,0.11851851851851858
affable,affabile,0.01904761904761898
define,definire,0.03333333333333344
adornment,ornamento,0.19999999999999996
gift,regalo,0.6833333333333333
ecstasy,estasi,0.1777777777777778
sober,sobrio,0.19999999999999996
membership,appartenenza,0.6933333333333334
munchies,munchies,0.0
assess,valutare,0.6000000000000001
cunning,astuzia,0.6285714285714286
too,pure,0.8666666666666667
sucker,ventosa,0.711111111111111
session,sessione,0.01904761904761898
threshold,soglia,0.48888888888888893
solemn,solenne,0.16666666666666663
to judge,giudicare,0.5416666666666667
glory,gloria,0.19999999999999996
labaro,labaro,0.0
formal,formale,0.022222222222222143
habit,abitudine,0.2400000000000001
appreciation,apprezzamento,0.29999999999999993
although,sebbene,0.8285714285714286
opportunity,opportunita,0.08484848484848473
momentum,quantita di moto,0.6000000000000001
someone else,qualcun altro,0.6444444444444445
effective,efficace,0.33333333333333337
idle,oziare,0.4833333333333334
jubilation,giubilo,0.2952380952380953
dispose,smaltire,0.6
diffuse,diffondere,0.2761904761904762
breath,respiro,0.5777777777777777
evergreen,sempreverde,0.4
nuance,sfumatura,0.6111111111111112
faction,fazione,0.2571428571428571
excuse,scusa,0.3866666666666667
exile,esilio,0.3866666666666667
assignment,incarico,0.6499999999999999
playful,giocoso,0.8190476190476191
abstain,astenersi,0.40000000000000013
inference,inferenza,0.19259259259259254
jurisdiction,giurisdizione,0.23333333333333328
object,oggetto,0.4555555555555555
access,accesso,0.022222222222222143
accent,accento,0.022222222222222143
desire,desiderio,0.19999999999999996
axiom,assioma,0.22666666666666668
sanction,sanzione,0.22499999999999998
free,gratuito,0.7333333333333334
tacit,tacito,0.026666666666666727
ethereal,etereo,0.18888888888888888
search,ricerca,0.4666666666666667
woman,donna,0.5333333333333333
courteous,cortese,0.16190476190476188
greed,avidita,0.7066666666666667
ailment,malattia,0.5142857142857143
serious,serio,0.039999999999999925
pledge,impegno,0.4666666666666667
exempt,esonerare,0.6
greed,avidita,0.7066666666666667
fear,paura,0.4833333333333334
vulgar,volgare,0.1777777777777778
remote,a distanza,0.7555555555555555
pleasure,piacere,0.38095238095238093
factual,effettivo,0.638095238095238
when,quando,0.6833333333333333
ever,mai,0.8666666666666667
do not give me,non darmi,0.5259259259259259
cleanliness,pulizia,0.6476190476190475
empathy,empatia,0.24761904761904763
aurelio,aurelio,0.0
spouse,sposa,0.21333333333333337
scam,truffa,0.6833333333333333
exception,eccezione,0.3037037037037038
character,carattere,0.20740740740740748
ephemeral,effimero,0.44166666666666676
long-winded,prolisso,0.6499999999999999
entry,iscrizione,0.7333333333333334
idyllic,idilliaco,0.17142857142857149
analogue,analogico,0.22499999999999998
genuine,genuino,0.13333333333333341
story,storia,0.19999999999999996
sublime,sublime,0.0
family,famiglia,0.18888888888888888
condolences,condoglianze,0.2606060606060606
infer,dedurre,0.56
apathetic,apatico,0.1523809523809525
succinct,conciso,0.5047619047619049
meaning,senso,0.5733333333333334
to redeem,riscattare,0.5703703703703704
cunning,astuzia,0.6285714285714286
prodigal,prodigo,0.1428571428571429
culture,cultura,0.13333333333333341
audacity,audacia,0.1428571428571429
stigma,stigma,0.0
recess,recesso,0.022222222222222143
virtue,virtu,0.026666666666666727
refute,confutare,0.33333333333333337
iconic,iconico,0.022222222222222143
superb,superbo,0.022222222222222143
cynicism,cinismo,0.2761904761904762
stable,stabile,0.022222222222222143
urge,sollecitare,0.5666666666666667
morbid,morboso,0.30000000000000016
trivial,banale,0.5777777777777777
mitigate,mitigare,0.1166666666666667
synthesis,sintesi,0.17142857142857149
aspect,aspetto,0.16666666666666663
lust,lussuria,0.30000000000000016
friendly,amichevole,0.575
success,successo,0.01904761904761898
happiness,felicita,0.7333333333333334
impute,imputare,0.03333333333333344
scum,feccia,0.7
emerge,emergere,0.03333333333333344
anathema,anatema,0.01904761904761898
in addition,inoltre,0.523809523809524
candor,candore,0.022222222222222143
debauchery,dissolutezza,0.6000000000000001
pride,orgoglio,0.5866666666666667
excerpt,estratto,0.5142857142857143
litigation,contenzioso,0.6
to crave,bramare,0.5047619047619049
through,attraverso,0.5238095238095238
however,tuttavia,0.7333333333333334
frivolous,frivolo,0.028571428571428692
courage,coraggio,0.2666666666666666
longing,desiderio,0.7333333333333334
native,nativo,0.15555555555555556
nickname,soprannome,0.45000000000000007
ambiguous,ambiguo,0.028571428571428692
wholesome,sano,0.5333333333333334
austere,austero,0.13333333333333341
scrotum,scroto,0.16666666666666663
friendship,amicizia,0.6666666666666667
sensible,sensato,0.37142857142857144
chimera,chimera,0.0
ambition,ambizione,0.13333333333333341
excess,eccesso,0.1777777777777778
racism,razzismo,0.18888888888888888
relationship,relazione,0.22962962962962963
promotion,promozione,0.11851851851851858
erudite,erudito,0.13333333333333341
immersion,immersione,0.014814814814814725
modest,modesto,0.022222222222222143
partial,parziale,0.1523809523809525
colossus,colosso,0.1428571428571429
demand,richiesta,0.6222222222222222
exotic,esotico,0.1777777777777778
concise,conciso,0.13333333333333341
science,scienza,0.24761904761904763
piety,pieta,0.18666666666666676
volatile,volatile,0.0
notorious,famigerato,0.6518518518518519
bizarre,bizzarro,0.1523809523809525
exemption,esenzione,0.3925925925925926
current,attuale,0.6190476190476191
suffer,soffrire,0.3333333333333335
hybrid,ibrido,0.30000000000000004
earn,guadagnare,0.5666666666666667
intense,intenso,0.13333333333333341
inertia,inerzia,0.13333333333333341
emotional,emotivo,0.1523809523809524
anxious,ansioso,0.2666666666666666
despot,despota,0.022222222222222143
sense,senso,0.18666666666666676
clear,chiaro,0.3733333333333334
profane,profano,0.13333333333333341
diffusion,diffusione,0.014814814814814725
inherent,inerente,0.1166666666666667
respect,rispetto,0.2761904761904762
peculiar,peculiare,0.016666666666666607
denigrate,denigrare,0.10370370370370374
genocidal,genocida,0.016666666666666607
consent,consenso,0.1428571428571429
deferred,differito,0.44166666666666676
equity,equita,0.15555555555555556
prudent,prudente,0.01904761904761898
pandemic,pandemia,0.1166666666666667
imminent,imminente,0.016666666666666607
essence,essenza,0.24761904761904763
misogynist,misogino,0.24166666666666659
disgrace,disgrazia,0.22499999999999998
invasive,invasivo,0.1166666666666667
alienated,alienato,0.125
eminent,eminente,0.01904761904761898
abstract,astratto,0.22499999999999998
premise,premessa,0.2571428571428571
extension,estensione,0.11851851851851858
empirical,empirico,0.125
concept,concetto,0.1428571428571429
talaric,talarico,0.01904761904761898
cunning,astuzia,0.6285714285714286
rise,salita,0.6833333333333333
girl,ragazza,0.7
reiterate,ribadire,0.44166666666666665
lust,lussuria,0.30000000000000016
daydream,sognare ad occhi aperti,0.575
relative,parente,0.3904761904761904
prodigy,prodigio,0.1428571428571429
passable,accettabile,0.3583333333333333
repair,riparazione,0.3666666666666667
gratitude,gratitudine,0.022222222222222254
analogy,analogia,0.1428571428571429
insertion,inserimento,0.21481481481481468
modesty,modestia,0.1428571428571429
apology,scuse,0.8533333333333334
activist,attivista,0.13333333333333341
remission,remissione,0.014814814814814725
inhospitable,inospitale,0.026666666666666727
therefore,percio,0.48888888888888893
mediocre,mediocre,0.0
monotonous,monotono,0.025000000000000022
spite,dispetto,0.4
foment,fomentare,0.04444444444444429
ineffable,ineffabile,0.014814814814814725
support,supporto,0.01904761904761898
rhetoric,retorica,0.1166666666666667
concerns,preoccupazioni,0.5833333333333333
foundation,fondazione,0.18666666666666676
synonym,sinonimo,0.2857142857142858
proceed,procedere,0.1523809523809524
methodical,metodico,0.1416666666666666
primacy,primato,0.24761904761904763
perfidy,perfidia,0.1428571428571429
reject,rifiutare,0.5888888888888888
history,storia,0.3111111111111112
therefore,percio,0.48888888888888893
demagogue,demagogo,0.125
complex,complesso,0.1523809523809524
it consists,consiste,0.15000000000000002
criterion,criterio,0.016666666666666607
notivago,notivago,0.0
distinct,distinto,0.1166666666666667
spectrum,spettro,0.2761904761904762
succumb,soccombere,0.3047619047619049
selfless,altruista,0.6499999999999999
amalgam,amalgama,0.01904761904761898
outcome,risultato,0.5238095238095238
singular,singolare,0.13333333333333341
arouse,suscitare,0.4555555555555555
paradox,paradosso,0.1523809523809524
mockery,beffa,0.72
context,contesto,0.1523809523809525
process,processi,0.01904761904761898
eligible,idoneo,0.6000000000000001
communion,comunione,0.10370370370370374
word,parola,0.7
goal,obiettivo,0.7333333333333334
reflect,riflettere,0.2952380952380953
fearless,impavido,0.7333333333333334
mastery,padronanza,0.6571428571428573
nevertheless,tuttavia,0.7583333333333333
endemic,endemico,0.01904761904761898
design,progetto,0.7333333333333334
legal,legale,0.026666666666666727
problem,problema,0.01904761904761898
helpful,utile,0.5466666666666666
instigate,istigare,0.13333333333333341
incredible,incredibile,0.013333333333333308
epiphany,epifania,0.33333333333333337
redemption,redenzione,0.2600000000000001
through,attraverso,0.5238095238095238
parallel,parallelo,0.016666666666666607
tasteless,insapore,0.6499999999999999
resolute,risoluto,0.2333333333333334
immanent,immanente,0.016666666666666607
generic,generico,0.01904761904761898
sanity,sanita mentale,0.24444444444444413
insightful,perspicace,0.6733333333333333
reciprocal,reciproco,0.11111111111111116
concession,concessione,0.013333333333333308
printing,stampa,0.7222222222222222
scruple,scrupolo,0.1523809523809525
superfluous,superfluo,0.022222222222222143
rectify,rettificare,0.3047619047619047
paradigm,paradigma,0.016666666666666607
dichotomy,dicotomia,0.19999999999999996
purpose,scopo,0.5466666666666666
presumption,presunzione,0.23636363636363633
design,progetto,0.7333333333333334
hypocrite,ipocrita,0.2416666666666667
ratify,ratificare,0.19999999999999984
implicit,implicito,0.016666666666666607
fullness,pienezza,0.6333333333333333
essential,essenziale,0.11851851851851858
hegemony,egemonia,0.22499999999999998
corollary,corollario,0.11111111111111116
incident,incidente,0.016666666666666607
strange,strano,0.16666666666666663
altruism,altruismo,0.016666666666666607
tramp,vagabondo,0.7466666666666667
altruistic,altruistico,0.013333333333333308
airtight,ermetico,0.5416666666666667
random,casuale,0.7222222222222222
hope,speranza,0.5166666666666666
promiscuous,promiscuo,0.022222222222222143
persuade,persuadere,0.025000000000000022
trust,fiducia,0.72
deliberate,deliberato,0.09333333333333327
sapience,sapienza,0.21666666666666667
indelible,indelebile,0.11111111111111116
too,pure,0.8666666666666667
petty,trascurabile,0.7733333333333333
diligent,diligente,0.016666666666666607
impetuous,impetuoso,0.10370370370370374
description,descrizione,0.16363636363636358
rejoice,rallegrarsi,0.5333333333333333
resigned,rassegnato,0.45000000000000007
unusual,insolito,0.5238095238095238
eminence,eminenza,0.21666666666666667
compassion,compassione,0.013333333333333308
prudence,prudenza,0.21666666666666667
pretension,pretesa,0.17142857142857149
discretion,riservatezza,0.5333333333333334
analytical,analitico,0.2148148148148148
explicit,esplicito,0.13333333333333341
ordinary,ordinario,0.125
perception,percezione,0.17999999999999994
feasible,fattibile,0.2416666666666667
nostalgia,nostalgia,0.0
subjective,soggettivo,0.44000000000000006
autonomy,autonomia,0.125
autochthonous,autoctono,0.051851851851851816
resolution,risoluzione,0.19999999999999996
company,azienda,0.6095238095238096
disdain,disprezzo,0.49523809523809537
trustworthy,affidabile,0.8200000000000001
dissension,dissenso,0.033333333333333326
expression,espressione,0.10666666666666669
constant,costante,0.1166666666666667
suppression,soppressione,0.09696969696969693
taciturn,taciturno,0.016666666666666607
impartial,imparziale,0.11851851851851858
authentic,autentico,0.10370370370370374
patience,pazienza,0.33333333333333337
ignorant,ignorante,0.016666666666666607
arrogant,arrogante,0.016666666666666607
execrable,esecrabile,0.11851851851851858
otherwise,altrimenti,0.5037037037037038
discourse,discorso,0.13333333333333341
restriction,restrizione,0.16363636363636358
demeaning,umiliante,0.5777777777777778
obstinate,ostinato,0.13333333333333341
consonant,consonante,0.014814814814814725
boast,vantarsi,0.5866666666666667
framework,struttura,0.6444444444444444
cognitive,cognitivo,0.10370370370370374
adjacent,adiacente,0.13333333333333341
eloquent,eloquente,0.016666666666666607
instance,esempio,0.6190476190476191
interest,interesse,0.125
borderline,borderline,0.0
synthetic,sintetico,0.20740740740740748
imminence,imminenza,0.19259259259259254
submission,sottomissione,0.19999999999999996
omen,presagio,0.7
relevant,pertinente,0.45000000000000007
irascible,irascibile,0.014814814814814725
hindrance,ostacolo,0.6499999999999999
great,grande,0.3600000000000001
freedom,liberta,0.7238095238095238
deceive,ingannare,0.6190476190476191
acquisition,acquisizione,0.09696969696969693
ambitious,ambizioso,0.20740740740740748
plausible,plausibile,0.014814814814814725
humility,umilta,0.20000000000000007
conviction,convinzione,0.18666666666666676
firstfruits,primizie,0.6666666666666667
dictionary,dizionario,0.2666666666666667
intrinsic,intrinseco,0.11851851851851858
do without,fare senza,0.7466666666666667
presumptuous,presuntuoso,0.17575757575757567
diligence,diligenza,0.19259259259259254
corroborate,corroborare,0.08484848484848473
weather,tempo atmosferico,0.38095238095238104
detriment,danno,0.5866666666666667
maturity,scadenza,0.7250000000000001
parsimony,parsimonia,0.11111111111111116
reference,riferimento,0.31851851851851853
inspiration,ispirazione,0.1696969696969698
inexorable,inesorabile,0.1066666666666668
pragmatic,pragmatico,0.014814814814814725
arrogant,arrogante,0.016666666666666607
incipient,nascente,0.3416666666666667
disruptive,dirompente,0.3533333333333334
sorority,sorellanza,0.5333333333333334
serenity,serenita,0.1166666666666667
arbitrary,arbitrario,0.11111111111111116
indulgent,indulgente,0.014814814814814725
auspicious,di buon auspicio,0.21333333333333326
iniquity,iniquita,0.1166666666666667
relevant,pertinente,0.45000000000000007
wit,spirito,0.4222222222222223
resignation,dimissioni,0.5133333333333334
hypocrisy,ipocrisia,0.2962962962962963
advocate,avvocato,0.2333333333333334
precedent,precedente,0.014814814814814725
glimpse,occhiata,0.7333333333333334
incidence,incidenza,0.19259259259259254
flattered,lusingato,0.562962962962963
susceptible,suscettibile,0.09696969696969704
nonetheless,cio nonostante,0.48484848484848486
disposition,disposizione,0.09696969696969693
eccentric,eccentrico,0.014814814814814725
underestimate,sottovalutare,0.523076923076923
preliminary,preliminare,0.08484848484848473
tribulation,tribolazione,0.18181818181818177
deduce,dedurre,0.16666666666666663
phlegmatic,flemmatico,0.27333333333333343
anachronistic,anacronistico,0.07179487179487176
mistaken,sbagliato,0.6416666666666666
scrutiny,scrutinio,0.125
retrograde,retrogrado,0.09333333333333327
indolence,indolenza,0.19259259259259254
excellence,eccellenza,0.2666666666666667
interference,interferenza,0.14444444444444438
democracy,democrazia,0.19999999999999996
misfortune,sfortuna,0.1416666666666666
compassionate,compassionevole,0.1435897435897434
contemplate,contemplare,0.08484848484848473
important,importante,0.014814814814814725
pejorative,peggiorativo,0.19999999999999996
restrict,limitare,0.6166666666666667
synthesize,sintetizzare,0.29333333333333333
proposition,proposizione,0.09696969696969693
signatory,firmatario,0.49629629629629635
primordial,primordiale,0.013333333333333308
situation,situazione,0.11851851851851858
coercive,coercitivo,0.1416666666666666
resolution,risoluzione,0.19999999999999996
intrinsic,intrinseco,0.11851851851851858
underlying,sottostante,0.6799999999999999
goal,obiettivo,0.7333333333333334
itinerary,itinerario,0.11111111111111116
splendid,splendida,0.016666666666666607
alterity,alterita,0.1166666666666667
pecuniary,pecuniario,0.11111111111111116
spontaneous,spontaneo,0.022222222222222143
designation,designazione,0.09696969696969693
passerby,passante,0.31666666666666676
necessary,necessario,0.11111111111111116
constancy,costanza,0.2333333333333334
sarcastic,sarcastico,0.014814814814814725
pusilC/nime,pusilC/nime,0.0
suitability,adeguatezza,0.6181818181818182
privilege,privilegio,0.11111111111111116
devoid,privo,0.5333333333333333
believable,credibile,0.40740740740740744
pernostic,pernostico,0.014814814814814725
exacerbated,esasperato,0.3733333333333334
happiness,felicita,0.7333333333333334
relevance,pertinenza,0.5777777777777778
divergent,divergente,0.014814814814814725
discipline,disciplina,0.09333333333333327
inference,inferenza,0.19259259259259254
pernicious,pernicioso,0.09333333333333327
disseminate,diffondere,0.5133333333333334
satisfaction,soddisfazione,0.30000000000000016
meticulous,meticoloso,0.18666666666666676
reverberate,riverberare,0.1696969696969698
sporadic,sporadico,0.016666666666666607
influence,influenza,0.19259259259259254
militancy,militanza,0.19259259259259254
resounding,clamoroso,0.5703703703703704
consolidate,consolidare,0.08484848484848473
fornication,fornicazione,0.09696969696969693
subversive,sovversivo,0.2666666666666667
meaning,senso,0.5733333333333334
perspective,prospettiva,0.25454545454545463
resilience,resilienza,0.17333333333333334
disguised,mascherato,0.6666666666666667
vicissitude,vicenda,0.40000000000000013
complacent,compiacente,0.10666666666666669
blunt,smussare,0.7333333333333334
peremptory,perentorio,0.2666666666666667
comorbidity,comorbilita,0.16969696969696968
understanding,comprensione,0.5777777777777777
insight,intuizione,0.5047619047619049
expectation,aspettativa,0.4
assumption,assunzione,0.2600000000000001
beneplacito,beneplacito,0.0
subterfuge,sotterfugio,0.2733333333333333
prejudice,pregiudizio,0.311111111111111
experience,esperienza,0.2666666666666667
indifferent,indifferente,0.012121212121212088
consonance,consonanza,0.17333333333333334
pretentious,pretenzioso,0.1696969696969698
transcend,trascendere,0.11851851851851847
immeasurable,incommensurabile,0.11111111111111116
intensity,intensita,0.10370370370370374
quota,quota,0.0
belligerent,belligerante,0.09696969696969693
prominent,prominente,0.014814814814814725
need,bisogno,0.7
superficial,superficiale,0.012121212121212088
concerning,riguardante,0.5933333333333334
kindness,gentilezza,0.6583333333333334
litigation,contenzioso,0.6
unspeakable,indicibile,0.52
animosity,animosita,0.10370370370370374
intervention,intervento,0.026666666666666616
task,compito,0.7
vocabulary,vocabolario,0.19333333333333336
antagonism,antagonismo,0.013333333333333308
greeting,saluto,0.7333333333333334
resistance,resistenza,0.2533333333333333
indifference,indifferenza,0.14444444444444438
claim,reclamo,0.22666666666666668
to understand,capire,0.7777777777777778
aforementioned,suddetto,0.6000000000000001
subsequent,successivo,0.5866666666666667
stereotype,stereotipo,0.18666666666666676
integrity,integrita,0.10370370370370374
diversity,diversita,0.10370370370370374
ambiguity,ambiguita,0.10370370370370374
release,pubblicazione,0.5714285714285714
speculation,speculazione,0.09696969696969693
indulgence,indulgenza,0.17333333333333334
originating,originario,0.19333333333333336
divergence,divergenza,0.17333333333333334
lucubration,elucubrazione,0.10909090909090913
indubitable,indubitabile,0.012121212121212088
