pt,ro,Alignment Score
pelo,pentru,0.4666666666666667
ante,inainte de,0.15000000000000002
cedo,din timp,0.7166666666666668
jugo,jug,0.04444444444444451
meio,destul de,0.7333333333333334
arte,arta,0.2333333333333334
alma,suflet,0.7
meta,poarta,0.4666666666666667
cujo,a caror,0.5166666666666666
sela,sa,0.09999999999999998
traz,aduce,0.6666666666666667
numa,in,0.5333333333333334
cela,celula,0.04999999999999993
teor,continut,0.7
sido,fost,0.6499999999999999
noia,noia,0.0
face,fata,0.43333333333333335
asco,dezgust,0.7166666666666668
nojo,dezgust,0.8833333333333334
alvo,tinta,0.6500000000000001
foco,se concentreze,0.6166666666666667
isso,acea,0.8333333333333334
pose,poza,0.43333333333333335
sair,a iesi afara,0.4
base,baza,0.43333333333333335
vale,bine,0.6333333333333333
odio,ura,0.8666666666666667
agir,act,0.6000000000000001
teve,el a avut,0.55
alto,inalt,0.25
todo,toate,0.45000000000000007
ocio,agrement,0.9
rito,rit,0.04444444444444451
eita,naiba,0.4833333333333334
irao,voi,0.6000000000000001
novo,nou,0.33333333333333337
agil,agil,0.0
alva,zorii,0.85
tese,teza,0.43333333333333335
alta,inalt,0.25
bojo,umflatura,0.9166666666666667
nexo,legatura,0.7333333333333334
orla,tarm,0.6500000000000001
sagaz,sagace,0.19999999999999996
amago,miez,0.6666666666666667
negro,negru,0.18666666666666676
termo,termen,0.19999999999999996
exito,succes,0.6933333333333334
mexer,a amesteca,0.45333333333333337
nobre,nobil,0.3466666666666668
senso,sens,0.033333333333333326
afeto,afectiune,0.2533333333333334
algoz,calau,0.52
etica,etica,0.0
plena,deplin,0.3866666666666667
mutua,reciproc,0.8666666666666667
tenue,tenue,0.0
fazer,a face,0.3866666666666667
assim,ca aceasta,0.5866666666666667
sutil,subtil,0.026666666666666727
vigor,forta,0.52
aquem,aici,0.6499999999999999
porem,in orice caz,0.4800000000000001
secao,sectiune,0.3866666666666667
fosse,au fost,0.3866666666666667
sanar,vindeca,0.56
poder,putere,0.3733333333333334
audaz,indraznet,0.42666666666666664
ideia,idee,0.25
cerne,miez,0.6666666666666667
inato,innascut,0.2400000000000001
moral,morala,0.026666666666666727
sobre,despre,0.3733333333333333
desde,de cand,0.3866666666666667
muito,foarte,0.6933333333333334
justo,corect,0.6933333333333334
honra,onora,0.18666666666666676
quica,poate,0.6799999999999999
torpe,neindemanatic,0.7866666666666666
sonho,vis,0.6222222222222222
razao,motiv,0.6799999999999999
futil,zadarnic,0.7333333333333334
etnia,etnie,0.18666666666666676
icone,pictograma,0.44000000000000006
anexo,atasament,0.5733333333333333
amigo,prieten,0.72
egide,egida,0.18666666666666676
tange,tange,0.0
lapso,interval,0.7066666666666668
haver,fi,0.9666666666666667
expor,expune,0.3600000000000001
mutuo,reciproc,0.72
dengo,dengo,0.0
tempo,timp,0.2666666666666667
casal,cuplu,0.52
entao,apoi,0.4666666666666667
habil,abil,0.033333333333333326
seara,recolta,0.5333333333333333
bocal,bocal,0.0
ardil,siretlic,0.5733333333333334
avido,trai,0.4666666666666667
pesar,a cantari,0.5733333333333334
saber,a sti,0.6799999999999999
causa,cauza,0.18666666666666676
graca,gratie,0.36
dizer,a zice,0.5466666666666666
genro,gen,0.06666666666666687
obice,obstacol,0.41333333333333344
posse,detinere,0.7066666666666668
coser,a coase,0.22666666666666668
paria,paria,0.0
dever,datorie,0.5333333333333333
brado,strigat,0.5733333333333334
tenaz,tenace,0.19999999999999996
prole,descendenti,0.76
crivo,sita,0.6833333333333333
sendo,fiind,0.52
corja,bufnita,0.6933333333333334
comum,uzual,0.6799999999999999
temor,frica,0.6799999999999999
detem,tine,0.4666666666666667
ainda,inca,0.2666666666666666
animo,ridica moralul,0.4933333333333334
apice,apex,0.25
ansia,nerabdare,0.5866666666666667
ceder,ceda,0.25
estar,fi,0.9666666666666667
digno,vrednic,0.56
pauta,programa,0.4
assaz,frumos,0.6933333333333334
xibiu,xibiu,0.0
culto,cult,0.033333333333333326
mundo,lume,0.6666666666666667
atroz,atroce,0.19999999999999996
fugaz,trecatoare,0.76
censo,recensamant,0.28
gleba,teren,0.6933333333333334
forte,puternic,0.56
vicio,dependenta,0.8933333333333333
vulgo,aka,0.8888888888888888
cozer,coace,0.36
valha,in valoare de,0.32000000000000006
denso,dens,0.033333333333333326
exceto,cu exceptia,0.23333333333333328
cinico,cinic,0.026666666666666727
idoneo,potrivit,0.7222222222222222
ambito,domeniul de aplicare,0.7444444444444445
nescio,nu(c)membre,0.6111111111111112
indole,natura,0.7
mister,domnule,0.5888888888888889
vereda,cale,0.6833333333333333
apogeu,ziua de glorie,0.5444444444444445
inocuo,inofensiv,0.4555555555555557
convem,costume,0.4444444444444444
utopia,utopie,0.15555555555555556
sadico,sadic,0.026666666666666727
escopo,domeniul de aplicare,0.7444444444444445
enfase,accent,0.5666666666666667
idiota,idiot,0.026666666666666727
casual,casual,0.0
merito,merit,0.026666666666666727
alusao,aluzie,0.4222222222222223
hostil,ostil,0.026666666666666727
anseio,dori,0.6833333333333333
cetico,sceptic,0.1777777777777778
legado,mostenire,0.7333333333333334
hetero,drept,0.5466666666666666
pressa,graba,0.5466666666666666
gentil,bland,0.6933333333333334
alheio,strain,0.5777777777777777
nocivo,daunatoare,0.6222222222222222
infame,infam,0.026666666666666727
cliche,cliseu,0.30000000000000016
paixao,pasiune,0.44444444444444453
eximio,excelent,0.5777777777777777
afavel,afabil,0.288888888888889
defina,defini,0.15555555555555556
adorno,podoaba,0.5888888888888889
dadiva,cadou,0.5466666666666666
extase,extaz,0.19999999999999996
sobrio,sobru,0.19999999999999996
adesao,calitatea de membru,0.5888888888888889
larica,gustari,0.4444444444444444
aferir,evalua,0.6888888888888889
astuto,viclean,0.711111111111111
tambem,de asemenea,0.5111111111111112
otario,fraier,0.5777777777777777
sessao,sesiune,0.43333333333333335
limiar,prag,0.6833333333333333
solene,solemn,0.15555555555555556
julgar,a judeca,0.4666666666666667
gloria,glorie,0.15555555555555556
labaro,labaro,0.0
formal,formal,0.0
habito,obicei,0.5777777777777777
apreco,apreciere,0.18888888888888877
embora,cu toate ca,0.6222222222222222
ensejo,oportunitate,0.6555555555555557
impeto,impuls,0.4222222222222223
outrem,altcineva,0.6333333333333333
eficaz,efectiv,0.44444444444444453
ocioso,inactiv,0.6000000000000001
jubilo,jubilare,0.1777777777777777
dispor,dispune,0.30000000000000016
difuso,difuz,0.19999999999999996
alento,suflare,0.5888888888888889
perene,vesnic verde,0.5111111111111111
nuance,nuanta,0.288888888888889
faccao,factiune,0.44444444444444453
escusa,scuza,0.21333333333333337
exilio,exil,0.050000000000000155
cessao,misiune,0.711111111111111
ludico,jucaus,0.5888888888888889
abster,se abtine,0.34444444444444444
ilacao,deducere,0.7333333333333334
alcada,jurisdictie,0.7666666666666667
objeto,obiect,0.3111111111111112
acesso,acces,0.19999999999999996
acento,accent,0.15555555555555556
desejo,dorinta,0.5666666666666667
axioma,axioma,0.0
sancao,sanctiune,0.3222222222222223
isento,gratuit,0.5777777777777777
tacito,tacit,0.026666666666666727
etereo,eteric,0.288888888888889
buscar,cautare,0.4444444444444444
mulher,femeie,0.5777777777777777
cortes,politicos,0.4555555555555555
cobica,lacomie,0.4666666666666667
mazela,boala,0.3733333333333334
sisudo,serios,0.43333333333333335
penhor,angajament,0.6222222222222222
eximir,scuti,0.6933333333333334
avidez,lacomie,0.4666666666666667
receio,frica,0.5466666666666666
vulgar,vulgar,0.0
remoto,la distanta,0.7666666666666667
prazer,placere,0.33333333333333337
fatico,faptice,0.1777777777777778
quando,cand,0.2833333333333333
sempre,vreodata,0.5888888888888888
nomade,nu-mi da,0.4666666666666667
asseio,curatenie,0.5
empatia,empatie,0.13333333333333341
aurelio,aurelio,0.0
conjuge,sotie,0.56
embuste,inselatorie,0.5333333333333333
excecao,exceptie,0.37142857142857144
carater,caracter,0.01904761904761898
efemero,efemer,0.022222222222222143
prolixo,prelungit,0.4095238095238096
verbete,intrare,0.6
idilico,idilic,0.022222222222222143
analogo,analogic,0.1428571428571429
genuino,autentic,0.5238095238095238
estoria,poveste,0.48571428571428577
sublime,sublim,0.022222222222222143
familia,familie,0.13333333333333341
pesames,condoleante,0.5523809523809524
inferir,deduce,0.711111111111111
apatico,apatic,0.022222222222222143
sucinto,succint,0.13333333333333341
acepcao,sens,0.7166666666666668
redimir,a rascumpara,0.5619047619047619
astucia,viclean,0.6095238095238096
prodigo,risipitor,0.5238095238095238
cultura,cultura,0.0
audacia,indrazneala,0.5428571428571429
estigma,stigmatizarea,0.19047619047619035
recesso,pauza,0.8533333333333334
virtude,virtute,0.13333333333333341
refutar,respinge,0.6
iconico,simbolic,0.4095238095238096
soberba,superb,0.3111111111111112
cinismo,cinism,0.022222222222222143
estavel,grajd,0.72
exortar,indemn,0.7111111111111111
morbido,morbid,0.022222222222222143
trivial,banal,0.5333333333333333
mitigar,atenua,0.6000000000000001
sintese,sinteza,0.24761904761904763
aspecto,aspect,0.022222222222222143
luxuria,pofta,0.6933333333333334
cordial,prietenos,0.638095238095238
sucesso,succes,0.16666666666666663
alegria,fericire,0.5142857142857143
imputar,imputa,0.022222222222222143
escoria,gunoi,0.56
emergir,apar,0.6833333333333333
anatema,anatema,0.0
ademais,in plus,0.5904761904761905
candura,candoare,0.2666666666666666
deboche,depravare,0.49523809523809526
orgulho,mandrie,0.7238095238095238
excerto,extras,0.44444444444444453
litigio,litigii,0.13333333333333341
almejar,a pofti,0.7047619047619047
atraves,prin,0.7166666666666668
contudo,in orice caz,0.6666666666666667
frivolo,frivol,0.022222222222222143
coragem,curaj,0.40000000000000013
saudade,dor,0.6888888888888889
oriundo,nativ,0.7066666666666668
alcunha,porecla,0.6
ambiguo,ambiguu,0.13333333333333341
salutar,sanatos,0.49523809523809526
austero,auster,0.022222222222222143
escroto,scrot,0.053333333333333344
amizade,prietenie,0.6190476190476191
sensato,sensibil,0.37142857142857144
quimera,himera,0.16666666666666663
ambicao,ambitie,0.36190476190476195
excesso,exces,0.039999999999999925
racismo,rasism,0.1777777777777778
relacao,relatie,0.36190476190476195
fomento,promovare,0.5142857142857143
erudito,erudit,0.022222222222222143
imersao,imersiune,0.2666666666666666
modesto,modest,0.022222222222222143
parcial,partial,0.13333333333333341
colosso,colos,0.039999999999999925
demanda,cerere,0.7111111111111111
exotico,exotic,0.022222222222222143
conciso,concis,0.022222222222222143
ciencia,stiinta,0.49523809523809526
piedade,pietate,0.2666666666666667
volatil,volatil,0.0
notorio,notoriu,0.13333333333333341
bizarro,bizar,0.039999999999999925
isencao,scutire,0.6
vigente,actual,0.7222222222222222
padecer,suferi,0.5777777777777777
hibrido,hibrid,0.022222222222222143
auferir,castiga,0.6190476190476191
intenso,intens,0.022222222222222143
inercia,inertie,0.2666666666666667
emotivo,emotional,0.1523809523809524
ansioso,nerabdator,0.638095238095238
despota,despot,0.022222222222222143
sentido,sens,0.28333333333333355
limpido,clar,0.7
profano,profan,0.022222222222222143
difusao,difuziune,0.38095238095238104
inerente,inerent,0.01904761904761898
respeito,respect,0.1523809523809525
peculiar,ciudat,0.47777777777777786
denegrir,denigra,0.2666666666666667
genocida,genocid,0.01904761904761898
anuencia,consimtamant,0.5666666666666667
deferido,amanata,0.8285714285714286
equidade,capitaluri proprii,0.7166666666666667
prudente,prudent,0.01904761904761898
pandemia,pandemic,0.1166666666666667
iminente,iminent,0.01904761904761898
essencia,esenta,0.188888888888889
misogino,misogin,0.01904761904761898
desgraca,rusine,0.7222222222222222
invasivo,invaziv,0.1523809523809525
alienado,instrainat,0.45833333333333337
eminente,eminent,0.01904761904761898
abstrato,abstract,0.1166666666666667
premissa,premisa,0.01904761904761898
extensao,extensie,0.21666666666666667
empirico,empiric,0.01904761904761898
conceito,concept,0.1523809523809525
talarico,talaric,0.01904761904761898
ardiloso,viclean,0.6285714285714286
ascensao,crestere,0.5416666666666667
rapariga,fata,0.5333333333333334
reiterar,reitereaza,0.1333333333333333
lascivia,pofta,0.7066666666666668
devaneio,visarea cu ochii deschisi,0.5916666666666668
relativo,relativ,0.01904761904761898
prodigio,minune,0.7333333333333334
passivel,acceptabil,0.45833333333333337
conserto,reparatie,0.5583333333333333
gratidao,recunostinta,0.4833333333333334
analogia,analogie,0.1166666666666667
insercao,inserare,0.22499999999999998
modestia,modestie,0.1166666666666667
apologia,scuze,0.8666666666666667
ativista,activist,0.1166666666666667
remissao,iertare,0.6
inospito,neospitalier,0.2666666666666666
destarte,prin urmare,0.55
mediocre,mediocru,0.1166666666666667
monotono,monoton,0.01904761904761898
despeito,ciuda,0.72
fomentar,fomenteaza,0.1333333333333333
inefavel,inefabil,0.21666666666666667
respaldo,a sustine,0.7333333333333334
retorica,retorica,0.0
concerne,preocupari,0.575
alicerce,fundatie,0.5333333333333334
sinonimo,sinonim,0.01904761904761898
proceder,continua,0.7250000000000001
metodico,metodic,0.01904761904761898
primazia,primatul,0.31666666666666654
perfidia,perfidie,0.1166666666666667
rechacar,respinge,0.6166666666666667
historia,istorie,0.1523809523809525
portanto,prin urmare,0.5666666666666667
demagogo,demagog,0.01904761904761898
complexo,complex,0.01904761904761898
consiste,consta,0.188888888888889
criterio,criteriu,0.1166666666666667
notivago,nuivago,0.1428571428571429
distinto,distinct,0.1166666666666667
espectro,spectru,0.1523809523809525
sucumbir,sucomba,0.2761904761904762
abnegado,altruista,0.6333333333333333
amalgama,amalgam,0.01904761904761898
desfecho,rezultat,0.7333333333333334
singular,singular,0.0
suscitar,trezi,0.56
paradoxo,paradox,0.01904761904761898
escarnio,bataie de joc,0.5833333333333333
contexto,context,0.01904761904761898
processo,proces,0.03333333333333344
elegivel,eligibil,0.33333333333333337
comunhao,comuniune,0.32499999999999984
vocabulo,cuvant,0.6000000000000001
objetivo,poarta,0.6111111111111112
refletir,reflectati,0.1333333333333333
impavido,neinfricat,0.6583333333333334
maestria,maiestrie,0.13333333333333341
obstante,cu toate acestea,0.42500000000000004
endemico,endemice,0.1166666666666667
designio,proiecta,0.7250000000000001
juridico,legale,0.8444444444444446
problema,problema,0.0
solicito,util,0.7166666666666668
instigar,instiga,0.01904761904761898
incrivel,incredibil,0.2333333333333334
epifania,epifanie,0.1166666666666667
redencao,rascumparare,0.575
mediante,prin,0.5333333333333334
paralelo,paralel,0.01904761904761898
insipido,lipsit de gust,0.5
resoluto,hotarat,0.6190476190476191
imanente,imanent,0.01904761904761898
generico,generic,0.01904761904761898
sanidade,sanatate psihica,0.4
perspicaz,profund,0.6190476190476191
reciproco,reciproc,0.016666666666666607
concessao,concesiune,0.28888888888888875
impressao,imprimare,0.37037037037037035
escrupulo,scrupul,0.03809523809523818
superfluo,de prisos,0.5777777777777777
retificar,rectifica,0.10370370370370374
paradigma,paradigma,0.0
dicotomia,dihotomie,0.20740740740740748
proposito,scop,0.5333333333333334
presuncao,prezumtie,0.4740740740740742
concepcao,proiecta,0.4666666666666667
hipocrita,ipocrit,0.03809523809523818
ratificar,ratifica,0.016666666666666607
implicito,implicit,0.016666666666666607
plenitude,plenitudine,0.022222222222222254
essencial,esential,0.13333333333333341
hegemonia,hegemonie,0.10370370370370374
corolario,corolar,0.028571428571428692
incidente,incident,0.016666666666666607
esdruxulo,ciudat,0.7444444444444445
altruismo,altruism,0.016666666666666607
vagabundo,vagabond,0.13333333333333341
altruista,altruist,0.016666666666666607
hermetico,ermetic,0.03809523809523818
aleatorio,aleatoriu,0.10370370370370374
esperanca,speranta,0.13333333333333341
promiscuo,promiscuu,0.10370370370370374
persuadir,convinge,0.7333333333333334
confianca,incredere,0.562962962962963
deliberar,delibera,0.016666666666666607
sapiencia,intelepciune,0.5037037037037038
indelevel,de nesters,0.5037037037037038
demasiado,de asemenea,0.40740740740740744
mesquinho,mic,0.4666666666666667
diligente,harnic,0.7444444444444445
impetuoso,impetuos,0.016666666666666607
descricao,descriere,0.28148148148148144
regozijar,bucura,0.6000000000000001
resignado,demisionat,0.41481481481481497
inusitado,neobisnuit,0.3925925925925926
eminencia,eminenta,0.125
compaixao,compasiune,0.2962962962962963
prudencia,prudenta,0.125
pretensao,pretensionare,0.1407407407407406
discricao,discretie,0.28888888888888875
analitico,analitic,0.016666666666666607
explicito,explicit,0.016666666666666607
ordinario,comun,0.5866666666666667
percepcao,perceptie,0.28148148148148144
exequivel,fezabil,0.5142857142857143
nostalgia,nostalgie,0.10370370370370374
subjetivo,subiectiv,0.20740740740740748
autonomia,autonomie,0.10370370370370374
autoctone,autohton,0.13333333333333341
resolucao,rezolutie,0.3851851851851852
companhia,companie,0.13333333333333341
desdenhar,dispret,0.5238095238095238
fidedigno,demn de incredere,0.45925925925925937
dissensao,disensiuni,0.2962962962962963
expressao,expresie,0.22499999999999998
constante,constant,0.016666666666666607
supressao,suprimare,0.37037037037037035
taciturno,taciturn,0.016666666666666607
imparcial,impartial,0.10370370370370374
autentico,autentic,0.016666666666666607
paciencia,rabdare,0.638095238095238
ignorante,ignorant,0.016666666666666607
arrogante,arogant,0.03809523809523818
execravel,execrabil,0.19259259259259254
outrossim,in caz contrar,0.6074074074074074
discorrer,discurs,0.2761904761904763
restricao,restrictie,0.19999999999999996
desumilde,injositoare,0.5851851851851853
obstinado,incapatanat,0.5777777777777777
consoante,consoana,0.125
jactancia,lauda,0.5866666666666667
arcabouco,cadru,0.42666666666666664
cognitivo,cognitive,0.10370370370370374
adjacente,adiacent,0.13333333333333341
eloquente,elocvent,0.2333333333333334
instancia,instanta,0.125
interesse,interes,0.028571428571428692
limitrofe,la limita,0.37777777777777777
sintetico,sintetic,0.016666666666666607
iminencia,iminenta,0.125
submissao,supunere,0.625
pressagio,augur,0.5866666666666667
relevante,relevante,0.0
irascivel,irascibil,0.19259259259259254
empecilho,impiedicare,0.5037037037037038
excelente,grozav,0.8555555555555556
liberdade,libertate,0.20740740740740748
ludibriar,insela,0.6000000000000001
aquisicao,achizitie,0.5777777777777778
ambicioso,ambitios,0.13333333333333341
plausivel,plauzibil,0.28888888888888886
humildade,umilinta,0.3416666666666668
conviccao,condamnare,0.4814814814814815
primicias,primele fructe,0.4222222222222223
dicionario,dictionar,0.11111111111111116
intrinseco,intrinsec,0.014814814814814725
prescindir,fa fara,0.7428571428571429
presuncoso,prezumtios,0.3533333333333334
diligencia,diligenta,0.11111111111111116
corroborar,coroboreaza,0.18666666666666676
intemperie,vreme,0.42666666666666664
detrimento,in detriment,0.10666666666666669
maturidade,maturitate,0.18666666666666676
parcimonia,parcimonie,0.09333333333333327
referencia,referinta,0.19999999999999996
inspiracao,inspiratie,0.2533333333333333
inexoravel,inexorabil,0.17333333333333334
pragmatico,pragmatic,0.014814814814814725
prepotente,arogant,0.4285714285714286
incipiente,incipient,0.014814814814814725
disruptivo,perturbatoare,0.5466666666666666
sororidade,sorority,0.23333333333333328
serenidade,seninatate,0.3533333333333334
arbitrario,arbitrar,0.025000000000000022
indulgente,indulgent,0.014814814814814725
auspicioso,de bun augur,0.6733333333333333
iniquidade,nelegiuirea,0.44666666666666677
pertinente,relevante,0.3851851851851852
sagacidade,spirit,0.6222222222222222
resignacao,demisie,0.5333333333333334
hipocrisia,ipocrizie,0.2222222222222222
preconizar,avocat,0.6333333333333333
precedente,precedent,0.014814814814814725
vislumbrar,o privire,0.5629629629629629
incidencia,incidenta,0.11111111111111116
lisonjeado,flatat,0.6222222222222222
suscetivel,susceptibil,0.18666666666666676
entretanto,cu toate acestea,0.56
disposicao,dispozitie,0.34666666666666657
excentrico,excentric,0.014814814814814725
subestimar,subestima,0.014814814814814725
preliminar,preliminar,0.0
tribulacao,necazul,0.6285714285714286
depreender,deduce,0.34444444444444455
fleumatico,flegmatic,0.11851851851851858
anacronico,anacronic,0.014814814814814725
equivocado,gresit,0.6333333333333333
escrutinio,examinare,0.5703703703703704
retrogrado,retrograd,0.014814814814814725
indolencia,indolenta,0.11111111111111116
excelencia,excelenta,0.11111111111111116
ingerencia,interferenta,0.2799999999999999
democracia,democratie,0.18666666666666676
infortunio,ghinion,0.4
compassivo,milos,0.45333333333333337
contemplar,contempla,0.014814814814814725
importante,important,0.014814814814814725
pejorativo,peiorativ,0.11851851851851858
restringir,restrange,0.2148148148148148
sintetizar,sintetiza,0.014814814814814725
proposicao,propozitie,0.34666666666666657
signatario,semnatar,0.24166666666666659
primordial,primordial,0.0
conjuntura,situatie,0.55
coercitivo,coercitiv,0.014814814814814725
dissolucao,rezolutie,0.5703703703703704
intrinseca,intrinsec,0.014814814814814725
subjacente,subiacent,0.11851851851851858
finalidade,poarta,0.6333333333333333
itinerario,itinerar,0.025000000000000022
esplendido,splendid,0.033333333333333326
alteridade,alteritate,0.18666666666666676
pecuniaria,pecuniara,0.014814814814814725
espontaneo,spontan,0.04761904761904767
designacao,desemnare,0.3925925925925926
transeunte,trecator,0.45000000000000007
necessario,necesar,0.04761904761904767
constancia,constanta,0.11111111111111116
sarcastico,sarcastic,0.014814814814814725
pusilanime,pusilC/nime,0.09999999999999998
idoneidade,adecvarea,0.5111111111111111
privilegio,privilegiu,0.09333333333333327
desprovido,lipsit,0.6333333333333333
verossimil,credibil,0.4666666666666667
pernostico,pernostic,0.014814814814814725
exacerbado,exacerbata,0.17333333333333334
felicidade,fericire,0.25
relevancia,relevanta,0.11111111111111116
divergente,divergente,0.0
disciplina,disciplina,0.0
inferencia,deducere,0.5416666666666667
pernicioso,pernicios,0.014814814814814725
disseminar,diseminati,0.17999999999999994
satisfacao,satisfactie,0.17999999999999994
meticuloso,meticulos,0.014814814814814725
reverberar,reverbera,0.014814814814814725
esporadico,sporadic,0.033333333333333326
influencia,influenta,0.11111111111111116
militancia,militantism,0.19333333333333336
retumbante,rasunator,0.48888888888888904
consolidar,consolida,0.014814814814814725
fornicacao,curvie,0.6444444444444445
subversivo,subversiv,0.014814814814814725
significado,sens,0.5833333333333333
perspectiva,perspectiva,0.0
resiliencia,rezistenta,0.36
dissimulado,deghizat,0.5666666666666667
vicissitude,vicisitudine,0.09090909090909083
complacente,multumit,0.575
contundente,bont,0.3666666666666668
peremptorio,peremptorie,0.08484848484848473
comorbidade,comorbiditate,0.10303030303030303
compreensao,intelegere,0.6666666666666667
perspicacia,perspicacitate,0.030303030303030276
expectativa,asteptare,0.49629629629629635
pressuposto,presupunere,0.3818181818181816
beneplacito,beneplacito,0.0
subterfugio,subterfugiu,0.08484848484848473
preconceito,prejudecata,0.4666666666666668
experiencia,experienta,0.09999999999999998
indiferente,indiferent,0.013333333333333308
consonancia,consonanta,0.09999999999999998
pretensioso,pretentios,0.10666666666666669
transcender,transcende,0.013333333333333308
imensuravel,nemasurata,0.43333333333333335
intensidade,intensitate,0.1696969696969698
contingente,cota,0.3666666666666668
beligerante,beligerant,0.013333333333333308
proeminente,proeminent,0.013333333333333308
necessidade,nevoie,0.3555555555555556
superficial,superficial,0.0
concernente,cu privire la,0.6181818181818182
benignidade,bunatate,0.4666666666666667
contencioso,litigii,0.6571428571428573
inenarravel,de nespus,0.5925925925925926
animosidade,animozitate,0.25454545454545463
intervencao,interventie,0.23030303030303023
incumbencia,sarcina,0.5142857142857143
vocabulario,vocabular,0.022222222222222143
antagonismo,antagonism,0.013333333333333308
cumprimento,salut,0.6133333333333333
