pt,fr,Alignment Score
agir,acte,0.6333333333333333
teve,il avait,0.7
alto,haut,0.4666666666666667
todo,tous,0.43333333333333335
ocio,loisirs,0.5166666666666666
rito,rite,0.2333333333333334
eita,ouais,0.6666666666666667
irao,volonte,0.7
novo,nouveau,0.30000000000000016
agil,agile,0.033333333333333326
alva,aube,0.6333333333333333
tese,these,0.033333333333333326
alta,haut,0.4666666666666667
bojo,renflement,0.9333333333333333
nexo,lien,0.6333333333333333
orla,rive,0.6500000000000001
sagaz,sagace,0.19999999999999996
amago,coeur,0.6799999999999999
negro,noir,0.45000000000000007
termo,terme,0.18666666666666676
exito,succes,0.6933333333333334
mexer,melanger,0.22666666666666668
nobre,noble,0.18666666666666676
senso,sens,0.033333333333333326
afeto,affection,0.1066666666666668
algoz,bourreau,0.72
etica,ethique,0.3866666666666667
plena,complet,0.3866666666666667
mutua,mutuel,0.19999999999999996
tenue,tenu,0.033333333333333326
fazer,faire,0.36
assim,comme ca,0.7066666666666668
sutil,subtil,0.026666666666666727
vigor,forcer,0.5333333333333333
aquem,ici,0.8888888888888888
porem,cependant,0.5866666666666667
secao,section,0.2266666666666668
fosse,etaient,0.6933333333333334
sanar,guerir,0.6799999999999999
poder,pouvoir,0.3733333333333334
audaz,audacieux,0.2400000000000001
ideia,idee,0.25
cerne,coeur,0.3600000000000001
inato,inne,0.45000000000000007
moral,morale,0.026666666666666727
sobre,a propos,0.7066666666666668
desde,depuis,0.3600000000000001
muito,tres,0.6666666666666667
justo,equitable,0.6133333333333333
honra,honneur,0.21333333333333337
quica,peut-etre,0.7466666666666667
torpe,maladroit,0.72
sonho,reve,0.85
razao,raison,0.3733333333333334
futil,futile,0.026666666666666727
etnia,appartenance ethnique,0.42666666666666664
icone,icone,0.0
anexo,piece jointe,0.6266666666666667
amigo,ami,0.06666666666666687
egide,egide,0.0
tange,tanger,0.026666666666666727
lapso,laps,0.033333333333333326
haver,etre,0.4666666666666667
expor,exposer,0.04000000000000015
mutuo,mutuel,0.19999999999999996
dengo,dengo,0.0
tempo,temps,0.18666666666666676
casal,couple,0.5333333333333333
entao,alors,0.52
habil,habile,0.026666666666666727
seara,recolte,0.7066666666666667
bocal,bocal,0.0
ardil,ruse,0.6666666666666667
avido,en direct,0.7466666666666667
pesar,peser,0.18666666666666676
saber,savoir,0.36
causa,cause,0.18666666666666676
graca,la grace,0.2400000000000001
dizer,dire,0.25
genro,genre,0.18666666666666676
obice,obstacle,0.2400000000000001
posse,possession,0.07999999999999985
coser,coudre,0.3733333333333334
paria,paria,0.0
dever,devoir,0.19999999999999996
brado,crier,0.6799999999999999
tenaz,tenace,0.19999999999999996
prole,progeniture,0.26666666666666683
crivo,tamis,0.6933333333333334
sendo,etre,0.6666666666666667
corja,hibou,0.6933333333333334
comum,commun,0.19999999999999996
temor,peur,0.4833333333333334
detem,tient,0.5333333333333333
ainda,encore,0.7066666666666668
animo,acclamation,0.45333333333333337
apice,sommet,0.6933333333333334
ansia,ardeur,0.6799999999999999
ceder,laisser passer,0.4933333333333334
estar,etre,0.2666666666666667
digno,digne,0.18666666666666676
pauta,calendrier,0.7466666666666667
assaz,joli,0.85
xibiu,xibiu,0.0
culto,culte,0.18666666666666676
mundo,monde,0.3733333333333334
atroz,atroce,0.19999999999999996
fugaz,fugace,0.19999999999999996
censo,recensement,0.28
gleba,atterrir,0.7066666666666668
forte,fort,0.033333333333333326
vicio,dependance,0.76
vulgo,alias,0.6933333333333334
cozer,cuire,0.52
valha,valeur,0.3600000000000001
denso,dense,0.18666666666666676
exceto,sauf,0.8666666666666667
cinico,cynique,0.4555555555555556
idoneo,approprie,0.6000000000000001
ambito,portee,0.7
nescio,pas(c)membre,0.6555555555555556
indole,nature,0.5666666666666667
mister,monsieur,0.3222222222222223
vereda,chemin,0.7111111111111111
apogeu,apogee,0.15555555555555556
inocuo,inoffensif,0.4666666666666668
convem,costumes,0.4555555555555556
utopia,utopie,0.15555555555555556
sadico,sadique,0.30000000000000016
escopo,portee,0.5555555555555556
enfase,accent,0.5666666666666667
idiota,idiot,0.026666666666666727
casual,occasionnel,0.3555555555555556
merito,merite,0.15555555555555556
alusao,allusion,0.20000000000000007
hostil,hostile,0.022222222222222143
anseio,souhait,0.5777777777777777
cetico,sceptique,0.34444444444444455
legado,heritage,0.6111111111111112
hetero,droit,0.5333333333333333
pressa,depechez-vous,0.5222222222222223
gentil,doux,0.8666666666666667
alheio,extraterrestre,0.6666666666666667
nocivo,nocif,0.19999999999999996
infame,infame,0.0
cliche,cliche,0.0
paixao,passion,0.3111111111111112
eximio,excellent,0.5888888888888889
afavel,affable,0.3222222222222223
defina,definir,0.16666666666666663
adorno,ornement,0.4555555555555556
dadiva,cadeau,0.4555555555555556
extase,extase,0.0
sobrio,sobre,0.19999999999999996
adesao,adhesion,0.20000000000000007
larica,grignotines,0.6333333333333333
aferir,evaluer,0.4555555555555555
astuto,ruse,0.7
tambem,aussi,0.6933333333333334
otario,ventouse,0.6000000000000001
sessao,session,0.1777777777777778
limiar,seuil,0.6799999999999999
solene,solennel,0.04444444444444451
julgar,juger,0.21333333333333337
gloria,gloire,0.30000000000000016
labaro,labaro,0.0
formal,officiel,0.5888888888888889
habito,habitude,0.1777777777777777
apreco,appreciation,0.09999999999999987
embora,bien que,0.7111111111111111
ensejo,opportunite,0.6444444444444445
impeto,elan,0.6833333333333333
outrem,quelqu'un d'autre,0.42222222222222217
eficaz,efficace,0.18888888888888888
ocioso,inactif,0.6000000000000001
jubilo,jubilation,0.06666666666666665
dispor,disposer,0.03333333333333344
difuso,diffuser,0.18888888888888888
alento,haleine,0.3222222222222223
perene,a feuilles persistantes,0.37777777777777777
nuance,nuancer,0.022222222222222143
faccao,faction,0.3111111111111112
escusa,excuse,0.3111111111111112
exilio,exile,0.19999999999999996
cessao,affectation,0.5111111111111112
ludico,espiegle,0.7222222222222222
abster,abstention,0.19999999999999984
ilacao,inference,0.6111111111111112
alcada,juridiction,0.7666666666666666
objeto,objet,0.026666666666666727
acesso,acceder,0.44444444444444453
acento,accent,0.15555555555555556
desejo,desir,0.3600000000000001
axioma,axiome,0.15555555555555556
sancao,sanction,0.18888888888888888
isento,gratuit,0.5777777777777777
tacito,tacite,0.15555555555555556
etereo,ethere,0.15555555555555556
buscar,recherche,0.6222222222222222
mulher,femme,0.5333333333333333
cortes,courtois,0.188888888888889
cobica,avidite,0.7
mazela,maladie,0.30000000000000004
sisudo,serieux,0.4666666666666667
penhor,gage,0.6833333333333333
eximir,exempter,0.33333333333333337
avidez,avidite,0.16666666666666674
receio,peur,0.6666666666666667
vulgar,vulgaire,0.04444444444444451
remoto,telecommande,0.6333333333333333
prazer,plaisir,0.4555555555555555
fatico,factuel,0.4444444444444444
quando,quand,0.026666666666666727
sempre,jamais,0.6888888888888889
nomade,ne me donne pas,0.43333333333333335
asseio,proprete,0.7222222222222222
empatia,empathie,0.1523809523809525
aurelio,aurelio,0.0
conjuge,conjoint,0.37142857142857144
embuste,arnaque,0.6
excecao,exception,0.2761904761904763
carater,personnage,0.5428571428571429
efemero,ephemere,0.2761904761904762
prolixo,verbeux,0.6190476190476191
verbete,entree,0.3222222222222223
idilico,idyllique,0.40000000000000013
analogo,analogue,0.1428571428571429
genuino,authentique,0.5428571428571429
estoria,histoire,0.40000000000000013
sublime,sublime,0.0
familia,famille,0.24761904761904763
pesames,condoleances,0.4380952380952381
inferir,deduire,0.5047619047619047
apatico,apathique,0.2761904761904761
sucinto,succinct,0.1523809523809525
acepcao,signification,0.5523809523809524
redimir,de racheter,0.5238095238095238
astucia,ruse,0.7166666666666668
prodigo,prodigue,0.1428571428571429
cultura,culture,0.13333333333333341
audacia,audace,0.16666666666666663
estigma,stigmate,0.1428571428571429
recesso,recreation,0.2952380952380953
virtude,vertu,0.2266666666666668
refutar,refuter,0.13333333333333341
iconico,iconique,0.2571428571428571
soberba,superbe,0.38095238095238093
cinismo,cynisme,0.2666666666666667
estavel,ecurie,0.5777777777777777
exortar,exhorter,0.1523809523809525
morbido,morbide,0.13333333333333341
trivial,banal,0.5333333333333333
mitigar,attenuer,0.6
sintese,la synthese,0.19047619047619047
aspecto,aspect,0.022222222222222143
luxuria,luxure,0.16666666666666663
cordial,amical,0.43333333333333335
sucesso,succes,0.16666666666666663
alegria,bonheur,0.6190476190476191
imputar,imputer,0.13333333333333341
escoria,ecume,0.5466666666666667
emergir,emerger,0.13333333333333341
anatema,anatheme,0.1523809523809525
ademais,en outre,0.7238095238095238
candura,candeur,0.13333333333333341
deboche,debauche,0.1428571428571429
orgulho,fierte,0.7222222222222222
excerto,extrait,0.38095238095238093
litigio,litige,0.16666666666666663
almejar,mourir d'envie,0.6666666666666667
atraves,a travers,0.03809523809523818
contudo,cependant,0.5047619047619047
frivolo,frivole,0.13333333333333341
coragem,courage,0.13333333333333341
saudade,desir,0.5333333333333333
oriundo,indigene,0.5047619047619049
alcunha,surnom,0.6000000000000001
ambiguo,ambigue,0.13333333333333341
salutar,sain,0.4833333333333334
austero,austere,0.13333333333333341
escroto,scrotum,0.2571428571428571
amizade,amitie,0.30000000000000004
sensato,sensible,0.37142857142857144
quimera,chimere,0.38095238095238093
ambicao,ambition,0.2666666666666667
excesso,exces,0.039999999999999925
racismo,racisme,0.13333333333333341
relacao,relation,0.2666666666666667
fomento,promotion,0.4190476190476191
erudito,erudit,0.022222222222222143
imersao,immersion,0.17142857142857149
modesto,modeste,0.13333333333333341
parcial,partiel,0.2666666666666667
colosso,colosse,0.13333333333333341
demanda,demande,0.13333333333333341
exotico,exotique,0.2571428571428571
conciso,concis,0.022222222222222143
ciencia,science,0.2571428571428571
piedade,piete,0.21333333333333337
volatil,volatil,0.0
notorio,celebre,0.7238095238095238
bizarro,bizarre,0.13333333333333341
isencao,exemption,0.6190476190476191
vigente,actuel,0.5888888888888889
padecer,souffrir,0.7142857142857144
hibrido,hybride,0.2666666666666667
auferir,gagner,0.4555555555555556
intenso,intense,0.13333333333333341
inercia,inertie,0.2666666666666667
emotivo,emotionnel,0.16190476190476188
ansioso,anxieux,0.49523809523809526
despota,despote,0.13333333333333341
sentido,sens,0.28333333333333355
limpido,clair,0.56
profano,profane,0.13333333333333341
difusao,la diffusion,0.20952380952380945
inerente,inherent,0.1166666666666667
respeito,respect,0.1523809523809525
peculiar,particulier,0.2583333333333334
denegrir,denigrer,0.2333333333333334
genocida,genocidaire,0.033333333333333215
anuencia,consentement,0.5833333333333333
deferido,differe,0.39047619047619053
equidade,equite,0.1777777777777778
prudente,prudent,0.01904761904761898
pandemia,pandemie,0.1166666666666667
iminente,imminent,0.1166666666666667
essencia,essence,0.1428571428571429
misogino,misogyne,0.2333333333333334
desgraca,disgrace,0.2333333333333334
invasivo,envahissant,0.4666666666666668
alienado,aliene,0.1777777777777777
eminente,eminent,0.01904761904761898
abstrato,abstrait,0.1166666666666667
premissa,premisse,0.1166666666666667
extensao,extension,0.13333333333333341
empirico,empirique,0.22499999999999998
conceito,concept,0.1523809523809525
talarico,talarique,0.22499999999999998
ardiloso,ruse,0.55
ascensao,augmenter,0.5416666666666667
rapariga,fille,0.7333333333333334
reiterar,reiterer,0.1166666666666667
lascivia,luxure,0.711111111111111
devaneio,reve,0.33333333333333337
relativo,relatif,0.1428571428571429
prodigio,prodige,0.1428571428571429
passivel,passable,0.3250000000000002
conserto,reparation,0.4666666666666667
gratidao,gratitude,0.2333333333333334
analogia,analogie,0.1166666666666667
insercao,insertion,0.2333333333333334
modestia,modestie,0.1166666666666667
apologia,excuses,0.8285714285714286
ativista,activiste,0.13333333333333341
remissao,remise,0.1777777777777777
inospito,inhospitalier,0.16666666666666663
destarte,donc,0.7
mediocre,mediocre,0.0
monotono,monotone,0.1166666666666667
despeito,depit,0.08000000000000007
fomentar,fomenter,0.1166666666666667
inefavel,ineffable,0.2416666666666667
respaldo,soutien,0.6095238095238096
retorica,rhetorique,0.24166666666666659
concerne,preoccupations,0.5833333333333333
alicerce,fondation,0.6499999999999999
sinonimo,synonyme,0.3500000000000001
proceder,proceder,0.0
metodico,methodique,0.24166666666666659
primazia,primaute,0.31666666666666654
perfidia,perfidie,0.1166666666666667
rechacar,rejeter,0.48571428571428565
historia,histoire,0.22499999999999998
portanto,donc,0.55
demagogo,demagogue,0.125
complexo,complexe,0.1166666666666667
consiste,il consiste,0.033333333333333326
criterio,critere,0.1428571428571429
notivago,notivago,0.0
distinto,distinct,0.1166666666666667
espectro,spectre,0.1523809523809525
sucumbir,succomber,0.2416666666666667
abnegado,desinteresse,0.6666666666666667
amalgama,amalgame,0.1166666666666667
desfecho,resultat,0.6333333333333333
singular,singulier,0.125
suscitar,susciter,0.1166666666666667
paradoxo,paradoxe,0.1166666666666667
escarnio,moquerie,0.5416666666666667
contexto,contexte,0.1166666666666667
processo,processus,0.125
elegivel,admissible,0.6416666666666666
comunhao,communion,0.2416666666666667
vocabulo,mot,0.711111111111111
objetivo,but,0.4666666666666667
refletir,refleter,0.1166666666666667
impavido,intrepide,0.45000000000000007
maestria,la maitrise,0.3666666666666667
obstante,neanmoins,0.6333333333333333
endemico,endemique,0.22499999999999998
designio,conception,0.55
juridico,legal,0.8666666666666667
problema,probleme,0.1166666666666667
solicito,utile,0.7333333333333334
instigar,susciter,0.5333333333333334
incrivel,incroyable,0.3416666666666667
epifania,epiphanie,0.2416666666666667
redencao,rachat,0.47777777777777786
mediante,a travers,0.55
paralelo,parallele,0.13333333333333341
insipido,insipide,0.1166666666666667
resoluto,resolu,0.03333333333333344
imanente,immanent,0.1166666666666667
generico,generique,0.22499999999999998
sanidade,sante mentale,0.3750000000000001
perspicaz,perspicace,0.11111111111111116
reciproco,reciproque,0.19999999999999996
concessao,concession,0.11851851851851858
impressao,impression,0.11851851851851858
escrupulo,scrupule,0.13333333333333341
superfluo,superflu,0.016666666666666607
retificar,rectifier,0.19999999999999996
paradigma,paradigme,0.10370370370370374
dicotomia,dichotomie,0.11851851851851858
proposito,but,0.7333333333333334
presuncao,presomption,0.3851851851851852
concepcao,conception,0.20740740740740748
hipocrita,hypocrite,0.20740740740740748
ratificar,ratifier,0.125
implicito,implicite,0.10370370370370374
plenitude,plenitude,0.0
essencial,essentiel,0.20740740740740748
hegemonia,hegemonie,0.10370370370370374
corolario,corollaire,0.2148148148148148
incidente,incident,0.016666666666666607
esdruxulo,etrange,0.6285714285714286
altruismo,altruisme,0.10370370370370374
vagabundo,clochard,0.6499999999999999
altruista,altruiste,0.10370370370370374
hermetico,hermetique,0.19999999999999996
aleatorio,aleatoire,0.19999999999999996
esperanca,espoir,0.3333333333333335
promiscuo,promiscuite,0.11851851851851847
persuadir,persuader,0.10370370370370374
confianca,confiance,0.10370370370370374
deliberar,volontaire,0.5777777777777777
sapiencia,sapience,0.125
indelevel,indelebile,0.20740740740740748
demasiado,aussi,0.41333333333333344
mesquinho,petit,0.6133333333333334
diligente,diligent,0.016666666666666607
impetuoso,impetueux,0.28148148148148144
descricao,description,0.21481481481481468
regozijar,rejouir,0.2952380952380953
resignado,resigne,0.1523809523809524
inusitado,inhabituel,0.4814814814814815
eminencia,eminence,0.125
compaixao,compassion,0.20740740740740748
prudencia,prudence,0.125
pretensao,pretention,0.20740740740740748
discricao,discretion,0.20740740740740748
analitico,analytique,0.3037037037037037
explicito,explicite,0.10370370370370374
ordinario,ordinaire,0.19999999999999996
percepcao,perception,0.20740740740740748
exequivel,realisable,0.5851851851851853
nostalgia,nostalgie,0.10370370370370374
subjetivo,subjectif,0.19999999999999996
autonomia,autonomie,0.10370370370370374
autoctone,autochtone,0.014814814814814725
resolucao,resolution,0.20740740740740748
companhia,entreprise,0.674074074074074
desdenhar,mepris,0.6111111111111112
fidedigno,digne de confiance,0.44444444444444453
dissensao,dissension,0.11851851851851858
expressao,expression,0.11851851851851858
constante,constante,0.0
supressao,suppression,0.13333333333333341
taciturno,taciturne,0.10370370370370374
imparcial,impartial,0.10370370370370374
autentico,authentique,0.21481481481481468
paciencia,patience,0.2416666666666667
ignorante,ignorant,0.016666666666666607
arrogante,arrogant,0.016666666666666607
execravel,execrable,0.19999999999999996
outrossim,sinon,0.5733333333333334
discorrer,discours,0.2333333333333334
restricao,restriction,0.12592592592592589
desumilde,humiliant,0.4740740740740741
obstinado,obstine,0.1523809523809524
consoante,consonne,0.13333333333333341
jactancia,se vanter,0.6518518518518519
arcabouco,cadre,0.5733333333333333
cognitivo,cognitif,0.125
adjacente,adjacent,0.016666666666666607
eloquente,eloquent,0.016666666666666607
instancia,exemple,0.8380952380952381
interesse,interet,0.1523809523809524
limitrofe,limite,0.04444444444444429
sintetico,synthetique,0.31851851851851853
iminencia,imminence,0.19999999999999996
submissao,soumission,0.2222222222222222
pressagio,presage,0.16190476190476188
relevante,pertinent,0.4740740740740741
irascivel,irascible,0.19999999999999996
empecilho,obstacle,0.6499999999999999
excelente,super,0.7333333333333334
liberdade,liberte,0.1523809523809524
ludibriar,tromper,0.6285714285714286
aquisicao,acquisition,0.2222222222222222
ambicioso,ambitieux,0.3851851851851852
plausivel,plausible,0.19999999999999996
humildade,humilite,0.22499999999999998
conviccao,conviction,0.20740740740740748
primicias,premiers fruits,0.3555555555555556
dicionario,dictionnaire,0.20666666666666678
intrinseco,intrinseque,0.17999999999999994
prescindir,faire sans,0.5266666666666666
presuncoso,presomptueux,0.42666666666666664
diligencia,diligence,0.11111111111111116
corroborar,corroborer,0.09333333333333338
intemperie,meteo,0.45333333333333337
detrimento,detriment,0.014814814814814725
maturidade,maturite,0.1333333333333333
parcimonia,parcimonie,0.09333333333333327
referencia,reference,0.11111111111111116
inspiracao,inspiration,0.18666666666666676
inexoravel,inexorable,0.17999999999999994
pragmatico,pragmatique,0.17999999999999994
prepotente,arrogant,0.4666666666666667
incipiente,naissant,0.4666666666666667
disruptivo,perturbateur,0.6200000000000001
sororidade,sororite,0.1333333333333333
serenidade,serenite,0.1333333333333333
arbitrario,arbitraire,0.17999999999999994
indulgente,indulgent,0.014814814814814725
auspicioso,de bon augure,0.6799999999999999
iniquidade,iniquite,0.1333333333333333
pertinente,pertinent,0.014814814814814725
sagacidade,esprit,0.6333333333333333
resignacao,demission,0.48888888888888893
hipocrisia,hypocrisie,0.18666666666666676
preconizar,avocat,0.6333333333333333
precedente,precedent,0.014814814814814725
vislumbrar,apercu,0.6111111111111112
incidencia,incidence,0.11111111111111116
lisonjeado,flatte,0.6222222222222222
suscetivel,sensible,0.4666666666666667
entretanto,neanmoins,0.40740740740740744
disposicao,disposition,0.18666666666666676
excentrico,excentrique,0.17999999999999994
subestimar,sous-estimer,0.20666666666666678
preliminar,preliminaire,0.026666666666666616
tribulacao,tribulations,0.19333333333333325
depreender,deduire,0.40000000000000013
fleumatico,flegmatique,0.2733333333333333
anacronico,anachronique,0.19333333333333325
equivocado,trompe,0.7333333333333334
escrutinio,examen minutieux,0.5466666666666666
retrogrado,retrograde,0.09333333333333327
indolencia,indolence,0.11111111111111116
excelencia,excellence,0.17999999999999994
ingerencia,ingerence,0.11111111111111116
democracia,democratie,0.18666666666666676
infortunio,malheur,0.7428571428571429
compassivo,compatissant,0.2733333333333332
contemplar,contempler,0.09333333333333338
importante,important,0.014814814814814725
pejorativo,pejoratif,0.11111111111111116
restringir,limiter,0.5333333333333333
sintetizar,synthetiser,0.2799999999999999
proposicao,proposition,0.18666666666666676
signatario,signataire,0.17999999999999994
primordial,primordial,0.0
conjuntura,situation,0.5703703703703704
coercitivo,coercitif,0.11111111111111116
dissolucao,resolution,0.43333333333333335
intrinseca,intrinseque,0.17999999999999994
subjacente,sous-jacent,0.19333333333333336
finalidade,but,1.0
itinerario,itineraire,0.17999999999999994
esplendido,splendide,0.11851851851851858
alteridade,alterite,0.1333333333333333
pecuniaria,pecuniaire,0.17999999999999994
espontaneo,spontane,0.033333333333333326
designacao,designation,0.18666666666666676
transeunte,passant,0.4285714285714286
necessario,necessaire,0.17999999999999994
constancia,constance,0.11111111111111116
sarcastico,sarcastique,0.17999999999999994
pusilanime,pusilC/nime,0.09999999999999998
idoneidade,pertinence,0.5066666666666667
privilegio,privilege,0.11111111111111116
desprovido,depourvu,0.3583333333333335
verossimil,croyable,0.5583333333333333
pernostico,pernostique,0.17999999999999994
exacerbado,exacerbe,0.1333333333333333
felicidade,bonheur,0.7428571428571429
relevancia,pertinence,0.5133333333333334
divergente,divergent,0.014814814814814725
disciplina,discipline,0.09333333333333327
inferencia,inference,0.11111111111111116
pernicioso,pernicieux,0.2533333333333333
disseminar,disseminer,0.09333333333333338
satisfacao,satisfaction,0.11333333333333329
meticuloso,meticuleux,0.2533333333333333
reverberar,reverberer,0.09333333333333338
esporadico,sporadique,0.2599999999999999
influencia,influence,0.11111111111111116
militancia,militantisme,0.19999999999999996
retumbante,retentissant,0.3533333333333334
consolidar,consolider,0.09333333333333338
fornicacao,fornication,0.18666666666666676
subversivo,subversif,0.11111111111111116
significado,signification,0.10303030303030292
perspectiva,perspective,0.08484848484848473
resiliencia,resilience,0.09999999999999987
dissimulado,deguise,0.523809523809524
vicissitude,vicissitudes,0.012121212121212088
complacente,complaisant,0.23636363636363633
contundente,emousse,0.5428571428571429
peremptorio,peremptoire,0.16363636363636347
comorbidade,comorbidite,0.1575757575757576
compreensao,comprehension,0.1090909090909089
perspicacia,apercu,0.3666666666666667
expectativa,attente,0.638095238095238
pressuposto,hypothese,0.5851851851851853
beneplacito,beneplacito,0.0
subterfugio,subterfuge,0.09999999999999987
preconceito,prejuge,0.4095238095238096
experiencia,experience,0.09999999999999987
indiferente,indifferent,0.08484848484848473
consonancia,consonance,0.09999999999999987
pretensioso,pretentieux,0.31515151515151507
transcender,transcender,0.0
imensuravel,incommensurable,0.19393939393939386
intensidade,intensite,0.11851851851851847
contingente,quota,0.6266666666666667
beligerante,belligerant,0.08484848484848473
proeminente,eminent,0.05714285714285727
necessidade,besoin,0.5222222222222223
superficial,superficiel,0.08484848484848473
concernente,concernant,0.10666666666666669
benignidade,gentillesse,0.5393939393939394
contencioso,litige,0.6333333333333333
inenarravel,indicible,0.5629629629629631
animosidade,animosite,0.11851851851851847
intervencao,intervention,0.16969696969696968
incumbencia,tache,0.6266666666666667
vocabulario,vocabulaire,0.16363636363636347
antagonismo,antagonisme,0.08484848484848473
cumprimento,salutation,0.6
resistencia,resistance,0.19333333333333336
indiferenca,indifference,0.09696969696969682
reivindicar,reclamer,0.3500000000000001
compreender,comprendre,0.10666666666666669
