pt,es,Alignment Score
medo,miedo,0.033333333333333326
onus,ano,0.6000000000000001
ermo,desierto,0.31666666666666676
suma,suma,0.0
vovo,abuela,0.8666666666666667
mote,lema,0.6499999999999999
alem,mas alla de,0.3666666666666667
tolo,tonto,0.25
sina,destino,0.31666666666666676
idem,idem,0.0
urge,urgente,0.06666666666666676
crer,creer,0.033333333333333326
pela,para el,0.2833333333333333
apto,adaptar,0.30000000000000016
zelo,celo,0.2333333333333334
veio,el vino,0.29999999999999993
pude,pude,0.0
tudo,todo,0.2333333333333334
mais,mas,0.04444444444444451
ruim,malo,0.6333333333333333
area,area,0.0
amar,amar,0.0
rude,brusco,0.4833333333333334
coxo,aburrido,0.7
cota,cuota,0.033333333333333326
para,para,0.0
soar,sonido,0.4666666666666667
ater,tierra,0.28333333333333355
sera,sera,0.0
fase,fase,0.0
ente,ser,0.6222222222222222
auto,ser,0.8666666666666667
tras,detras,0.04999999999999993
doce,dulce,0.25
voga,moda,0.4666666666666667
logo,pronto,0.5
onde,donde,0.033333333333333326
rima,escarcha,0.5166666666666666
deus,dios,0.43333333333333335
pelo,para el,0.2833333333333333
ante,antes,0.033333333333333326
cedo,temprano,0.5333333333333334
jugo,yugo,0.2333333333333334
meio,bastante,0.7166666666666667
arte,arte,0.0
alma,alma,0.0
meta,meta,0.0
cujo,cuyo,0.2333333333333334
sela,sillin,0.5
traz,trae,0.2333333333333334
numa,en,0.5333333333333334
cela,celula,0.04999999999999993
teor,contenido,0.33333333333333337
sido,estado,0.2833333333333333
noia,noya,0.2333333333333334
face,rostro,0.8666666666666667
asco,asco,0.0
nojo,asco,0.6333333333333333
alvo,objetivo,0.5
foco,enfocar,0.30000000000000016
isso,eso,0.33333333333333337
pose,pose,0.0
sair,salir,0.033333333333333326
base,base,0.0
vale,de acuerdo,0.5833333333333333
odio,odiar,0.25
agir,acto,0.6333333333333333
teve,el tuvo,0.5166666666666666
alto,alto,0.0
todo,todo,0.0
ocio,ocio,0.0
rito,rito,0.0
eita,dios mio,0.7333333333333334
irao,voluntad,0.7166666666666668
novo,nuevo,0.25
agil,agil,0.0
alva,amanecer,0.5166666666666666
tese,tesis,0.25
alta,alto,0.2333333333333334
bojo,bulto,0.45000000000000007
nexo,nexo,0.0
orla,costa,0.4666666666666667
sagaz,sagaz,0.0
amago,centro,0.6799999999999999
negro,negro,0.0
termo,termino,0.04000000000000015
exito,exito,0.0
mexer,mezclar,0.3733333333333334
nobre,noble,0.18666666666666676
senso,sentido,0.21333333333333337
afeto,afecto,0.026666666666666727
algoz,verdugo,0.5466666666666666
etica,etica,0.0
plena,lleno,0.3733333333333334
mutua,mutual,0.026666666666666727
tenue,tenue,0.0
fazer,hacer,0.3733333333333334
assim,asi,0.08888888888888902
sutil,sutil,0.0
vigor,fuerza,0.6933333333333334
aquem,aqui,0.25
porem,sin embargo,0.6
secao,seccion,0.2266666666666668
fosse,eran,0.6500000000000001
sanar,sanar,0.0
poder,fuerza,0.5333333333333333
audaz,atrevido,0.5733333333333334
ideia,idea,0.033333333333333326
cerne,centro,0.3733333333333334
inato,innato,0.026666666666666727
moral,moral,0.0
sobre,acerca de,0.5733333333333333
desde,desde,0.0
muito,muy,0.3555555555555556
justo,justo,0.0
honra,honor,0.18666666666666676
quica,tal vez,0.7066666666666668
torpe,torpe,0.0
sonho,sueno,0.36
razao,razon,0.18666666666666676
futil,futil,0.0
etnia,etnicidad,0.08000000000000007
icone,icono,0.18666666666666676
anexo,adjunto,0.3866666666666667
amigo,amigo,0.0
egide,egida,0.18666666666666676
tange,tange,0.0
lapso,lapso,0.0
haver,haber,0.18666666666666676
expor,exponer,0.04000000000000015
mutuo,mutual,0.19999999999999996
dengo,dengo,0.0
tempo,tiempo,0.026666666666666727
casal,pareja,0.56
entao,entonces,0.2266666666666668
habil,habil,0.0
seara,cosecha,0.3866666666666667
bocal,bocal,0.0
ardil,ardid,0.18666666666666676
avido,en vivo,0.4
pesar,pesar,0.0
saber,saber,0.0
causa,causa,0.0
graca,gracia,0.026666666666666727
dizer,decir,0.34666666666666657
genro,genero,0.026666666666666727
obice,obstaculo,0.42666666666666664
posse,posesion,0.2266666666666668
coser,coser,0.0
paria,paria,0.0
dever,deber,0.18666666666666676
brado,gritar,0.56
tenaz,tenaz,0.0
prole,descendencia,0.7733333333333333
crivo,tamiz,0.6933333333333334
sendo,ser,0.3555555555555556
corja,buho,0.6666666666666667
comum,comun,0.18666666666666676
temor,miedo,0.52
detem,sostiene,0.5733333333333334
ainda,todavia,0.3866666666666667
animo,alegria,0.56
apice,apendice,0.053333333333333344
ansia,afan,0.45000000000000007
ceder,ceda el paso,0.29333333333333345
estar,ser,0.3555555555555556
digno,valioso,0.56
pauta,cronograma,0.6
assaz,bonito,0.8400000000000001
xibiu,xibiu,0.0
culto,culto,0.0
mundo,mundo,0.0
atroz,atroz,0.0
fugaz,fugaz,0.0
censo,censo,0.0
gleba,tierra,0.5466666666666666
forte,fuerte,0.19999999999999996
vicio,adiccion,0.2533333333333334
vulgo,alias,0.6933333333333334
cozer,hornear,0.41333333333333333
valha,valer,0.3466666666666668
denso,denso,0.0
exceto,excepto,0.022222222222222143
cinico,cinico,0.0
idoneo,adecuado,0.4666666666666667
ambito,alcance,0.7
nescio,not(c)miembro,0.38888888888888884
indole,naturaleza,0.48888888888888893
mister,senor,0.3733333333333333
vereda,camino,0.7
apogeu,apogeo,0.15555555555555556
inocuo,inofensivo,0.3333333333333335
convem,trajes,0.7111111111111111
utopia,utopia,0.0
sadico,sadico,0.0
escopo,alcance,0.7
enfase,enfasis,0.16666666666666663
idiota,estupido,0.4555555555555555
casual,casual,0.0
merito,merito,0.0
alusao,alusion,0.1777777777777778
hostil,hostil,0.0
anseio,desear,0.5777777777777777
cetico,esceptico,0.05555555555555558
legado,legado,0.0
hetero,derecho,0.4444444444444444
pressa,apurarse,0.4666666666666667
gentil,amable,0.7
alheio,extraterrestre,0.6666666666666667
nocivo,danino,0.4444444444444444
infame,infame,0.0
cliche,cliche,0.0
paixao,pasion,0.30000000000000016
eximio,excelente,0.5888888888888889
afavel,afable,0.30000000000000016
defina,definir,0.16666666666666663
adorno,adorno,0.0
dadiva,regalo,0.7
extase,extasis,0.16666666666666663
sobrio,sobrio,0.0
adesao,afiliacion,0.48888888888888893
larica,bocadillos,0.6111111111111112
aferir,evaluar,0.5666666666666667
astuto,astuto,0.0
tambem,tambien,0.1777777777777778
otario,ventosa,0.5888888888888889
sessao,sesion,0.30000000000000016
limiar,limite,0.288888888888889
solene,solemne,0.022222222222222143
julgar,juzgar,0.15555555555555556
gloria,gloria,0.0
labaro,labaro,0.0
formal,formal,0.0
habito,habito,0.0
apreco,apreciacion,0.07777777777777772
embora,a pesar de,0.6222222222222222
ensejo,oportunidad,0.7444444444444445
impeto,impulso,0.30000000000000016
outrem,alguien mas,0.5222222222222223
eficaz,eficaz,0.0
ocioso,inactivo,0.47777777777777775
jubilo,jubilo,0.0
dispor,disponer,0.03333333333333344
difuso,difuso,0.0
alento,aliento,0.022222222222222143
perene,hojas perennes,0.12222222222222223
nuance,matiz,0.7066666666666668
faccao,faccion,0.1777777777777778
escusa,disculpar,0.3555555555555556
exilio,exilio,0.0
cessao,asignacion,0.5
ludico,jugueton,0.6111111111111112
abster,abstenerse,0.06666666666666665
ilacao,inferencia,0.48888888888888893
alcada,jurisdiccion,0.7777777777777778
objeto,objeto,0.0
acesso,acceso,0.15555555555555556
acento,acento,0.0
desejo,deseo,0.026666666666666727
axioma,axioma,0.0
sancao,sancion,0.1777777777777778
isento,gratis,0.5555555555555556
tacito,tacito,0.0
etereo,etereo,0.0
buscar,buscar,0.0
mulher,mujer,0.19999999999999996
cortes,cortes,0.0
cobica,codicia,0.1777777777777777
mazela,enfermedad,0.5
sisudo,grave,0.8400000000000001
penhor,promesa,0.5666666666666667
eximir,eximir,0.0
avidez,codicia,0.7
receio,miedo,0.5333333333333333
vulgar,vulgar,0.0
remoto,remoto,0.0
prazer,placer,0.3111111111111111
fatico,factual,0.4444444444444444
quando,cuando,0.15555555555555556
sempre,alguna vez,0.7444444444444445
nomade,no me des,0.21111111111111125
asseio,limpieza,0.7111111111111111
empatia,empatia,0.0
aurelio,aurelio,0.0
conjuge,conyuge,0.13333333333333341
embuste,estafa,0.4444444444444444
excecao,excepcion,0.17142857142857149
carater,personaje,0.5333333333333334
efemero,efimero,0.13333333333333341
prolixo,prolijo,0.13333333333333341
verbete,entrada,0.6095238095238096
idilico,idilico,0.0
analogo,termino analogo,0.08571428571428574
genuino,genuino,0.0
estoria,historia,0.1428571428571429
sublime,sublime,0.0
familia,familia,0.0
pesames,condolencias,0.5523809523809524
inferir,inferir,0.0
apatico,apatico,0.0
sucinto,sucinto,0.0
acepcao,significado,0.5238095238095238
redimir,para redimir,0.05714285714285716
astucia,astuto,0.30000000000000016
prodigo,prodigo,0.0
cultura,cultura,0.0
audacia,audacia,0.0
estigma,estigma,0.0
recesso,receso,0.022222222222222143
virtude,virtud,0.022222222222222143
refutar,refutar,0.0
iconico,iconico,0.0
soberba,magnifico,0.7333333333333334
cinismo,cinismo,0.0
estavel,estable,0.2571428571428571
exortar,urgir,0.56
morbido,morbido,0.0
trivial,trivial,0.0
mitigar,mitigar,0.0
sintese,sintesis,0.1428571428571429
aspecto,aspecto,0.0
luxuria,lujuria,0.13333333333333341
cordial,amigable,0.5142857142857143
sucesso,exito,0.5466666666666666
alegria,felicidad,0.5238095238095238
imputar,imputar,0.0
escoria,escoria,0.0
emergir,surgir,0.30000000000000004
anatema,anatema,0.0
ademais,ademas,0.022222222222222143
candura,candor,0.1777777777777778
deboche,libertinaje,0.6476190476190475
orgulho,orgullo,0.13333333333333341
excerto,extracto,0.25714285714285723
litigio,litigio,0.0
almejar,ansiar,0.43333333333333335
atraves,a traves de,0.05714285714285716
contudo,sin embargo,0.6476190476190475
frivolo,frivolo,0.0
coragem,coraje,0.1777777777777778
saudade,anhelo,0.5888888888888889
oriundo,nativo,0.5777777777777777
alcunha,apodo,0.6933333333333334
ambiguo,ambiguo,0.0
salutar,sano,0.4833333333333334
austero,austero,0.0
escroto,escroto,0.0
amizade,amistad,0.2571428571428571
sensato,sensitivo,0.16190476190476188
quimera,quimera,0.0
ambicao,ambicion,0.1523809523809525
excesso,exceso,0.022222222222222143
racismo,racismo,0.0
relacao,relacion,0.1523809523809525
fomento,promocion,0.5142857142857143
erudito,erudito,0.0
imersao,inmersion,0.17142857142857149
modesto,modesto,0.0
parcial,parcial,0.0
colosso,coloso,0.022222222222222143
demanda,demanda,0.0
exotico,exotico,0.0
conciso,conciso,0.0
ciencia,ciencia,0.0
piedade,piedad,0.022222222222222143
volatil,volatil,0.0
notorio,notorio,0.0
bizarro,extrano,0.6
isencao,exencion,0.4
vigente,actual,0.7222222222222222
padecer,sufrir,0.7
hibrido,hibrido,0.0
auferir,ganar,0.5333333333333333
intenso,intenso,0.0
inercia,inercia,0.0
emotivo,emocional,0.2857142857142857
ansioso,ansioso,0.0
despota,despota,0.0
sentido,sentido,0.0
limpido,claro,0.5466666666666666
profano,profano,0.0
difusao,difusion,0.1523809523809525
inerente,inherente,0.016666666666666607
respeito,respeto,0.01904761904761898
peculiar,peculiar,0.0
denegrir,denigrar,0.2333333333333334
genocida,genocida,0.0
anuencia,consentir,0.4750000000000001
deferido,diferido,0.1166666666666667
equidade,equidad,0.01904761904761898
prudente,prudente,0.0
pandemia,pandemia,0.0
iminente,inminente,0.016666666666666607
essencia,esencia,0.01904761904761898
misogino,misogino,0.0
desgraca,desgracia,0.016666666666666607
invasivo,invasor,0.1428571428571429
alienado,alienado,0.0
eminente,eminente,0.0
abstrato,abstracto,0.016666666666666607
premissa,premisa,0.01904761904761898
extensao,extension,0.13333333333333341
empirico,empirico,0.0
conceito,concepto,0.1166666666666667
talarico,talarico,0.0
ardiloso,astuto,0.4444444444444444
ascensao,elevar,0.6111111111111112
rapariga,chica,0.5733333333333333
reiterar,reiterar,0.0
lascivia,lujuria,0.48571428571428565
devaneio,ensueno,0.4
relativo,relativo,0.0
prodigio,prodigio,0.0
passivel,pasable,0.38095238095238104
conserto,reparar,0.6190476190476191
gratidao,gratitud,0.21666666666666667
analogia,analogia,0.0
insercao,insercion,0.13333333333333341
modestia,modestia,0.0
apologia,disculpa,0.625
ativista,activista,0.016666666666666607
remissao,remision,0.22499999999999998
inospito,inhospito,0.016666666666666607
destarte,por lo tanto,0.5833333333333333
mediocre,mediocre,0.0
monotono,monotono,0.0
despeito,despecho,0.21666666666666667
fomentar,fomentar,0.0
inefavel,inefable,0.22499999999999998
respaldo,apoyo,0.56
retorica,retorica,0.0
concerne,preocupaciones,0.4833333333333334
alicerce,base,0.5166666666666666
sinonimo,sinonimo,0.0
proceder,proceder,0.0
metodico,metodico,0.0
primazia,primacia,0.1166666666666667
perfidia,perfidia,0.0
rechacar,rechazar,0.1166666666666667
historia,historia,0.0
portanto,por lo tanto,0.04166666666666663
demagogo,demagogo,0.0
complexo,complejo,0.1166666666666667
consiste,consiste,0.0
criterio,criterio,0.0
notivago,notivago,0.0
distinto,distinto,0.0
espectro,espectro,0.0
sucumbir,sucumbir,0.0
abnegado,desinteresado,0.3833333333333333
amalgama,amalgama,0.0
desfecho,resultado,0.5416666666666667
singular,singular,0.0
suscitar,despertar,0.43333333333333335
paradoxo,paradoja,0.21666666666666667
escarnio,mofa,0.7166666666666667
contexto,contexto,0.0
processo,proceso,0.01904761904761898
elegivel,elegible,0.22499999999999998
comunhao,comunion,0.22499999999999998
vocabulo,palabra,0.6190476190476191
objetivo,meta,0.5333333333333334
refletir,reflejar,0.21666666666666667
impavido,valiente,0.6333333333333333
maestria,maestria,0.0
obstante,sin embargo,0.575
endemico,endemico,0.0
designio,diseno,0.3222222222222223
juridico,legal,0.8666666666666667
problema,problema,0.0
solicito,util,0.7166666666666668
instigar,instigar,0.0
incrivel,increible,0.2333333333333334
epifania,epifania,0.0
redencao,redencion,0.13333333333333341
mediante,a traves de,0.5583333333333333
paralelo,paralelo,0.0
insipido,insipido,0.0
resoluto,resuelto,0.21666666666666679
imanente,inmanente,0.016666666666666607
generico,generico,0.0
sanidade,cordura,0.6190476190476191
perspicaz,perspicaz,0.0
reciproco,reciproco,0.0
concessao,concesion,0.19999999999999996
impressao,impresion,0.19999999999999996
escrupulo,escrupulo,0.0
superfluo,superfluo,0.0
retificar,rectificar,0.014814814814814725
paradigma,paradigma,0.0
dicotomia,dicotomia,0.0
proposito,objetivo,0.5416666666666667
presuncao,presuncion,0.11851851851851858
concepcao,diseno,0.6000000000000001
hipocrita,hipocrita,0.0
ratificar,ratificar,0.0
implicito,implicito,0.0
plenitude,plenitud,0.016666666666666607
essencial,basico,0.6222222222222222
hegemonia,hegemonia,0.0
corolario,corolario,0.0
incidente,incidente,0.0
esdruxulo,extrano,0.5047619047619047
altruismo,altruismo,0.0
vagabundo,vagabundo,0.0
altruista,altruista,0.0
hermetico,hermetico,0.0
aleatorio,aleatorio,0.0
esperanca,esperanza,0.10370370370370374
promiscuo,promiscuo,0.0
persuadir,persuadir,0.0
confianca,confianza,0.10370370370370374
deliberar,adrede,0.48888888888888893
sapiencia,sapiencia,0.0
indelevel,indeleble,0.19999999999999996
demasiado,tambien,0.6476190476190476
mesquinho,insignificante,0.6148148148148148
diligente,diligente,0.0
impetuoso,impetuoso,0.0
descricao,descripcion,0.13333333333333341
regozijar,alegrarse,0.4814814814814815
resignado,renunciar,0.4740740740740742
inusitado,inusual,0.2857142857142857
eminencia,eminencia,0.0
compaixao,compasion,0.19999999999999996
prudencia,prudencia,0.0
pretensao,pretension,0.11851851851851858
discricao,discrecion,0.20740740740740748
analitico,analitico,0.0
explicito,explicito,0.0
ordinario,comun,0.5866666666666667
percepcao,percepcion,0.11851851851851858
exequivel,factible,0.6499999999999999
nostalgia,nostalgia,0.0
subjetivo,subjetivo,0.0
autonomia,autonomia,0.0
autoctone,autoctono,0.10370370370370374
resolucao,resolucion,0.11851851851851858
companhia,compania,0.016666666666666607
desdenhar,desden,0.04444444444444429
fidedigno,confiable,0.562962962962963
dissensao,disension,0.20740740740740748
expressao,expresion,0.19999999999999996
constante,constante,0.0
supressao,supresion,0.19999999999999996
taciturno,taciturno,0.0
imparcial,imparcial,0.0
autentico,autentico,0.0
paciencia,paciencia,0.0
ignorante,ignorante,0.0
arrogante,arrogante,0.0
execravel,execrable,0.19999999999999996
outrossim,de lo contrario,0.525925925925926
discorrer,discurso,0.32499999999999984
restricao,restriccion,0.12592592592592589
desumilde,degradante,0.4740740740740741
obstinado,obstinado,0.0
consoante,consonante,0.014814814814814725
jactancia,presumir,0.7416666666666667
arcabouco,estructura,0.5777777777777778
cognitivo,cognitivo,0.0
adjacente,adyacente,0.10370370370370374
eloquente,elocuente,0.10370370370370374
instancia,instancia,0.0
interesse,interes,0.028571428571428692
limitrofe,limite,0.04444444444444429
sintetico,sintetico,0.0
iminencia,inminencia,0.014814814814814725
submissao,sumision,0.2416666666666667
pressagio,presagio,0.016666666666666607
relevante,importante,0.3851851851851852
irascivel,irascible,0.19999999999999996
empecilho,obstaculo,0.5703703703703704
excelente,excelente,0.0
liberdade,libertad,0.13333333333333341
ludibriar,enganar,0.6095238095238096
aquisicao,adquisicion,0.13333333333333341
ambicioso,ambicioso,0.0
plausivel,plausible,0.19999999999999996
humildade,humildad,0.016666666666666607
conviccao,conviccion,0.11851851851851858
primicias,primeros frutos,0.41481481481481497
dicionario,diccionario,0.013333333333333308
intrinseco,intrinseco,0.0
prescindir,hacer sin,0.48888888888888893
presuncoso,presuntuoso,0.09999999999999998
diligencia,diligencia,0.0
corroborar,corroborar,0.0
intemperie,clima,0.6
detrimento,detrimento,0.0
maturidade,madurez,0.2952380952380953
parcimonia,parsimonia,0.09333333333333338
referencia,referencia,0.0
inspiracao,inspiracion,0.10666666666666669
inexoravel,inexorable,0.17999999999999994
pragmatico,pragmatico,0.0
prepotente,arrogante,0.4
incipiente,incipiente,0.0
disruptivo,disruptivo,0.0
sororidade,hermandad de mujeres,0.5066666666666668
serenidade,serenidad,0.014814814814814725
arbitrario,arbitrario,0.0
indulgente,indulgente,0.0
auspicioso,propicio,0.3416666666666667
iniquidade,iniquidad,0.014814814814814725
pertinente,importante,0.3533333333333334
sagacidade,ingenio,0.638095238095238
resignacao,resignacion,0.10666666666666669
hipocrisia,hipocresia,0.09333333333333338
preconizar,defensor,0.5583333333333333
precedente,precedente,0.0
vislumbrar,vistazo,0.4095238095238096
incidencia,incidencia,0.0
lisonjeado,halagada,0.5583333333333333
suscetivel,susceptible,0.19333333333333336
entretanto,sin embargo,0.54
disposicao,disposicion,0.10666666666666669
excentrico,excentrico,0.0
subestimar,subestimar,0.0
preliminar,preliminar,0.0
tribulacao,tribulacion,0.10666666666666669
depreender,deducir,0.40000000000000013
fleumatico,flematico,0.014814814814814725
anacronico,anacronico,0.0
equivocado,equivocado,0.0
escrutinio,escrutinio,0.0
retrogrado,retrogrado,0.0
indolencia,indolencia,0.0
excelencia,excelencia,0.0
ingerencia,interferencia,0.11333333333333329
democracia,democracia,0.0
infortunio,desgracia,0.674074074074074
compassivo,compasivo,0.014814814814814725
contemplar,contemplar,0.0
importante,importante,0.0
pejorativo,peyorativo,0.09333333333333338
restringir,restringir,0.0
sintetizar,sintetizar,0.0
proposicao,proposicion,0.10666666666666669
signatario,signatario,0.0
primordial,primordial,0.0
conjuntura,situacion,0.562962962962963
coercitivo,coactivo,0.1416666666666666
dissolucao,resolucion,0.3533333333333334
intrinseca,intrinseco,0.09333333333333327
subjacente,subyacente,0.09333333333333338
finalidade,meta,0.75
itinerario,itinerario,0.0
esplendido,esplendido,0.0
alteridade,alteridad,0.014814814814814725
pecuniaria,pecuniario,0.09333333333333327
espontaneo,espontaneo,0.0
designacao,designacion,0.10666666666666669
transeunte,transeunte,0.0
necessario,necesario,0.014814814814814725
constancia,constancia,0.0
sarcastico,sarcastico,0.0
pusilanime,pusilC/nime,0.09999999999999998
idoneidade,idoneidad,0.014814814814814725
privilegio,privilegio,0.0
desprovido,vacio,0.42666666666666664
verossimil,creible,0.5333333333333334
pernostico,pernostico,0.0
exacerbado,exacerbado,0.0
felicidade,felicidad,0.014814814814814725
relevancia,relevancia,0.0
divergente,divergente,0.0
disciplina,disciplina,0.0
inferencia,inferencia,0.0
pernicioso,pernicioso,0.0
disseminar,diseminar,0.014814814814814725
satisfacao,satisfaccion,0.11333333333333329
meticuloso,meticuloso,0.0
reverberar,reverberar,0.0
esporadico,esporadico,0.0
influencia,influencia,0.0
militancia,militancia,0.0
retumbante,rotundo,0.4190476190476191
consolidar,consolidar,0.0
fornicacao,fornicacion,0.10666666666666669
subversivo,subversivo,0.0
significado,significado,0.0
perspectiva,perspectiva,0.0
resiliencia,resiliencia,0.0
dissimulado,disfrazado,0.3400000000000001
vicissitude,vicisitud,0.02962962962962956
complacente,suficiente,0.42666666666666664
contundente,desafilado,0.6666666666666667
peremptorio,perentorio,0.09999999999999998
comorbidade,comorbilidad,0.09090909090909094
compreensao,comprension,0.1696969696969698
perspicacia,conocimiento,0.6181818181818182
expectativa,expectativa,0.0
pressuposto,suposicion,0.3533333333333334
beneplacito,beneplacito,0.0
subterfugio,subterfugio,0.0
preconceito,prejuicio,0.3037037037037038
experiencia,experiencia,0.0
indiferente,indiferente,0.0
consonancia,consonancia,0.0
pretensioso,pretencioso,0.08484848484848484
transcender,trascender,0.013333333333333308
imensuravel,inconmensurable,0.19393939393939386
intensidade,intensidad,0.013333333333333308
contingente,cuota,0.45333333333333337
beligerante,beligerante,0.0
proeminente,prominente,0.013333333333333308
necessidade,necesidad,0.02962962962962956
superficial,superficial,0.0
concernente,sobre,0.4666666666666667
benignidade,amabilidad,0.36
contencioso,litigio,0.5428571428571429
inenarravel,indecible,0.48888888888888893
animosidade,animosidad,0.013333333333333308
intervencao,intervencion,0.09696969696969682
incumbencia,tarea,0.6
vocabulario,vocabulario,0.0
antagonismo,antagonismo,0.0
cumprimento,saludo,0.6333333333333333
resistencia,resistencia,0.0
indiferenca,indiferencia,0.012121212121212088
reivindicar,afirmar,0.5238095238095238
compreender,comprender,0.013333333333333308
supracitado,citado,0.06666666666666665
subsequente,subsecuente,0.08484848484848484
estereotipo,estereotipo,0.0
integridade,integridad,0.013333333333333308
diversidade,diversidad,0.013333333333333308
ambiguidade,ambiguedad,0.10666666666666669
deliberacao,liberar,0.18095238095238086
especulacao,especulacion,0.09696969696969682
indulgencia,indulgencia,0.0
proveniente,originario,0.6066666666666667
divergencia,divergencia,0.0
elucubracao,elucubracion,0.09696969696969682
indubitavel,indudable,0.3037037037037037
austeridade,austeridad,0.013333333333333308
prognostico,pronostico,0.013333333333333308
importancia,importancia,0.0
heterogeneo,heterogeneo,0.0
tergiversar,sutileza,0.4833333333333334
benevolente,benevolente,0.0
displicente,descuidado,0.6000000000000001
negligencia,negligencia,0.0
oportunista,oportunista,0.0
identificar,identificar,0.0
estabelecer,establecer,0.013333333333333308
conveniente,conveniente,0.0
redundancia,redundancia,0.0
congruencia,congruencia,0.0
discriminar,discriminar,0.0
consciencia,conciencia,0.013333333333333308
substantivo,sustantivo,0.013333333333333308
pragmatismo,pragmatismo,0.0
providencia,providencia,0.0
excepcional,excepcional,0.0
admoestacao,amonestacion,0.18181818181818177
conferencia,conferencia,0.0
facultativo,opcional,0.5666666666666667
sistematico,sistematico,0.0
compulsorio,obligatorio,0.3939393939393939
verborragia,verbosidad,0.2733333333333333
comprimento,longitud,0.575
interseccao,interseccion,0.09696969696969682
subordinado,subordinar,0.09999999999999987
intelectual,intelectual,0.0
melancolico,melancolia,0.09999999999999987
contradicao,contradiccion,0.10303030303030292
generalizar,generalizar,0.0
relativizar,relativizar,0.0
desenvolver,desarrollar,0.38787878787878804
substancial,sustancial,0.013333333333333308
honestidade,honestidad,0.013333333333333308
dificuldade,dificultad,0.10666666666666669
retificacao,rectificacion,0.1090909090909089
conservador,conservador,0.0
procedencia,origen,0.5
autoritario,autoritario,0.0
determinado,determinado,0.0
amabilidade,amabilidad,0.013333333333333308
antagonista,antagonista,0.0
perseveranca,perserverancia,0.022222222222222143
condolencias,condolencias,0.0
remanescente,restante,0.2583333333333334
prerrogativa,prerrogativa,0.0
extrovertido,extrovertido,0.0
complacencia,complacencia,0.0
procrastinar,aplazar,0.4380952380952381
discrepancia,discrepancia,0.0
determinacao,determinacion,0.0888888888888888
independente,independiente,0.011111111111111072
