en,gl,Alignment Score
gone,ido,0.6222222222222222
lies,mentiras,0.5166666666666666
wing,a,1.1333333333333333
some,algunhas,0.7
him,el,0.9
echo,eco,0.04444444444444451
pal,amigo,0.6444444444444445
clan,clan,0.0
love,amor,0.6666666666666667
fact,feito,0.4666666666666667
myth,mito,0.4666666666666667
bias,prexuizo,0.7333333333333334
you,ti,0.9
as,como,0.9333333333333333
chaos,caos,0.033333333333333326
haphazardly,ao azar,0.3047619047619049
panache,garbo,0.72
see,ver,0.6000000000000001
action,accion,0.15555555555555556
thirst,sede,0.6833333333333333
after,despois,0.72
then,enton,0.45000000000000007
life,vida,0.6666666666666667
house,casa,0.6833333333333333
peak,pico,0.6333333333333333
saga,saga,0.0
fear,medo,0.6666666666666667
anus,ano,0.33333333333333337
wilderness,deserto,0.5142857142857143
sum,suma,0.04444444444444451
grandma,avoa,0.5
motto,lema,0.6666666666666667
beyond,mais alo,0.7222222222222222
fool,parvo,0.6666666666666667
fate,destino,0.7
idem,idem,0.0
urgent,urxente,0.1777777777777778
believe,crer,0.7
for the,para o,0.6000000000000001
fit,encaixar,0.7333333333333334
zeal,celo,0.4666666666666667
he came,el veu,0.4666666666666667
i could,poderia,0.6095238095238096
all,todos,0.8888888888888888
more,mais,0.6333333333333333
bad,malo,0.6444444444444445
area,area,0.0
love,amor,0.6666666666666667
rude,groseiro,0.5333333333333334
lame,coxo,0.8333333333333334
quota,cota,0.25
for,para,0.6222222222222222
sound,son,0.08888888888888902
land,terra,0.6666666666666667
it will be,sera,0.75
phase,fase,0.25
being,sendo,0.5466666666666666
self,propio,0.8666666666666667
behind,detras,0.6888888888888889
sweet,doce,0.6666666666666667
vogue,moda,0.6833333333333333
soon,en breve,0.7166666666666668
where,onde,0.6499999999999999
rime,rime,0.0
god,deus,0.6000000000000001
for the,para o,0.6000000000000001
before,antes,0.6933333333333334
early,cedo,0.6666666666666667
yoke,xugo,0.6500000000000001
quite,bastante,0.5466666666666666
art,art,0.0
soul,alma,0.6500000000000001
goal,obxectivo,0.7333333333333334
whose,cuxo,0.6666666666666667
saddle,sela,0.4666666666666667
brings,trae,0.7
in,en,0.4666666666666667
cell,celula,0.06666666666666676
content,contido,0.36190476190476195
been,estivo,0.6833333333333333
noia,noia,0.0
face,cara,0.6499999999999999
disgust,noxo,0.8833333333333334
disgust,noxo,0.8833333333333334
target,obxectivo,0.6111111111111112
focus,foco,0.25
that,iso,0.8666666666666667
pose,pose,0.0
to go out,sair,0.9166666666666667
base,base,0.0
ok,ok,0.0
hate,odio,0.8333333333333334
act,act,0.0
he had,tina,0.6833333333333333
high,alto,0.8333333333333334
all,todos,0.8888888888888888
leisure,lecer,0.3866666666666667
rite,rito,0.2333333333333334
jeez,caramba,0.8833333333333334
will,vontade,0.8833333333333334
new,novo,0.6000000000000001
agile,axil,0.2666666666666667
dawn,amencer,0.5166666666666666
thesis,tese,0.2833333333333333
high,alto,0.8333333333333334
bulge,bulto,0.3466666666666668
nexus,nexo,0.25
shore,costa,0.6799999999999999
sagacious,sagaz,0.2400000000000001
core,nucleo,0.4833333333333334
black,negro,0.8266666666666667
term,termo,0.033333333333333326
success,exito,0.7066666666666668
to mix,mesturar,0.7222222222222222
noble,nobre,0.18666666666666676
sense,sentido,0.3733333333333334
affection,carino,0.48888888888888893
executioner,verdugo,0.5523809523809524
ethics,etica,0.21333333333333337
full,cheo,0.8333333333333334
mutual,mutuo,0.19999999999999996
tenuous,tenue,0.21333333333333337
to do,facer,0.8266666666666667
like this,como isto,0.562962962962963
subtle,sutil,0.21333333333333337
force,forza,0.3466666666666668
here,aqui,0.8333333333333334
however,con todo,0.7238095238095238
section,seccion,0.13333333333333341
were,foron,0.6833333333333333
heal,curar,0.6833333333333333
power,poder,0.18666666666666676
daring,atrevido,0.47777777777777786
idea,idea,0.0
core,nucleo,0.4833333333333334
innate,innato,0.15555555555555556
moral,moral,0.0
about,sobre,0.6933333333333334
since,xa que,0.6799999999999999
very,moi,0.8666666666666667
fair,xusto,0.85
honor,honra,0.18666666666666676
perhaps,quizais,0.6095238095238096
clumsy,torpe,0.8400000000000001
dream,sono,0.85
reason,razon,0.21333333333333326
futile,inutil,0.30000000000000004
ethnicity,etnia,0.2533333333333334
icon,icona,0.033333333333333326
attachment,anexo,0.5866666666666667
friend,amigo,0.7066666666666668
aegis,exido,0.5466666666666666
tange,tanxe,0.18666666666666676
lapse,lapso,0.18666666666666676
be,ser,0.5333333333333334
expose,exponer,0.1777777777777778
mutual,mutuo,0.19999999999999996
dengo,dengo,0.0
time,tempo,0.45000000000000007
couple,parella,0.5888888888888889
then,enton,0.45000000000000007
skillful,habil,0.56
harvest,colleita,0.6285714285714286
bocal,bocal,0.0
ruse,artimana,0.7166666666666668
live,en directo,0.5833333333333333
to weight,a peso,0.6333333333333333
to know,saber,0.8533333333333334
cause,causa,0.18666666666666676
grace,graza,0.34666666666666657
to say,dicir,0.8400000000000001
genre,xenero,0.3866666666666667
obstacle,obstaculo,0.13333333333333341
possession,posesion,0.033333333333333326
sew,coser,0.37777777777777777
pariah,paria,0.026666666666666727
duty,deber,0.6499999999999999
shout,berrar,0.8400000000000001
tenacious,tenaz,0.2400000000000001
offspring,descendencia,0.6888888888888889
sieve,peneira,0.5733333333333334
being,sendo,0.5466666666666666
owl,curuxa,0.9111111111111111
common,comun,0.19999999999999996
fear,medo,0.6666666666666667
holds,aguanta,0.8533333333333334
yet,ainda,0.8888888888888888
cheer,animo,0.8266666666666667
apex,apex,0.0
eagerness,afan,0.55
give way,deixa o paso,0.5916666666666666
be,ser,0.5333333333333334
worthy,digno,0.6933333333333334
schedule,horario,0.7238095238095238
pretty,fermosa,0.7222222222222222
xibiu,xibiu,0.0
cult,culto,0.033333333333333326
world,mundo,0.6799999999999999
atrocious,atroz,0.2400000000000001
fleeting,fugaz,0.56
census,censo,0.19999999999999996
land,terra,0.6666666666666667
strong,forte,0.7066666666666668
addiction,adiccion,0.13333333333333341
aka,tamen conecido como,0.9555555555555556
bake,cocer,0.6666666666666667
worth,vale,0.85
dense,densa,0.18666666666666676
except,excepto,0.022222222222222143
cynical,cinico,0.3222222222222223
suitable,axeitado,0.5333333333333334
scope,ambito,0.6933333333333334
not(c)member,non e membro,0.3555555555555556
nature,natureza,0.03333333333333344
mister,senor,0.3733333333333333
path,camino,0.7
heyday,apoxeo,0.7
harmless,inocuo,0.8444444444444446
suits,traxes,0.52
utopia,utopia,0.0
sadist,sadico,0.288888888888889
scope,ambito,0.6933333333333334
emphasis,enfase,0.4666666666666667
idiot,idiota,0.026666666666666727
casual,casual,0.0
merit,merito,0.026666666666666727
allusion,alusion,0.01904761904761898
hostile,hostis,0.16666666666666663
wish,desexo,0.7
skeptical,esceptico,0.3037037037037037
legacy,legado,0.288888888888889
straight,recto,0.5733333333333334
hurry,presa,0.6933333333333334
gentle,manso,0.7066666666666668
alien,alleo,0.3733333333333334
harmful,prexudicial,0.5428571428571429
infamous,infame,0.1777777777777777
cliche,cliche,0.0
passion,paixon,0.16666666666666663
excellent,excelente,0.10370370370370374
affable,afable,0.022222222222222143
define,definir,0.16666666666666663
adornment,adorno,0.18888888888888877
gift,agasallo,0.7166666666666668
ecstasy,extase,0.3222222222222223
sober,sobrio,0.19999999999999996
membership,adhesion,0.5666666666666667
munchies,empanadas,0.55
assess,avaliar,0.7
cunning,astucia,0.6095238095238096
too,tamen,0.6222222222222222
sucker,ventosa,0.711111111111111
session,sesion,0.022222222222222143
threshold,limite,0.6000000000000001
solemn,solemne,0.022222222222222143
to judge,para xulgar,0.5916666666666668
glory,gloria,0.19999999999999996
labaro,labaro,0.0
formal,formais,0.16666666666666663
habit,habito,0.026666666666666727
appreciation,aprecio,0.07619047619047625
although,ainda que,0.6416666666666666
opportunity,oportunidade,0.24242424242424243
momentum,impulso,0.6095238095238096
someone else,alguen mais,0.5575757575757576
effective,eficaz,0.4666666666666667
idle,ocioso,0.6833333333333333
jubilation,xubilo,0.22222222222222232
dispose,dispor,0.16666666666666663
diffuse,difusa,0.1777777777777778
breath,alento,0.5777777777777777
evergreen,perenne,0.40000000000000013
nuance,matiz,0.7066666666666668
faction,faccion,0.13333333333333341
excuse,escusa,0.3111111111111112
exile,exilio,0.19999999999999996
assignment,asignacion,0.34666666666666657
playful,xogueton,0.7333333333333334
abstain,absterse,0.37142857142857144
inference,conclusion,0.6518518518518519
jurisdiction,xurisdiccion,0.15555555555555556
object,obxecto,0.1777777777777778
access,acceso,0.15555555555555556
accent,acento,0.15555555555555556
desire,desexo,0.288888888888889
axiom,axioma,0.026666666666666727
sanction,sancion,0.01904761904761898
free,gratuito,0.7333333333333334
tacit,tacito,0.026666666666666727
ethereal,etereo,0.18888888888888888
search,buscar,0.4444444444444444
woman,muller,0.6933333333333334
courteous,cortes,0.05555555555555558
greed,cobiza,0.8400000000000001
ailment,doenza,0.5888888888888889
serious,grave,0.7066666666666668
pledge,prenda,0.4555555555555556
exempt,exentos,0.3111111111111112
greed,cobiza,0.8400000000000001
fear,medo,0.6666666666666667
vulgar,vulgar,0.0
remote,remoto,0.15555555555555556
pleasure,pracer,0.4555555555555556
factual,factual,0.0
when,cando,0.6666666666666667
ever,nunca,0.85
do not give me,non me deas,0.4303030303030304
cleanliness,limpeza,0.5333333333333334
empathy,empatia,0.24761904761904763
aurelio,aurelio,0.0
spouse,conxuxe,0.4666666666666667
scam,estafa,0.5
exception,excepcion,0.10370370370370374
character,personaxe,0.5777777777777777
ephemeral,efemero,0.2857142857142857
long-winded,longo vento,0.4606060606060607
entry,entrada,0.21333333333333337
idyllic,idilico,0.2571428571428571
analogue,analoxico,0.32499999999999984
genuine,xenuino,0.2666666666666667
story,historia,0.2400000000000001
sublime,sublime,0.0
family,familia,0.16666666666666663
condolences,condolencias,0.09090909090909083
infer,inferir,0.039999999999999925
apathetic,apatico,0.1523809523809525
succinct,sucinto,0.1523809523809525
meaning,significado,0.6476190476190476
to redeem,para redimir,0.41481481481481486
cunning,astucia,0.6095238095238096
prodigal,prodigo,0.1428571428571429
culture,cultura,0.13333333333333341
audacity,audacia,0.1428571428571429
stigma,estigma,0.022222222222222143
recess,recreo,0.30000000000000016
virtue,virtude,0.022222222222222143
refute,refutar,0.16666666666666663
iconic,iconico,0.022222222222222143
superb,xenial,0.7111111111111111
cynicism,cinismo,0.2761904761904762
stable,estable,0.022222222222222143
urge,urxe,0.2333333333333334
morbid,morboso,0.30000000000000016
trivial,trivial,0.0
mitigate,mitigar,0.1428571428571429
synthesis,sintese,0.2952380952380953
aspect,aspecto,0.022222222222222143
lust,luxuria,0.4833333333333334
friendly,amigable,0.6333333333333333
success,exito,0.7066666666666668
happiness,felicidade,0.6666666666666667
impute,imputar,0.16666666666666663
scum,escoria,0.5
emerge,xurdir,0.7
anathema,anatema,0.01904761904761898
in addition,ademais,0.5428571428571429
candor,candor,0.0
debauchery,libertinaxe,0.6
pride,orgullo,0.72
excerpt,extracto,0.38095238095238104
litigation,litixio,0.17142857142857149
to crave,anhelar,0.6190476190476191
through,a traves,0.6190476190476191
however,con todo,0.7238095238095238
frivolous,frivolo,0.028571428571428692
courage,coraxe,0.1777777777777778
longing,saudade,0.8190476190476191
native,nativo,0.15555555555555556
nickname,alcume,0.4444444444444444
ambiguous,ambiguo,0.028571428571428692
wholesome,saudable,0.6333333333333333
austere,austero,0.13333333333333341
scrotum,escroto,0.2571428571428571
friendship,amizade,0.638095238095238
sensible,sensato,0.37142857142857144
chimera,quimera,0.24761904761904763
ambition,ambicion,0.1166666666666667
excess,exceso,0.15555555555555556
racism,racismo,0.022222222222222143
relationship,relacion,0.15833333333333321
promotion,promocion,0.10370370370370374
erudite,erudito,0.13333333333333341
immersion,inmersion,0.10370370370370374
modest,modesto,0.022222222222222143
partial,parcial,0.13333333333333341
colossus,coloso,0.1777777777777777
demand,demanda,0.022222222222222143
exotic,exotico,0.022222222222222143
concise,conciso,0.13333333333333341
science,ciencia,0.2571428571428571
piety,piedade,0.3733333333333334
volatile,volatil,0.01904761904761898
notorious,notorio,0.028571428571428692
bizarre,estrano,0.7047619047619048
exemption,exencion,0.2250000000000001
current,actual,0.5777777777777777
suffer,sufrir,0.288888888888889
hybrid,hibrido,0.1777777777777778
earn,ganar,0.4666666666666667
intense,intenso,0.13333333333333341
inertia,inercia,0.13333333333333341
emotional,emocional,0.10370370370370374
anxious,ansioso,0.2666666666666666
despot,despota,0.022222222222222143
sense,sentido,0.3733333333333334
clear,claro,0.18666666666666676
profane,profano,0.13333333333333341
diffusion,difusion,0.016666666666666607
inherent,inherente,0.016666666666666607
respect,respecto,0.01904761904761898
peculiar,peculiar,0.0
denigrate,denigrar,0.125
genocidal,xenocida,0.13333333333333341
consent,consentimento,0.06666666666666665
deferred,aprazado,0.6416666666666666
equity,equidade,0.3111111111111112
prudent,prudente,0.01904761904761898
pandemic,pandemia,0.1166666666666667
imminent,inminente,0.13333333333333341
essence,esencia,0.2571428571428571
misogynist,misoxina,0.3500000000000001
disgrace,deshonra,0.44166666666666676
invasive,invasivo,0.1166666666666667
alienated,alienado,0.125
eminent,eminente,0.01904761904761898
abstract,abstracto,0.016666666666666607
premise,premisa,0.13333333333333341
extension,extension,0.0
empirical,empirico,0.125
concept,concepto,0.01904761904761898
talaric,talarico,0.01904761904761898
cunning,astucia,0.6095238095238096
rise,subir,0.6500000000000001
girl,rapaza,0.6833333333333333
reiterate,reiterar,0.125
lust,luxuria,0.4833333333333334
daydream,sonar despierto,0.6083333333333334
relative,achegada,0.6333333333333333
prodigy,prodixio,0.2571428571428571
passable,transitable,0.2666666666666666
repair,reparacion,0.19999999999999984
gratitude,gratitude,0.0
analogy,analoxia,0.2571428571428571
insertion,insercion,0.10370370370370374
modesty,modestia,0.1428571428571429
apology,desculpas,0.7333333333333334
activist,activista,0.016666666666666607
remission,remision,0.016666666666666607
inhospitable,inhospito,0.12592592592592589
therefore,polo tanto,0.6518518518518519
mediocre,mediocres,0.016666666666666607
monotonous,monotono,0.025000000000000022
spite,despecho,0.4
foment,fomentar,0.03333333333333344
ineffable,inefable,0.016666666666666607
support,apoiar,0.4555555555555556
rhetoric,retorica,0.1166666666666667
concerns,preocupacions,0.4666666666666667
foundation,fundacion,0.11851851851851858
synonym,sinonimo,0.2857142857142858
proceed,proceder,0.1428571428571429
methodical,metodico,0.1416666666666666
primacy,primacia,0.1428571428571429
perfidy,perfidia,0.1428571428571429
reject,rexeitar,0.34444444444444455
history,historia,0.1428571428571429
therefore,polo tanto,0.6518518518518519
demagogue,demagogo,0.125
complex,complexo,0.01904761904761898
it consists,consiste,0.15000000000000002
criterion,criterio,0.016666666666666607
notivago,nonivago,0.1166666666666667
distinct,distinto,0.1166666666666667
spectrum,espectro,0.22499999999999998
succumb,sucumbir,0.1428571428571429
selfless,desinteresado,0.4916666666666667
amalgam,amalgama,0.01904761904761898
outcome,resultado,0.5333333333333334
singular,singular,0.0
arouse,espertar,0.5777777777777777
paradox,paradoxo,0.01904761904761898
mockery,burla,0.72
context,contexto,0.01904761904761898
process,proceso,0.13333333333333341
eligible,elixibles,0.13333333333333341
communion,comunon,0.03809523809523818
word,palabra,0.7166666666666667
goal,obxectivo,0.7333333333333334
reflect,reflexo,0.24761904761904763
fearless,sen medo,0.6500000000000001
mastery,mestria,0.39047619047619064
nevertheless,con todo,0.675
endemic,endemica,0.01904761904761898
design,deseno,0.30000000000000016
legal,legal,0.0
problem,problema,0.01904761904761898
helpful,util,0.4833333333333333
instigate,instigar,0.125
incredible,incrible,0.025000000000000022
epiphany,epifania,0.33333333333333337
redemption,redencion,0.20000000000000007
through,a traves,0.6190476190476191
parallel,paralelo,0.1166666666666667
tasteless,insipido,0.7333333333333334
resolute,resolto,0.1523809523809525
immanent,inmanente,0.13333333333333341
generic,xenerico,0.1523809523809525
sanity,cordura,0.711111111111111
insightful,perspicaz,0.6666666666666667
reciprocal,reciproco,0.11111111111111116
concession,concesion,0.014814814814814725
printing,impresion,0.44166666666666676
scruple,escrupulo,0.17142857142857149
superfluous,superfluo,0.022222222222222143
rectify,rectificar,0.16190476190476188
paradigm,paradigma,0.016666666666666607
dichotomy,dicotomia,0.19999999999999996
purpose,proposito,0.2857142857142857
presumption,presuncion,0.17999999999999994
design,deseno,0.30000000000000016
hypocrite,hipocrita,0.20740740740740748
ratify,ratificar,0.18888888888888877
implicit,implicito,0.016666666666666607
fullness,plenitude,0.55
essential,esencial,0.13333333333333341
hegemony,hexemonia,0.2416666666666667
corollary,corolario,0.19999999999999996
incident,incidente,0.016666666666666607
strange,estrano,0.2571428571428571
altruism,altruismo,0.016666666666666607
tramp,vagabundo,0.7466666666666667
altruistic,altruista,0.11111111111111116
airtight,hermetico,0.55
random,aleatoria,0.6000000000000001
hope,esperanza,0.5333333333333334
promiscuous,promiscuo,0.022222222222222143
persuade,persuadir,0.125
trust,confiar,0.7066666666666667
deliberate,deliberado,0.17333333333333334
sapience,sapiencia,0.125
indelible,indeleble,0.10370370370370374
too,tamen,0.6222222222222222
petty,mesquino,0.7333333333333334
diligent,dilixente,0.13333333333333341
impetuous,impetuoso,0.10370370370370374
description,descricion,0.09999999999999998
rejoice,alegrarse,0.6190476190476191
resigned,dimitido,0.6333333333333333
unusual,rara,0.7
eminence,eminencia,0.125
compassion,compaixon,0.11111111111111116
prudence,prudencia,0.125
pretension,pretension,0.0
discretion,discrecion,0.09333333333333338
analytical,analitico,0.2148148148148148
explicit,explicito,0.016666666666666607
ordinary,ordinario,0.125
perception,percepcion,0.09333333333333338
feasible,factible,0.22499999999999998
nostalgia,nostalxia,0.10370370370370374
subjective,subxectivo,0.18666666666666676
autonomy,autonomia,0.125
autochthonous,autoctona,0.14814814814814814
resolution,resolucion,0.09333333333333338
company,empresa,0.49523809523809526
disdain,desprezo,0.6190476190476191
trustworthy,de confianza,0.7575757575757576
dissension,disension,0.014814814814814725
expression,expresion,0.014814814814814725
constant,constante,0.016666666666666607
suppression,supresion,0.029629629629629672
taciturn,taciturno,0.016666666666666607
impartial,imparcial,0.10370370370370374
authentic,autentico,0.10370370370370374
patience,paciencia,0.2416666666666667
ignorant,ignorante,0.016666666666666607
arrogant,arrogante,0.016666666666666607
execrable,execrable,0.0
otherwise,en caso contrario,0.5555555555555556
discourse,discurso,0.13333333333333341
restriction,restricion,0.013333333333333308
demeaning,degradante,0.4814814814814815
obstinate,obstinado,0.19259259259259254
consonant,consoante,0.10370370370370374
boast,presumir,0.7333333333333334
framework,marco,0.5866666666666667
cognitive,cognitivo,0.10370370370370374
adjacent,adxacentes,0.1416666666666666
eloquent,elocuente,0.13333333333333341
instance,instancia,0.125
interest,interese,0.1166666666666667
borderline,limite,0.47777777777777786
synthetic,sintetica,0.20740740740740748
imminence,inminencia,0.2148148148148148
submission,presentacion,0.5133333333333334
omen,presaxio,0.7
relevant,relevantes,0.025000000000000022
irascible,irascible,0.0
hindrance,atranco,0.4
great,xenial,0.56
freedom,liberdade,0.6285714285714286
deceive,enganar,0.7047619047619048
acquisition,adquisicion,0.1696969696969698
ambitious,ambicioso,0.20740740740740748
plausible,plausible,0.0
humility,humildade,0.32499999999999984
conviction,conviccion,0.09333333333333338
firstfruits,primicias,0.5851851851851853
dictionary,dicionario,0.17999999999999994
intrinsic,intrinseca,0.11851851851851858
do without,prescindir,0.6666666666666667
presumptuous,presuntuoso,0.17575757575757567
diligence,dilixencia,0.2148148148148148
corroborate,corroborar,0.09999999999999987
weather,tempo,0.56
detriment,prexuizo,0.6499999999999999
maturity,madurez,0.39047619047619053
parsimony,parsimonia,0.11111111111111116
reference,referencia,0.11111111111111116
inspiration,inspiracion,0.08484848484848484
inexorable,inexorable,0.0
pragmatic,pragmatico,0.014814814814814725
arrogant,arrogante,0.016666666666666607
incipient,incipiente,0.014814814814814725
disruptive,perturbador,0.6666666666666667
sorority,irmandade,0.7333333333333334
serenity,serenidade,0.23333333333333328
arbitrary,arbitrario,0.11111111111111116
indulgent,indulxente,0.11851851851851858
auspicious,auspicioso,0.09333333333333327
iniquity,iniquidade,0.23333333333333328
relevant,relevantes,0.025000000000000022
wit,enxeno,0.9111111111111111
resignation,dimision,0.45000000000000007
hypocrisy,hipocrisia,0.2148148148148148
advocate,avogado,0.40000000000000013
precedent,precedente,0.014814814814814725
glimpse,albiscar,0.5238095238095238
incidence,incidencia,0.11111111111111116
flattered,halagado,0.55
susceptible,susceptibles,0.012121212121212088
nonetheless,con todo,0.575
disposition,disposicion,0.08484848484848484
eccentric,excentrico,0.11851851851851858
underestimate,subestimar,0.29333333333333333
preliminary,preliminar,0.013333333333333308
tribulation,tribulacion,0.08484848484848484
deduce,deducir,0.16666666666666663
phlegmatic,flematico,0.2148148148148148
anachronistic,anacronico,0.11999999999999988
mistaken,equivocado,0.6666666666666667
scrutiny,escrutinio,0.1416666666666666
retrograde,retrogrado,0.09333333333333327
indolence,indolencia,0.11111111111111116
excellence,excelencia,0.17999999999999994
interference,interferencia,0.08333333333333337
democracy,democracia,0.11111111111111116
misfortune,desgraza,0.6666666666666667
compassionate,compasivo,0.1407407407407406
contemplate,contemplar,0.09999999999999987
important,importante,0.014814814814814725
pejorative,pexorativo,0.18666666666666676
restrict,restrinxir,0.23333333333333328
synthesize,sintetizar,0.3666666666666667
proposition,proposicion,0.08484848484848484
signatory,asinante,0.3500000000000001
primordial,primordial,0.0
situation,situacion,0.10370370370370374
coercive,coercitivo,0.1416666666666666
resolution,resolucion,0.09333333333333338
intrinsic,intrinseca,0.11851851851851858
underlying,subxacente,0.5933333333333334
goal,obxectivo,0.7333333333333334
itinerary,itinerario,0.11111111111111116
splendid,esplendido,0.033333333333333326
alterity,alteridade,0.23333333333333328
pecuniary,pecuniario,0.11111111111111116
spontaneous,espontanea,0.18666666666666676
designation,designacion,0.08484848484848484
passerby,transeunte,0.5666666666666667
necessary,necesario,0.19999999999999996
constancy,constancia,0.11111111111111116
sarcastic,sarcastico,0.014814814814814725
pusilC/nime,pusilC/nime,0.0
suitability,idoneidade,0.6799999999999999
privilege,privilexio,0.19999999999999996
devoid,carente,0.711111111111111
believable,crible,0.34444444444444444
pernostic,pernostico,0.014814814814814725
exacerbated,exacerbado,0.09999999999999998
happiness,felicidade,0.6666666666666667
relevance,relevancia,0.11111111111111116
divergent,diverxente,0.11851851851851858
discipline,disciplina,0.09333333333333327
inference,conclusion,0.6518518518518519
pernicious,perniciosa,0.09333333333333327
disseminate,difundir,0.5583333333333333
satisfaction,satisfaccion,0.07777777777777772
meticulous,meticuloso,0.09333333333333327
reverberate,reverberar,0.09999999999999987
sporadic,esporadicos,0.04166666666666663
influence,influencia,0.11111111111111116
militancy,militancia,0.11111111111111116
resounding,rotundo,0.2952380952380952
consolidate,consolidar,0.09999999999999987
fornication,fornicacion,0.08484848484848484
subversive,subversivo,0.09333333333333327
meaning,significado,0.6476190476190476
perspective,perspectiva,0.08484848484848473
resilience,resiliencia,0.09999999999999987
disguised,disfrazado,0.4740740740740742
vicissitude,vicisitude,0.013333333333333308
complacent,compracente,0.10666666666666669
blunt,contundente,0.45333333333333337
peremptory,perentorio,0.2666666666666667
comorbidity,comorbilidade,0.2484848484848483
understanding,comprension,0.5575757575757576
insight,perspicacia,0.6571428571428571
expectation,expectativa,0.15757575757575748
assumption,suposicion,0.34666666666666657
beneplacito,beneplacito,0.0
subterfuge,subterfuxio,0.17999999999999994
prejudice,prexuizo,0.3500000000000001
experience,experiencia,0.09999999999999987
indifferent,indiferente,0.08484848484848473
consonance,consonancia,0.09999999999999987
pretentious,pretencioso,0.1696969696969698
transcend,transcender,0.022222222222222143
immeasurable,inconmensurable,0.17222222222222228
intensity,intensidade,0.20740740740740737
quota,cota,0.25
belligerent,belixerante,0.25454545454545463
prominent,destacado,0.6592592592592592
need,necesidade,0.15000000000000002
superficial,superficial,0.0
concerning,referente,0.5777777777777778
kindness,bondade,0.5142857142857143
litigation,litixio,0.17142857142857149
unspeakable,indicible,0.4888888888888888
animosity,animosidade,0.20740740740740737
intervention,intervencion,0.07777777777777772
task,tarefa,0.4666666666666667
vocabulary,vocabulario,0.09999999999999987
antagonism,antagonismo,0.013333333333333308
greeting,saudo,0.8666666666666667
resistance,resistencia,0.19333333333333336
indifference,indiferenza,0.16969696969696957
claim,reclamacion,0.28
to understand,entender,0.3750000000000001
aforementioned,mencionado anteriormente,0.4190476190476191
subsequent,posterior,0.6518518518518519
stereotype,estereotipo,0.19999999999999996
integrity,integridade,0.20740740740740737
diversity,diversidade,0.20740740740740737
ambiguity,ambiguidade,0.20740740740740737
release,liberar,0.5047619047619047
speculation,especulacion,0.09696969696969704
indulgence,indulxencia,0.19333333333333336
originating,orixinaria,0.28666666666666674
divergence,diverxencia,0.19333333333333336
lucubration,elucubracion,0.09696969696969704
indubitable,indubidable,0.08484848484848484
austerity,austeridade,0.20740740740740737
prognosis,prognostico,0.12592592592592589
importance,importancia,0.09999999999999987
heterogeneous,heteroxeneo,0.10303030303030303
quibble,cabreo,0.6000000000000001
benevolent,benevolente,0.013333333333333308
careless,descoidado,0.6499999999999999
negligence,neglixencia,0.19333333333333336
opportunist,oportunista,0.08484848484848473
identify,identificar,0.1416666666666666
to establish,establecer,0.3533333333333333
