fr,it,Alignment Score
peur,paura,0.2666666666666667
tient,tiene,0.18666666666666676
encore,ancora,0.3111111111111112
acclamation,allegria,0.55
sommet,apice,0.6933333333333334
ardeur,entusiasmo,0.6222222222222222
laisser passer,far passare,0.2666666666666667
etre,essere,0.2666666666666666
digne,degno,0.3733333333333334
calendrier,programma,0.6666666666666667
joli,bello,0.6666666666666667
xibiu,xibiu,0.0
culte,culto,0.18666666666666676
monde,mondo,0.18666666666666676
atroce,atroce,0.0
fugace,fugace,0.0
recensement,censimento,0.19333333333333336
atterrir,terra,0.2400000000000001
fort,forte,0.033333333333333326
dependance,dipendenza,0.34666666666666657
alias,ovvero,0.8400000000000001
cuire,cottura al forno,0.52
valeur,di valore,0.33333333333333337
dense,denso,0.18666666666666676
sauf,tranne,0.7
cynique,cinico,0.4555555555555556
approprie,adatto,0.6000000000000001
portee,scopo,0.52
pas(c)membre,non(c)membro,0.28888888888888886
nature,natura,0.15555555555555556
monsieur,signore,0.49523809523809526
chemin,sentiero,0.6000000000000001
apogee,periodo d'oro,0.6444444444444444
inoffensif,innocuo,0.5047619047619049
costumes,abiti,0.7333333333333334
utopie,utopia,0.15555555555555556
sadique,sadico,0.30000000000000016
portee,scopo,0.52
accent,enfasi,0.5666666666666667
idiot,idiota,0.026666666666666727
occasionnel,casuale,0.4190476190476191
merite,merito,0.15555555555555556
allusion,allusione,0.016666666666666607
hostile,ostile,0.022222222222222143
souhait,desiderio,0.6190476190476191
sceptique,scettico,0.3416666666666667
heritage,eredita,0.2666666666666666
droit,dritto,0.19999999999999996
depechez-vous,fretta,0.7888888888888889
doux,gentile,0.8833333333333334
extraterrestre,alieno,0.6666666666666667
nocif,dannoso,0.5466666666666666
infame,infame,0.0
cliche,cliche,0.0
passion,passione,0.01904761904761898
excellent,eccellente,0.11851851851851858
affable,affabile,0.01904761904761898
definir,definire,0.01904761904761898
ornement,ornamento,0.13333333333333341
cadeau,regalo,0.5888888888888889
extase,estasi,0.3111111111111112
sobre,sobrio,0.19999999999999996
adhesion,appartenenza,0.5666666666666667
grignotines,munchies,0.4666666666666667
evaluer,valutare,0.2666666666666667
ruse,astuzia,0.7166666666666668
aussi,pure,0.6833333333333333
ventouse,ventosa,0.1523809523809525
session,sessione,0.01904761904761898
seuil,soglia,0.5333333333333333
solennel,solenne,0.01904761904761898
juger,giudicare,0.5733333333333334
gloire,gloria,0.30000000000000016
labaro,labaro,0.0
officiel,formale,0.6190476190476191
habitude,abitudine,0.125
appreciation,apprezzamento,0.29999999999999993
bien que,sebbene,0.38095238095238093
opportunite,opportunita,0.08484848484848473
elan,quantita di moto,0.6499999999999999
quelqu'un d'autre,qualcun altro,0.31282051282051293
efficace,efficace,0.0
inactif,oziare,0.5888888888888888
jubilation,giubilo,0.2952380952380953
disposer,smaltire,0.625
diffuser,diffondere,0.2416666666666668
haleine,respiro,0.6190476190476191
a feuilles persistantes,sempreverde,0.5515151515151515
nuancer,sfumatura,0.5333333333333333
faction,fazione,0.2571428571428571
excuse,scusa,0.3866666666666667
exile,esilio,0.3866666666666667
affectation,incarico,0.4833333333333334
espiegle,giocoso,0.7238095238095238
abstention,astenersi,0.3037037037037037
inference,inferenza,0.19259259259259254
juridiction,giurisdizione,0.26666666666666683
objet,oggetto,0.3866666666666667
acceder,accesso,0.36190476190476195
accent,accento,0.022222222222222143
desir,desiderio,0.08000000000000007
axiome,assioma,0.3222222222222223
sanction,sanzione,0.22499999999999998
gratuit,gratuito,0.01904761904761898
tacite,tacito,0.15555555555555556
ethere,etereo,0.15555555555555556
recherche,ricerca,0.2952380952380952
femme,donna,0.8266666666666667
courtois,cortese,0.2761904761904763
avidite,avidita,0.13333333333333341
maladie,malattia,0.2761904761904762
serieux,serio,0.21333333333333337
gage,impegno,0.7
exempter,esonerare,0.5333333333333334
avidite,avidita,0.13333333333333341
peur,paura,0.2666666666666667
vulgaire,volgare,0.1523809523809525
telecommande,a distanza,0.6
plaisir,piacere,0.48571428571428577
factuel,effettivo,0.6285714285714286
quand,quando,0.026666666666666727
jamais,mai,0.11111111111111116
ne me donne pas,non darmi,0.44444444444444453
proprete,pulizia,0.7142857142857143
empathie,empatia,0.1523809523809525
aurelio,aurelio,0.0
conjoint,sposa,0.7333333333333334
arnaque,truffa,0.6000000000000001
exception,eccezione,0.3037037037037038
personnage,carattere,0.5629629629629629
ephemere,effimero,0.43333333333333335
verbeux,prolisso,0.7333333333333334
entree,iscrizione,0.6111111111111112
idyllique,idilliaco,0.3851851851851852
analogue,analogico,0.22499999999999998
authentique,genuino,0.5428571428571429
histoire,storia,0.33333333333333337
sublime,sublime,0.0
famille,famiglia,0.2666666666666666
condoleances,condoglianze,0.2333333333333334
deduire,dedurre,0.13333333333333341
apathique,apatico,0.2761904761904761
succinct,conciso,0.5047619047619049
signification,senso,0.4933333333333334
de racheter,riscattare,0.52
ruse,astuzia,0.7166666666666668
prodigue,prodigo,0.1428571428571429
culture,cultura,0.13333333333333341
audace,audacia,0.16666666666666663
stigmate,stigma,0.03333333333333344
recreation,recesso,0.2952380952380953
vertu,virtu,0.18666666666666676
refuter,confutare,0.40000000000000013
iconique,iconico,0.2571428571428571
superbe,superbo,0.13333333333333341
cynisme,cinismo,0.2666666666666667
ecurie,stabile,0.5777777777777777
exhorter,sollecitare,0.5666666666666667
morbide,morboso,0.36190476190476195
banal,banale,0.026666666666666727
attenuer,mitigare,0.625
la synthese,sintesi,0.3238095238095239
aspect,aspetto,0.16666666666666663
luxure,lussuria,0.33333333333333337
amical,amichevole,0.21111111111111125
succes,successo,0.03333333333333344
bonheur,felicita,0.7333333333333334
imputer,imputare,0.1428571428571429
ecume,feccia,0.5333333333333334
emerger,emergere,0.01904761904761898
anatheme,anatema,0.1523809523809525
en outre,inoltre,0.2857142857142857
candeur,candore,0.24761904761904763
debauche,dissolutezza,0.5666666666666667
fierte,orgoglio,0.7333333333333334
extrait,estratto,0.2761904761904762
litige,contenzioso,0.6333333333333333
mourir d'envie,bramare,0.5619047619047619
a travers,attraverso,0.11851851851851858
cependant,tuttavia,0.7250000000000001
frivole,frivolo,0.13333333333333341
courage,coraggio,0.2666666666666666
desir,desiderio,0.08000000000000007
indigene,nativo,0.6111111111111112
surnom,soprannome,0.2222222222222222
ambigue,ambiguo,0.13333333333333341
sain,sano,0.2333333333333334
austere,austero,0.13333333333333341
scrotum,scroto,0.16666666666666663
amitie,amicizia,0.3333333333333335
sensible,sensato,0.37142857142857144
chimere,chimera,0.13333333333333341
ambition,ambizione,0.13333333333333341
exces,eccesso,0.2266666666666668
racisme,razzismo,0.2761904761904762
relation,relazione,0.13333333333333341
promotion,promozione,0.11851851851851858
erudit,erudito,0.022222222222222143
immersion,immersione,0.014814814814814725
modeste,modesto,0.13333333333333341
partiel,parziale,0.2761904761904763
colosse,colosso,0.13333333333333341
demande,richiesta,0.638095238095238
exotique,esotico,0.39047619047619064
concis,conciso,0.022222222222222143
science,scienza,0.24761904761904763
piete,pieta,0.18666666666666676
volatil,volatile,0.01904761904761898
celebre,famigerato,0.6476190476190476
bizarre,bizzarro,0.1523809523809525
exemption,esenzione,0.3925925925925926
actuel,attuale,0.3222222222222223
souffrir,soffrire,0.1166666666666667
hybride,ibrido,0.3222222222222223
gagner,guadagnare,0.21111111111111114
intense,intenso,0.13333333333333341
inertie,inerzia,0.2666666666666667
emotionnel,emotivo,0.16190476190476188
anxieux,ansioso,0.49523809523809526
despote,despota,0.13333333333333341
sens,senso,0.033333333333333326
clair,chiaro,0.3866666666666667
profane,profano,0.13333333333333341
la diffusion,diffusione,0.10666666666666669
inherent,inerente,0.1166666666666667
respect,rispetto,0.2761904761904762
particulier,peculiare,0.311111111111111
denigrer,denigrare,0.125
genocidaire,genocida,0.033333333333333215
consentement,consenso,0.2499999999999999
differe,differito,0.1523809523809524
equite,equita,0.15555555555555556
prudent,prudente,0.01904761904761898
pandemie,pandemia,0.1166666666666667
imminent,imminente,0.016666666666666607
essence,essenza,0.24761904761904763
misogyne,misogino,0.2333333333333334
disgrace,disgrazia,0.22499999999999998
envahissant,invasivo,0.4666666666666668
aliene,alienato,0.1777777777777777
eminent,eminente,0.01904761904761898
abstrait,astratto,0.22499999999999998
premisse,premessa,0.2333333333333334
extension,estensione,0.11851851851851858
empirique,empirico,0.22499999999999998
concept,concetto,0.1428571428571429
talarique,talarico,0.22499999999999998
ruse,astuzia,0.7166666666666668
augmenter,salita,0.6222222222222222
fille,ragazza,0.8533333333333334
reiterer,ribadire,0.43333333333333335
luxure,lussuria,0.33333333333333337
reve,sognare ad occhi aperti,0.5833333333333333
relatif,parente,0.5047619047619047
prodige,prodigio,0.1428571428571429
passable,accettabile,0.3583333333333333
reparation,riparazione,0.19999999999999996
gratitude,gratitudine,0.022222222222222254
analogie,analogia,0.1166666666666667
insertion,inserimento,0.21481481481481468
modestie,modestia,0.1166666666666667
excuses,scuse,0.22666666666666668
activiste,attivista,0.20740740740740748
remise,remissione,0.05555555555555558
inhospitalier,inospitale,0.039999999999999813
donc,percio,0.6833333333333333
mediocre,mediocre,0.0
monotone,monotono,0.1166666666666667
depit,dispetto,0.4
fomenter,fomentare,0.125
ineffable,ineffabile,0.014814814814814725
soutien,supporto,0.5047619047619049
rhetorique,retorica,0.24166666666666659
preoccupations,preoccupazioni,0.1333333333333332
fondation,fondazione,0.11851851851851858
synonyme,sinonimo,0.3500000000000001
proceder,procedere,0.016666666666666607
methodique,metodico,0.24166666666666659
primaute,primato,0.1523809523809525
perfidie,perfidia,0.1166666666666667
rejeter,rifiutare,0.5142857142857143
histoire,storia,0.33333333333333337
donc,percio,0.6833333333333333
demagogue,demagogo,0.125
complexe,complesso,0.22499999999999998
il consiste,consiste,0.033333333333333326
critere,criterio,0.1428571428571429
notivago,notivago,0.0
distinct,distinto,0.1166666666666667
spectre,spettro,0.2666666666666667
succomber,soccombere,0.11851851851851858
desinteresse,altruista,0.6074074074074074
amalgame,amalgama,0.1166666666666667
resultat,risultato,0.13333333333333341
singulier,singolare,0.3037037037037038
susciter,suscitare,0.125
paradoxe,paradosso,0.22499999999999998
moquerie,beffa,0.72
contexte,contesto,0.2333333333333334
processus,processi,0.125
admissible,idoneo,0.6222222222222222
communion,comunione,0.10370370370370374
mot,parola,0.6888888888888889
but,obiettivo,0.48888888888888893
refleter,riflettere,0.15000000000000002
intrepide,impavido,0.45000000000000007
la maitrise,padronanza,0.6799999999999999
neanmoins,tuttavia,0.6583333333333334
endemique,endemico,0.22499999999999998
conception,progetto,0.4833333333333334
legal,legale,0.026666666666666727
probleme,problema,0.1166666666666667
utile,utile,0.0
susciter,istigare,0.5333333333333334
incroyable,incredibile,0.2666666666666667
epiphanie,epifania,0.2416666666666667
rachat,redenzione,0.7333333333333334
a travers,attraverso,0.11851851851851858
parallele,parallelo,0.10370370370370374
insipide,insapore,0.33333333333333337
resolu,risoluto,0.18888888888888888
immanent,immanente,0.016666666666666607
generique,generico,0.22499999999999998
sante mentale,sanita mentale,0.08205128205128209
perspicace,perspicace,0.0
reciproque,reciproco,0.19999999999999996
concession,concessione,0.013333333333333308
impression,stampa,0.6222222222222222
scrupule,scrupolo,0.2333333333333334
superflu,superfluo,0.016666666666666607
rectifier,rettificare,0.2222222222222222
paradigme,paradigma,0.10370370370370374
dichotomie,dicotomia,0.11851851851851858
but,scopo,0.8888888888888888
presomption,presunzione,0.3090909090909092
conception,progetto,0.4833333333333334
hypocrite,ipocrita,0.2416666666666667
ratifier,ratificare,0.1333333333333333
implicite,implicito,0.10370370370370374
plenitude,pienezza,0.44166666666666676
essentiel,essenziale,0.2148148148148148
hegemonie,egemonia,0.13333333333333341
corollaire,corollario,0.17999999999999994
incident,incidente,0.016666666666666607
etrange,strano,0.3222222222222223
altruisme,altruismo,0.10370370370370374
clochard,vagabondo,0.6499999999999999
altruiste,altruistico,0.11851851851851847
hermetique,ermetico,0.24166666666666659
aleatoire,casuale,0.49523809523809526
espoir,speranza,0.4666666666666668
promiscuite,promiscuo,0.11851851851851847
persuader,persuadere,0.014814814814814725
confiance,fiducia,0.5047619047619049
volontaire,deliberato,0.6
sapience,sapienza,0.21666666666666667
indelebile,indelebile,0.0
aussi,pure,0.6833333333333333
petit,trascurabile,0.6266666666666667
diligent,diligente,0.016666666666666607
impetueux,impetuoso,0.28148148148148144
description,descrizione,0.16363636363636358
rejouir,rallegrarsi,0.5333333333333333
resigne,rassegnato,0.4095238095238096
inhabituel,insolito,0.45000000000000007
eminence,eminenza,0.21666666666666667
compassion,compassione,0.013333333333333308
prudence,prudenza,0.21666666666666667
pretention,pretesa,0.2761904761904761
discretion,riservatezza,0.5333333333333334
analytique,analitico,0.3037037037037037
explicite,esplicito,0.20740740740740748
ordinaire,ordinario,0.19999999999999996
perception,percezione,0.17999999999999994
realisable,fattibile,0.40740740740740744
nostalgie,nostalgia,0.10370370370370374
subjectif,soggettivo,0.49629629629629635
autonomie,autonomia,0.10370370370370374
autochtone,autoctono,0.11851851851851858
resolution,risoluzione,0.19999999999999996
entreprise,azienda,0.6285714285714286
mepris,disprezzo,0.6
digne de confiance,affidabile,0.5666666666666667
dissension,dissenso,0.033333333333333326
expression,espressione,0.10666666666666669
constante,costante,0.016666666666666607
suppression,soppressione,0.09696969696969693
taciturne,taciturno,0.10370370370370374
impartial,imparziale,0.11851851851851858
authentique,autentico,0.21481481481481468
patience,pazienza,0.33333333333333337
ignorant,ignorante,0.016666666666666607
arrogant,arrogante,0.016666666666666607
execrable,esecrabile,0.11851851851851858
sinon,altrimenti,0.6133333333333333
discours,discorso,0.1166666666666667
restriction,restrizione,0.16363636363636358
humiliant,umiliante,0.10370370370370374
obstine,ostinato,0.2666666666666666
consonne,consonante,0.033333333333333326
se vanter,vantarsi,0.3416666666666668
cadre,struttura,0.7333333333333334
cognitif,cognitivo,0.125
adjacent,adiacente,0.13333333333333341
eloquent,eloquente,0.016666666666666607
exemple,esempio,0.38095238095238104
interet,interesse,0.1523809523809524
limite,borderline,0.47777777777777786
synthetique,sintetico,0.31851851851851853
imminence,imminenza,0.19259259259259254
soumission,sottomissione,0.11999999999999988
presage,presagio,0.1428571428571429
pertinent,pertinente,0.014814814814814725
irascible,irascibile,0.014814814814814725
obstacle,ostacolo,0.2333333333333334
super,grande,0.6933333333333334
liberte,liberta,0.13333333333333341
tromper,ingannare,0.6285714285714286
acquisition,acquisizione,0.09696969696969693
ambitieux,ambizioso,0.3851851851851852
plausible,plausibile,0.014814814814814725
humilite,umilta,0.20000000000000007
conviction,convinzione,0.18666666666666676
premiers fruits,primizie,0.3916666666666667
dictionnaire,dizionario,0.29333333333333333
intrinseque,intrinseco,0.17999999999999994
faire sans,fare senza,0.2599999999999999
presomptueux,presuntuoso,0.3939393939393939
diligence,diligenza,0.19259259259259254
corroborer,corroborare,0.09999999999999998
meteo,tempo atmosferico,0.3866666666666667
detriment,danno,0.5866666666666667
maturite,scadenza,0.6416666666666666
parcimonie,parsimonia,0.18666666666666676
reference,riferimento,0.31851851851851853
inspiration,ispirazione,0.1696969696969698
inexorable,inesorabile,0.1066666666666668
pragmatique,pragmatico,0.17999999999999994
arrogant,arrogante,0.016666666666666607
naissant,nascente,0.33333333333333337
perturbateur,dirompente,0.52
sororite,sorellanza,0.43333333333333346
serenite,serenita,0.1166666666666667
arbitraire,arbitrario,0.17999999999999994
indulgent,indulgente,0.014814814814814725
de bon augure,di buon auspicio,0.3487179487179486
iniquite,iniquita,0.1166666666666667
pertinent,pertinente,0.014814814814814725
esprit,spirito,0.1777777777777778
demission,dimissioni,0.11851851851851858
hypocrisie,ipocrisia,0.2148148148148148
avocat,avvocato,0.04444444444444451
precedent,precedente,0.014814814814814725
apercu,occhiata,0.7111111111111111
incidence,incidenza,0.19259259259259254
flatte,lusingato,0.47777777777777775
sensible,suscettibile,0.2666666666666666
neanmoins,cio nonostante,0.5185185185185186
disposition,disposizione,0.09696969696969693
excentrique,eccentrico,0.2733333333333333
sous-estimer,sottovalutare,0.5000000000000001
preliminaire,preliminare,0.012121212121212088
tribulations,tribolazione,0.2333333333333334
deduire,dedurre,0.13333333333333341
flegmatique,flemmatico,0.2733333333333333
anachronique,anacronistico,0.28888888888888886
trompe,sbagliato,0.6000000000000001
examen minutieux,scrutinio,0.6148148148148148
retrograde,retrogrado,0.09333333333333327
indolence,indolenza,0.19259259259259254
excellence,eccellenza,0.2666666666666667
ingerence,interferenza,0.31851851851851853
democratie,democrazia,0.18666666666666676
malheur,sfortuna,0.7238095238095238
compatissant,compassionevole,0.311111111111111
contempler,contemplare,0.09999999999999998
important,importante,0.014814814814814725
pejoratif,peggiorativo,0.22962962962962963
limiter,limitare,0.1428571428571429
synthetiser,sintetizzare,0.33333333333333337
proposition,proposizione,0.09696969696969693
signataire,firmatario,0.44666666666666677
primordial,primordiale,0.013333333333333308
situation,situazione,0.11851851851851858
coercitif,coercitivo,0.11111111111111116
resolution,risoluzione,0.19999999999999996
intrinseque,intrinseco,0.17999999999999994
sous-jacent,sottostante,0.40000000000000013
but,obiettivo,0.48888888888888893
itineraire,itinerario,0.17999999999999994
splendide,splendida,0.10370370370370374
alterite,alterita,0.1166666666666667
pecuniaire,pecuniario,0.17999999999999994
spontane,spontaneo,0.016666666666666607
designation,designazione,0.09696969696969693
passant,passante,0.01904761904761898
necessaire,necessario,0.17999999999999994
constance,costanza,0.2333333333333334
sarcastique,sarcastico,0.17999999999999994
pusilC/nime,pusilC/nime,0.0
pertinence,adeguatezza,0.6066666666666667
privilege,privilegio,0.11111111111111116
depourvu,privo,0.42666666666666664
croyable,credibile,0.33333333333333337
pernostique,pernostico,0.17999999999999994
exacerbe,esasperato,0.4666666666666668
bonheur,felicita,0.7333333333333334
pertinence,pertinenza,0.17333333333333334
divergent,divergente,0.014814814814814725
discipline,disciplina,0.09333333333333327
inference,inferenza,0.19259259259259254
pernicieux,pernicioso,0.2533333333333333
disseminer,diffondere,0.42666666666666664
satisfaction,soddisfazione,0.30000000000000016
meticuleux,meticoloso,0.34666666666666657
reverberer,riverberare,0.19333333333333336
sporadique,sporadico,0.19999999999999996
influence,influenza,0.19259259259259254
militantisme,militanza,0.21481481481481468
retentissant,clamoroso,0.6814814814814816
consolider,consolidare,0.09999999999999998
fornication,fornicazione,0.09696969696969693
subversif,sovversivo,0.3037037037037037
signification,senso,0.4933333333333334
perspective,prospettiva,0.25454545454545463
resilience,resilienza,0.17333333333333334
deguise,mascherato,0.638095238095238
vicissitudes,vicenda,0.4190476190476191
complaisant,compiacente,0.24242424242424243
emousse,smussare,0.2761904761904762
peremptoire,perentorio,0.2799999999999999
comorbidite,comorbilita,0.16969696969696968
comprehension,comprensione,0.08333333333333337
apercu,intuizione,0.7444444444444445
attente,aspettativa,0.4285714285714286
hypothese,assunzione,0.6518518518518519
beneplacito,beneplacito,0.0
subterfuge,sotterfugio,0.2733333333333333
prejuge,pregiudizio,0.4095238095238096
experience,esperienza,0.2666666666666667
indifferent,indifferente,0.012121212121212088
consonance,consonanza,0.17333333333333334
pretentieux,pretenzioso,0.31515151515151507
transcender,trascendere,0.08484848484848473
incommensurable,incommensurabile,0.008888888888888835
intensite,intensita,0.10370370370370374
quota,quota,0.0
belligerant,belligerante,0.012121212121212088
eminent,prominente,0.17142857142857149
besoin,bisogno,0.3333333333333335
superficiel,superficiale,0.09090909090909083
concernant,riguardante,0.5133333333333334
gentillesse,gentilezza,0.2599999999999999
