gl,ro,Alignment Score
ola,buna ziua,0.7111111111111111
cia,cia,0.0
xus,jus,0.3111111111111112
casa,acasa,0.033333333333333326
teu,ta,0.5
fixo,el a facut,0.75
vontade,voi,0.4
via,prin intermediul,0.9111111111111111
son,sunet,0.37777777777777777
barco,nava,0.6666666666666667
si,da,0.8666666666666667
encantame,iubesc,0.6111111111111112
rei,rege,0.33333333333333337
el ten,el are,0.30000000000000016
bo,bun,0.5
pero,dar,0.6222222222222222
usar,utilizare,0.33333333333333337
mes,luna,0.8666666666666667
ido,plecat,0.9111111111111111
mentiras,minciuni,0.5333333333333334
a,aripa,0.33333333333333337
algunhas,niste,0.5733333333333334
el,-l,0.4666666666666667
eco,ecou,0.04444444444444451
amigo,prietene,0.7333333333333334
clan,clan,0.0
amor,dragoste,0.55
feito,fapt,0.4666666666666667
mito,mit,0.04444444444444451
prexuizo,partinire,0.5250000000000001
ti,tu,0.4666666666666667
como,la fel de,0.9166666666666667
caos,haos,0.2333333333333334
ao azar,la intamplare,0.34285714285714286
garbo,pompon,0.6933333333333334
ver,vedea,0.3555555555555556
accion,actiune,0.33333333333333337
sede,sete,0.2333333333333334
despois,dupa,0.5166666666666666
enton,apoi,0.6833333333333333
vida,viata,0.25
casa,casa,0.0
pico,varf,0.8333333333333334
saga,saga,0.0
medo,frica,0.85
ano,anus,0.33333333333333337
deserto,pustie,0.5888888888888889
suma,suma,0.0
avoa,bunica,0.6666666666666667
lema,motto,0.6666666666666667
mais alo,dincolo,0.5047619047619049
parvo,prost,0.3600000000000001
destino,soarta,0.5777777777777777
idem,idem,0.0
urxente,urgent,0.1777777777777778
crer,crede,0.25
para o,pentru,0.5777777777777777
encaixar,potrivi,0.7238095238095238
celo,zel,0.3555555555555556
el veu,el a venit,0.21111111111111103
poderia,am putut,0.7142857142857143
todos,toate,0.5066666666666667
mais,mai mult,0.30000000000000016
malo,rau,0.6444444444444445
area,zona,0.6333333333333333
amor,dragoste,0.55
groseiro,nepoliticos,0.575
coxo,schiop,0.5
cota,cota,0.0
para,pentru,0.5
son,sunet,0.37777777777777777
terra,teren,0.3466666666666668
sera,va fi,0.6666666666666667
fase,faza,0.43333333333333335
sendo,fiind,0.52
propio,de sine,0.7222222222222223
detras,in spate,0.7222222222222222
doce,dulce,0.25
moda,voga,0.4666666666666667
en breve,curand,0.7333333333333334
onde,unde,0.2333333333333334
rime,bruma,0.5
deus,dumnezeu,0.30000000000000016
para o,pentru,0.5777777777777777
antes,inainte de,0.28
cedo,din timp,0.7166666666666668
xugo,jug,0.3555555555555556
bastante,destul de,0.5416666666666667
art,arta,0.04444444444444451
alma,suflet,0.7
obxectivo,poarta,0.6222222222222222
cuxo,a caror,0.5166666666666666
sela,sa,0.09999999999999998
trae,aduce,0.45000000000000007
en,in,0.4666666666666667
celula,celula,0.0
contido,continut,0.2571428571428571
estivo,fost,0.4833333333333334
noia,noia,0.0
cara,fata,0.4666666666666667
noxo,dezgust,0.8833333333333334
noxo,dezgust,0.8833333333333334
obxectivo,tinta,0.5733333333333334
foco,se concentreze,0.6166666666666667
iso,acea,0.8666666666666667
pose,poza,0.43333333333333335
sair,a iesi afara,0.4
base,baza,0.43333333333333335
ok,bine,0.9333333333333333
odio,ura,0.8666666666666667
act,act,0.0
tina,el a avut,0.7166666666666667
alto,inalt,0.25
todos,toate,0.5066666666666667
lecer,agrement,0.6000000000000001
rito,rit,0.04444444444444451
caramba,naiba,0.4
vontade,voi,0.4
novo,nou,0.33333333333333337
axil,agil,0.2333333333333334
amencer,zorii,0.7066666666666667
tese,teza,0.43333333333333335
alto,inalt,0.25
bulto,umflatura,0.44000000000000006
nexo,legatura,0.7333333333333334
costa,tarm,0.45000000000000007
sagaz,sagace,0.19999999999999996
nucleo,miez,0.7
negro,negru,0.18666666666666676
termo,termen,0.19999999999999996
exito,succes,0.6933333333333334
mesturar,a amesteca,0.3500000000000001
nobre,nobil,0.3466666666666668
sentido,sens,0.28333333333333355
carino,afectiune,0.5
verdugo,calau,0.7066666666666668
etica,etica,0.0
cheo,deplin,0.7
mutuo,reciproc,0.72
tenue,tenue,0.0
facer,a face,0.19999999999999996
como isto,ca aceasta,0.49629629629629635
sutil,subtil,0.026666666666666727
forza,forta,0.18666666666666676
aqui,aici,0.43333333333333335
con todo,in orice caz,0.5666666666666667
seccion,sectiune,0.2857142857142858
foron,au fost,0.5466666666666666
curar,vindeca,0.5466666666666666
poder,putere,0.3733333333333334
atrevido,indraznet,0.6333333333333333
idea,idee,0.2333333333333334
nucleo,miez,0.7
innato,innascut,0.1777777777777778
moral,morala,0.026666666666666727
sobre,despre,0.3733333333333333
xa que,de cand,0.7111111111111111
moi,foarte,0.6888888888888889
xusto,corect,0.6933333333333334
honra,onora,0.18666666666666676
quizais,poate,0.72
torpe,neindemanatic,0.7866666666666666
sono,vis,0.6000000000000001
razon,motiv,0.6933333333333334
inutil,zadarnic,0.6111111111111112
etnia,etnie,0.18666666666666676
icona,pictograma,0.28
anexo,atasament,0.5733333333333333
amigo,prieten,0.72
exido,egida,0.3733333333333334
tanxe,tange,0.18666666666666676
lapso,interval,0.7066666666666668
ser,fi,0.9
exponer,expune,0.1777777777777778
mutuo,reciproc,0.72
dengo,dengo,0.0
tempo,timp,0.2666666666666667
parella,cuplu,0.56
enton,apoi,0.6833333333333333
habil,abil,0.033333333333333326
colleita,recolta,0.2571428571428571
bocal,bocal,0.0
artimana,siretlic,0.55
en directo,trai,0.75
a peso,a cantari,0.5888888888888889
saber,a sti,0.6799999999999999
causa,cauza,0.18666666666666676
graza,gratie,0.36
dicir,a zice,0.5466666666666666
xenero,gen,0.4
obstaculo,obstacol,0.125
posesion,detinere,0.55
coser,a coase,0.22666666666666668
paria,paria,0.0
deber,datorie,0.5333333333333333
berrar,strigat,0.6000000000000001
tenaz,tenace,0.19999999999999996
descendencia,descendenti,0.09696969696969682
peneira,sita,0.5166666666666666
sendo,fiind,0.52
curuxa,bufnita,0.5888888888888889
comun,uzual,0.6799999999999999
medo,frica,0.85
aguanta,tine,0.7
ainda,inca,0.2666666666666666
animo,ridica moralul,0.4933333333333334
apex,apex,0.0
afan,nerabdare,0.5666666666666667
deixa o paso,ceda,0.5833333333333333
ser,fi,0.9
digno,vrednic,0.56
horario,programa,0.5142857142857143
fermosa,frumos,0.1777777777777778
xibiu,xibiu,0.0
culto,cult,0.033333333333333326
mundo,lume,0.6666666666666667
atroz,atroce,0.19999999999999996
fugaz,trecatoare,0.76
censo,recensamant,0.28
terra,teren,0.3466666666666668
forte,puternic,0.56
adiccion,dependenta,0.6499999999999999
tamen conecido como,aka,0.9555555555555556
cocer,coace,0.18666666666666676
vale,in valoare de,0.18333333333333346
densa,dens,0.033333333333333326
excepto,cu exceptia,0.18095238095238098
cinico,cinic,0.026666666666666727
axeitado,potrivit,0.625
ambito,domeniul de aplicare,0.7444444444444445
non e membro,nu(c)membre,0.3939393939393939
natureza,natura,0.03333333333333344
senor,domnule,0.7066666666666667
camino,cale,0.4666666666666667
apoxeo,ziua de glorie,0.5444444444444445
inocuo,inofensiv,0.4555555555555557
traxes,costume,0.5888888888888889
utopia,utopie,0.15555555555555556
sadico,sadic,0.026666666666666727
ambito,domeniul de aplicare,0.7444444444444445
enfase,accent,0.5666666666666667
idiota,idiot,0.026666666666666727
casual,casual,0.0
merito,merit,0.026666666666666727
alusion,aluzie,0.3222222222222223
hostis,ostil,0.21333333333333337
desexo,dori,0.4666666666666667
esceptico,sceptic,0.03809523809523818
legado,mostenire,0.7333333333333334
recto,drept,0.3733333333333334
presa,graba,0.5333333333333333
manso,bland,0.5333333333333333
alleo,strain,0.6933333333333334
prexudicial,daunatoare,0.6666666666666667
infame,infam,0.026666666666666727
cliche,cliseu,0.30000000000000016
paixon,pasiune,0.3222222222222223
excelente,excelent,0.016666666666666607
afable,afabil,0.15555555555555556
definir,defini,0.022222222222222143
adorno,podoaba,0.5888888888888889
agasallo,cadou,0.5733333333333334
extase,extaz,0.19999999999999996
sobrio,sobru,0.19999999999999996
adhesion,calitatea de membru,0.6333333333333333
empanadas,gustari,0.7333333333333334
avaliar,evalua,0.3333333333333335
astucia,viclean,0.6095238095238096
tamen,de asemenea,0.29333333333333345
ventosa,fraier,0.711111111111111
sesion,sesiune,0.1777777777777778
limite,prag,0.8666666666666667
solemne,solemn,0.022222222222222143
para xulgar,a judeca,0.475
gloria,glorie,0.15555555555555556
labaro,labaro,0.0
formais,formal,0.16666666666666663
habito,obicei,0.5777777777777777
aprecio,apreciere,0.1523809523809524
ainda que,cu toate ca,0.6666666666666667
oportunidade,oportunitate,0.15555555555555545
impulso,impuls,0.022222222222222143
alguen mais,altcineva,0.49629629629629635
eficaz,efectiv,0.44444444444444453
ocioso,inactiv,0.6000000000000001
xubilo,jubilare,0.3333333333333335
dispor,dispune,0.30000000000000016
difusa,difuz,0.19999999999999996
alento,suflare,0.5888888888888889
perenne,vesnic verde,0.5428571428571429
matiz,nuanta,0.56
faccion,factiune,0.2857142857142858
escusa,scuza,0.21333333333333337
exilio,exil,0.050000000000000155
asignacion,misiune,0.5333333333333333
xogueton,jucaus,0.7333333333333334
absterse,se abtine,0.44166666666666665
conclusion,deducere,0.7416666666666667
xurisdiccion,jurisdictie,0.2606060606060606
obxecto,obiect,0.1777777777777778
acceso,acces,0.026666666666666727
acento,accent,0.15555555555555556
desexo,dorinta,0.5666666666666667
axioma,axioma,0.0
sancion,sanctiune,0.17142857142857149
gratuito,gratuit,0.01904761904761898
tacito,tacit,0.026666666666666727
etereo,eteric,0.288888888888889
buscar,cautare,0.4444444444444444
muller,femeie,0.5777777777777777
cortes,politicos,0.4555555555555555
cobiza,lacomie,0.4666666666666667
doenza,boala,0.5466666666666666
grave,serios,0.6933333333333334
prenda,angajament,0.6222222222222222
exentos,scuti,0.6933333333333334
cobiza,lacomie,0.4666666666666667
medo,frica,0.85
vulgar,vulgar,0.0
remoto,la distanta,0.7666666666666667
pracer,placere,0.1777777777777778
factual,faptice,0.48571428571428577
cando,cand,0.033333333333333326
nunca,vreodata,0.7066666666666668
non me deas,nu-mi da,0.375
limpeza,curatenie,0.6285714285714286
empatia,empatie,0.13333333333333341
aurelio,aurelio,0.0
conxuxe,sotie,0.56
estafa,inselatorie,0.6333333333333333
excepcion,exceptie,0.2416666666666667
personaxe,caracter,0.5583333333333333
efemero,efemer,0.022222222222222143
longo vento,prelungit,0.5037037037037038
entrada,intrare,0.38095238095238104
idilico,idilic,0.022222222222222143
analoxico,analogic,0.13333333333333341
xenuino,autentic,0.5238095238095238
historia,poveste,0.6190476190476191
sublime,sublim,0.022222222222222143
familia,familie,0.13333333333333341
condolencias,condoleante,0.24242424242424243
inferir,deduce,0.711111111111111
apatico,apatic,0.022222222222222143
sucinto,succint,0.13333333333333341
significado,sens,0.5833333333333333
para redimir,a rascumpara,0.5000000000000001
astucia,viclean,0.6095238095238096
prodigo,risipitor,0.5238095238095238
cultura,cultura,0.0
audacia,indrazneala,0.5428571428571429
estigma,stigmatizarea,0.19047619047619035
recreo,pauza,0.8400000000000001
virtude,virtute,0.13333333333333341
refutar,respinge,0.6
iconico,simbolic,0.4095238095238096
xenial,superb,0.7111111111111111
cinismo,cinism,0.022222222222222143
estable,grajd,0.72
urxe,indemn,0.6833333333333333
morboso,morbid,0.30000000000000016
trivial,banal,0.5333333333333333
mitigar,atenua,0.6000000000000001
sintese,sinteza,0.24761904761904763
aspecto,aspect,0.022222222222222143
luxuria,pofta,0.6933333333333334
amigable,prietenos,0.6416666666666666
exito,succes,0.6933333333333334
felicidade,fericire,0.25
imputar,imputa,0.022222222222222143
escoria,gunoi,0.56
xurdir,apar,0.6666666666666667
anatema,anatema,0.0
ademais,in plus,0.5904761904761905
candor,candoare,0.04444444444444451
libertinaxe,depravare,0.5037037037037038
orgullo,mandrie,0.7238095238095238
extracto,extras,0.1777777777777777
litixio,litigii,0.2571428571428571
anhelar,a pofti,0.7047619047619047
a traves,prin,0.7333333333333334
con todo,in orice caz,0.5666666666666667
frivolo,frivol,0.022222222222222143
coraxe,curaj,0.3866666666666667
saudade,dor,0.6888888888888889
nativo,nativ,0.026666666666666727
alcume,porecla,0.7
ambiguo,ambiguu,0.13333333333333341
saudable,sanatos,0.5047619047619049
austero,auster,0.022222222222222143
escroto,scrot,0.053333333333333344
amizade,prietenie,0.6190476190476191
sensato,sensibil,0.37142857142857144
quimera,himera,0.16666666666666663
ambicion,ambitie,0.2761904761904762
exceso,exces,0.026666666666666727
racismo,rasism,0.1777777777777778
relacion,relatie,0.2761904761904762
promocion,promovare,0.37037037037037024
erudito,erudit,0.022222222222222143
inmersion,imersiune,0.20740740740740748
modesto,modest,0.022222222222222143
parcial,partial,0.13333333333333341
coloso,colos,0.026666666666666727
demanda,cerere,0.7111111111111111
exotico,exotic,0.022222222222222143
conciso,concis,0.022222222222222143
ciencia,stiinta,0.49523809523809526
piedade,pietate,0.2666666666666667
volatil,volatil,0.0
notorio,notoriu,0.13333333333333341
estrano,bizar,0.7066666666666667
exencion,scutire,0.6285714285714286
actual,actual,0.0
sufrir,suferi,0.15555555555555556
hibrido,hibrid,0.022222222222222143
ganar,castiga,0.5333333333333333
intenso,intens,0.022222222222222143
inercia,inertie,0.2666666666666667
emocional,emotional,0.10370370370370374
ansioso,nerabdator,0.638095238095238
despota,despot,0.022222222222222143
sentido,sens,0.28333333333333355
claro,clar,0.033333333333333326
profano,profan,0.022222222222222143
difusion,difuziune,0.25
inherente,inerent,0.03809523809523818
respecto,respect,0.01904761904761898
peculiar,ciudat,0.47777777777777786
denigrar,denigra,0.01904761904761898
xenocida,genocid,0.1523809523809525
consentimento,consimtamant,0.2944444444444445
aprazado,amanata,0.5142857142857143
equidade,capitaluri proprii,0.7166666666666667
prudente,prudent,0.01904761904761898
pandemia,pandemic,0.1166666666666667
inminente,iminent,0.03809523809523818
esencia,esenta,0.16666666666666663
misoxina,misogin,0.1523809523809525
deshonra,rusine,0.6222222222222222
invasivo,invaziv,0.1523809523809525
alienado,instrainat,0.45833333333333337
eminente,eminent,0.01904761904761898
abstracto,abstract,0.016666666666666607
premisa,premisa,0.0
extension,extensie,0.125
empirico,empiric,0.01904761904761898
concepto,concept,0.01904761904761898
talarico,talaric,0.01904761904761898
astucia,viclean,0.6095238095238096
subir,crestere,0.5733333333333334
rapaza,fata,0.5
reiterar,reitereaza,0.1333333333333333
luxuria,pofta,0.6933333333333334
sonar despierto,visarea cu ochii deschisi,0.4444444444444444
achegada,relativ,0.6285714285714286
prodixio,minune,0.7333333333333334
transitable,acceptabil,0.44000000000000006
reparacion,reparatie,0.2148148148148148
gratitude,recunostinta,0.5111111111111111
analoxia,analogie,0.2333333333333334
insercion,inserare,0.32499999999999984
modestia,modestie,0.1166666666666667
desculpas,scuze,0.41333333333333344
activista,activist,0.016666666666666607
remision,iertare,0.6
inhospito,neospitalier,0.32592592592592584
polo tanto,prin urmare,0.6066666666666667
mediocres,mediocru,0.125
monotono,monoton,0.01904761904761898
despecho,ciuda,0.72
fomentar,fomenteaza,0.1333333333333333
inefable,inefabil,0.1166666666666667
apoiar,a sustine,0.6111111111111112
retorica,retorica,0.0
preocupacions,preocupari,0.11999999999999988
fundacion,fundatie,0.2416666666666667
sinonimo,sinonim,0.01904761904761898
proceder,continua,0.7250000000000001
metodico,metodic,0.01904761904761898
primacia,primatul,0.31666666666666654
perfidia,perfidie,0.1166666666666667
rexeitar,respinge,0.5250000000000001
historia,istorie,0.1523809523809525
polo tanto,prin urmare,0.6066666666666667
demagogo,demagog,0.01904761904761898
complexo,complex,0.01904761904761898
consiste,consta,0.188888888888889
criterio,criteriu,0.1166666666666667
nonivago,nuivago,0.1428571428571429
distinto,distinct,0.1166666666666667
espectro,spectru,0.1523809523809525
sucumbir,sucomba,0.2761904761904762
desinteresado,altruista,0.5259259259259259
amalgama,amalgam,0.01904761904761898
resultado,rezultat,0.2416666666666667
singular,singular,0.0
espertar,trezi,0.56
paradoxo,paradox,0.01904761904761898
burla,bataie de joc,0.6133333333333333
contexto,context,0.01904761904761898
proceso,proces,0.022222222222222143
elixibles,eligibil,0.2416666666666667
comunon,comuniune,0.16190476190476188
palabra,cuvant,0.7111111111111111
obxectivo,poarta,0.6222222222222222
reflexo,reflectati,0.2761904761904761
sen medo,neinfricat,0.6499999999999999
mestria,maiestrie,0.16190476190476188
con todo,cu toate acestea,0.5000000000000002
endemica,endemice,0.1166666666666667
deseno,proiecta,0.7222222222222222
legal,legale,0.026666666666666727
problema,problema,0.0
util,util,0.0
instigar,instiga,0.01904761904761898
incrible,incredibil,0.14166666666666672
epifania,epifanie,0.1166666666666667
redencion,rascumparare,0.6592592592592592
a traves,prin,0.7333333333333334
paralelo,paralel,0.01904761904761898
insipido,lipsit de gust,0.5
resolto,hotarat,0.6095238095238096
inmanente,imanent,0.03809523809523818
xenerico,generic,0.1523809523809525
cordura,sanatate psihica,0.6761904761904762
perspicaz,profund,0.6190476190476191
reciproco,reciproc,0.016666666666666607
concesion,concesiune,0.11851851851851858
impresion,imprimare,0.37037037037037035
escrupulo,scrupul,0.03809523809523818
superfluo,de prisos,0.5777777777777777
rectificar,rectifica,0.014814814814814725
paradigma,paradigma,0.0
dicotomia,dihotomie,0.20740740740740748
proposito,scop,0.5333333333333334
presuncion,prezumtie,0.40740740740740755
deseno,proiecta,0.7222222222222222
hipocrita,ipocrit,0.03809523809523818
ratificar,ratifica,0.016666666666666607
implicito,implicit,0.016666666666666607
plenitude,plenitudine,0.022222222222222254
esencial,esential,0.1166666666666667
hexemonia,hegemonie,0.20740740740740748
corolario,corolar,0.028571428571428692
incidente,incident,0.016666666666666607
estrano,ciudat,0.711111111111111
altruismo,altruism,0.016666666666666607
vagabundo,vagabond,0.13333333333333341
altruista,altruist,0.016666666666666607
hermetico,ermetic,0.03809523809523818
aleatoria,aleatoriu,0.10370370370370374
esperanza,speranta,0.13333333333333341
promiscuo,promiscuu,0.10370370370370374
persuadir,convinge,0.7333333333333334
confiar,incredere,0.6190476190476191
deliberado,delibera,0.025000000000000022
sapiencia,intelepciune,0.5037037037037038
indeleble,de nesters,0.49629629629629635
tamen,de asemenea,0.29333333333333345
mesquino,mic,0.4444444444444444
dilixente,harnic,0.7444444444444445
impetuoso,impetuos,0.016666666666666607
descricion,descriere,0.28888888888888875
alegrarse,bucura,0.6000000000000001
dimitido,demisionat,0.3666666666666668
rara,neobisnuit,0.9333333333333333
eminencia,eminenta,0.125
compaixon,compasiune,0.2148148148148148
prudencia,prudenta,0.125
pretension,pretensionare,0.026666666666666616
discrecion,discretie,0.2148148148148148
analitico,analitic,0.016666666666666607
explicito,explicit,0.016666666666666607
ordinario,comun,0.5866666666666667
percepcion,perceptie,0.2148148148148148
factible,fezabil,0.39047619047619053
nostalxia,nostalgie,0.20740740740740748
subxectivo,subiectiv,0.11851851851851858
autonomia,autonomie,0.10370370370370374
autoctona,autohton,0.13333333333333341
resolucion,rezolutie,0.31851851851851853
empresa,companie,0.5047619047619049
desprezo,dispret,0.2761904761904762
de confianza,demn de incredere,0.5222222222222224
disension,disensiuni,0.11851851851851858
expresion,expresie,0.125
constante,constant,0.016666666666666607
supresion,suprimare,0.37037037037037035
taciturno,taciturn,0.016666666666666607
imparcial,impartial,0.10370370370370374
autentico,autentic,0.016666666666666607
paciencia,rabdare,0.638095238095238
ignorante,ignorant,0.016666666666666607
arrogante,arogant,0.03809523809523818
execrable,execrabil,0.10370370370370374
en caso contrario,in caz contrar,0.1523809523809524
discurso,discurs,0.01904761904761898
restricion,restrictie,0.17999999999999994
degradante,injositoare,0.5933333333333334
obstinado,incapatanat,0.5777777777777777
consoante,consoana,0.125
presumir,lauda,0.7333333333333334
marco,cadru,0.5466666666666666
cognitivo,cognitive,0.10370370370370374
adxacentes,adiacent,0.1416666666666666
elocuente,elocvent,0.13333333333333341
instancia,instanta,0.125
interese,interes,0.01904761904761898
limite,la limita,0.20000000000000007
sintetica,sintetic,0.016666666666666607
inminencia,iminenta,0.1416666666666666
presentacion,supunere,0.5583333333333333
presaxio,augur,0.72
relevantes,relevante,0.014814814814814725
irascible,irascibil,0.10370370370370374
atranco,impiedicare,0.6476190476190476
xenial,grozav,0.7111111111111111
liberdade,libertate,0.20740740740740748
enganar,insela,0.5888888888888889
adquisicion,achizitie,0.5185185185185186
ambicioso,ambitios,0.13333333333333341
plausible,plauzibil,0.20740740740740748
humildade,umilinta,0.3416666666666668
conviccion,condamnare,0.5000000000000001
primicias,primele fructe,0.4222222222222223
dicionario,dictionar,0.11111111111111116
intrinseca,intrinsec,0.014814814814814725
prescindir,fa fara,0.7428571428571429
presuntuoso,prezumtios,0.29333333333333345
dilixencia,diligenta,0.2148148148148148
corroborar,coroboreaza,0.18666666666666676
tempo,vreme,0.5333333333333333
prexuizo,in detriment,0.675
madurez,maturitate,0.2952380952380953
parsimonia,parcimonie,0.18666666666666676
referencia,referinta,0.19999999999999996
inspiracion,inspiratie,0.19333333333333336
inexorable,inexorabil,0.09333333333333327
pragmatico,pragmatic,0.014814814814814725
arrogante,arogant,0.03809523809523818
incipiente,incipient,0.014814814814814725
perturbador,perturbatoare,0.10909090909090902
irmandade,sorority,0.7333333333333334
serenidade,seninatate,0.3533333333333334
arbitrario,arbitrar,0.025000000000000022
indulxente,indulgent,0.11851851851851858
auspicioso,de bun augur,0.6733333333333333
iniquidade,nelegiuirea,0.44666666666666677
relevantes,relevante,0.014814814814814725
enxeno,spirit,0.8222222222222223
dimision,demisie,0.2761904761904762
hipocrisia,ipocrizie,0.2222222222222222
avogado,avocat,0.3222222222222223
precedente,precedent,0.014814814814814725
albiscar,o privire,0.6416666666666666
incidencia,incidenta,0.11111111111111116
halagado,flatat,0.48888888888888893
susceptibles,susceptibil,0.09090909090909083
con todo,cu toate acestea,0.5000000000000002
disposicion,dispozitie,0.28666666666666674
excentrico,excentric,0.014814814814814725
subestimar,subestima,0.014814814814814725
preliminar,preliminar,0.0
tribulacion,necazul,0.638095238095238
deducir,deduce,0.16666666666666663
flematico,flegmatic,0.10370370370370374
anacronico,anacronic,0.014814814814814725
equivocado,gresit,0.6333333333333333
escrutinio,examinare,0.5703703703703704
retrogrado,retrograd,0.014814814814814725
indolencia,indolenta,0.11111111111111116
excelencia,excelenta,0.11111111111111116
interferencia,interferenta,0.08333333333333337
democracia,democratie,0.18666666666666676
desgraza,ghinion,0.7238095238095238
compasivo,milos,0.43999999999999995
contemplar,contempla,0.014814814814814725
importante,important,0.014814814814814725
pexorativo,peiorativ,0.11851851851851858
restrinxir,restrange,0.3037037037037037
sintetizar,sintetiza,0.014814814814814725
proposicion,propozitie,0.28666666666666674
asinante,semnatar,0.45000000000000007
primordial,primordial,0.0
situacion,situatie,0.2416666666666667
coercitivo,coercitiv,0.014814814814814725
resolucion,rezolutie,0.31851851851851853
intrinseca,intrinsec,0.014814814814814725
subxacente,subiacent,0.11851851851851858
obxectivo,poarta,0.6222222222222222
itinerario,itinerar,0.025000000000000022
esplendido,splendid,0.033333333333333326
alteridade,alteritate,0.18666666666666676
pecuniario,pecuniara,0.11111111111111116
espontanea,spontan,0.04761904761904767
designacion,desemnare,0.4
transeunte,trecator,0.45000000000000007
necesario,necesar,0.028571428571428692
constancia,constanta,0.11111111111111116
sarcastico,sarcastic,0.014814814814814725
pusilC/nime,pusilC/nime,0.0
idoneidade,adecvarea,0.5111111111111111
privilexio,privilegiu,0.18666666666666676
carente,lipsit,0.7111111111111111
crible,credibil,0.18888888888888888
pernostico,pernostic,0.014814814814814725
exacerbado,exacerbata,0.17333333333333334
felicidade,fericire,0.25
relevancia,relevanta,0.11111111111111116
diverxente,divergente,0.09333333333333338
disciplina,disciplina,0.0
conclusion,deducere,0.7416666666666667
perniciosa,pernicios,0.014814814814814725
difundir,diseminati,0.45833333333333337
satisfaccion,satisfactie,0.17575757575757567
meticuloso,meticulos,0.014814814814814725
reverberar,reverbera,0.014814814814814725
esporadicos,sporadic,0.04166666666666663
influencia,influenta,0.11111111111111116
militancia,militantism,0.19333333333333336
rotundo,rasunator,0.4095238095238096
consolidar,consolida,0.014814814814814725
fornicacion,curvie,0.6333333333333333
subversivo,subversiv,0.014814814814814725
significado,sens,0.5833333333333333
perspectiva,perspectiva,0.0
resiliencia,rezistenta,0.36
disfrazado,deghizat,0.45000000000000007
vicisitude,vicisitudine,0.019999999999999907
compracente,multumit,0.6583333333333334
contundente,bont,0.3666666666666668
perentorio,peremptorie,0.19333333333333336
comorbilidade,comorbiditate,0.20512820512820507
comprension,intelegere,0.6666666666666667
perspicacia,perspicacitate,0.030303030303030276
expectativa,asteptare,0.49629629629629635
suposicion,presupunere,0.5133333333333334
beneplacito,beneplacito,0.0
subterfuxio,subterfugiu,0.16969696969696968
prexuizo,prejudecata,0.4583333333333335
experiencia,experienta,0.09999999999999998
indiferente,indiferent,0.013333333333333308
consonancia,consonanta,0.09999999999999998
pretencioso,pretentios,0.10666666666666669
transcender,transcende,0.013333333333333308
inconmensurable,nemasurata,0.3933333333333332
intensidade,intensitate,0.1696969696969698
cota,cota,0.0
belixerante,beligerant,0.10666666666666669
destacado,proeminent,0.6666666666666667
necesidade,nevoie,0.34444444444444455
superficial,superficial,0.0
referente,cu privire la,0.6
bondade,bunatate,0.4
litixio,litigii,0.2571428571428571
indicible,de nespus,0.6444444444444444
animosidade,animozitate,0.25454545454545463
intervencion,interventie,0.17575757575757567
tarefa,sarcina,0.4555555555555555
vocabulario,vocabular,0.022222222222222143
antagonismo,antagonism,0.013333333333333308
saudo,salut,0.3600000000000001
